,genCQ,expertCQ,cos_score
0,What types of user interfaces are considered within the Human-Computer Interaction domain?,What is a human–computer interaction?,0.7528
1,What types of user interfaces are considered within the Human-Computer Interaction domain?,What does make up the user interface of an interactive computer system?,0.7321
2,How is user interaction with a system characterized in HCI?,What does make up the user interface of an interactive computer system?,0.7269
3,How is user interaction with a system characterized in HCI?,How can a user interact in human–computer interactions?,0.7156
4,What types of user interfaces are considered within the Human-Computer Interaction domain?,How can a user interact in human–computer interactions?,0.6974
5,How is user interaction with a system characterized in HCI?,Why does a user intentionally interact with an interactive computer system?,0.6863
6,How is user interaction with a system characterized in HCI?,What is a complex interactive computer system?,0.6710
7,How is user interaction with a system characterized in HCI?,What is an interactive computer system?,0.6670
8,How is user interaction with a system characterized in HCI?,What is a human–computer interaction?,0.6612
9,How is user interaction with a system characterized in HCI?,"Considering intentionality, how can a user interact with an interactive computer system?",0.6362
10,How is user interaction with a system characterized in HCI?,What is an interactive software system?,0.6291
11,How is user interaction with a system characterized in HCI?,How is a user input processed by an interactive computer system?,0.6264
12,How is user interaction with a system characterized in HCI?,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,0.6250
13,What types of user interfaces are considered within the Human-Computer Interaction domain?,What is an interactive computer system?,0.6124
14,What types of user interfaces are considered within the Human-Computer Interaction domain?,What is a complex interactive computer system?,0.6107
15,How is user interaction with a system characterized in HCI?,How does a user receive an output from an interactive computer system?,0.5800
16,What types of user interfaces are considered within the Human-Computer Interaction domain?,What is an interactive software system?,0.5538
17,How are logical interactions and user actions represented in HCI ontologies?,How can a user interact in human–computer interactions?,0.5357
18,What types of user interfaces are considered within the Human-Computer Interaction domain?,Why does a user intentionally interact with an interactive computer system?,0.5164
19,What are the main types of interactions identified in HCI?,How can a user interact in human–computer interactions?,0.5157
20,What are the key components of a user model in HCI?,What does make up the user interface of an interactive computer system?,0.5141
21,What kinds of input and output modalities are integrated into HCI systems?,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,0.5127
22,What are the main types of interactions identified in HCI?,What is a human–computer interaction?,0.5127
23,What types of user interfaces are considered within the Human-Computer Interaction domain?,"Considering intentionality, how can a user interact with an interactive computer system?",0.5072
24,How is user interaction with a system characterized in HCI?,What does make up a complex user participation?,0.5060
25,How are logical interactions and user actions represented in HCI ontologies?,What does make up the user interface of an interactive computer system?,0.5015
26,How is user interaction with a system characterized in HCI?,"Considering the human–computer interaction, how can a user participation cause another user participation?",0.5013
27,What are the main types of interactions identified in HCI?,What is a complex interactive computer system?,0.5001
28,How are logical interactions and user actions represented in HCI ontologies?,What is a human–computer interaction?,0.4973
29,How is user feedback collected and utilized in HCI design?,What does make up the user interface of an interactive computer system?,0.4966
30,What are the main types of interactions identified in HCI?,What does make up the user interface of an interactive computer system?,0.4939
31,How is user interaction with a system characterized in HCI?,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,0.4893
32,How is user feedback collected and utilized in HCI design?,How can a user interact in human–computer interactions?,0.4885
33,What kinds of input and output modalities are integrated into HCI systems?,What is a complex interactive computer system?,0.4872
34,What types of user interfaces are considered within the Human-Computer Interaction domain?,How is a user input processed by an interactive computer system?,0.4859
35,How are logical interactions and user actions represented in HCI ontologies?,"Considering intentionality, how can a user interact with an interactive computer system?",0.4827
36,What are the key components of a user model in HCI?,How can a user interact in human–computer interactions?,0.4750
37,How are logical interactions and user actions represented in HCI ontologies?,What is an interactive software system?,0.4750
38,What are the key components of a user model in HCI?,What does make up a complex user participation?,0.4747
39,What kinds of input and output modalities are integrated into HCI systems?,What does make up the user interface of an interactive computer system?,0.4740
