,genCQ,expertCQ,cos_score
0,What are the main components of an interactive system in the context of HCI?,What does make up the user interface of an interactive computer system?,0.7785
1,What are the main components of an interactive system in the context of HCI?,What is an interactive computer system?,0.7595
2,What are the main components of an interactive system in the context of HCI?,What is a complex interactive computer system?,0.7535
3,What are the different modalities used in human-computer interaction?,What is a human–computer interaction?,0.7157
4,What are the main components of an interactive system in the context of HCI?,What is an interactive software system?,0.7097
5,What are the different modalities used in human-computer interaction?,How can a user interact in human–computer interactions?,0.6961
6,What are the different modalities used in human-computer interaction?,What does make up the user interface of an interactive computer system?,0.6632
7,What are the main components of an interactive system in the context of HCI?,What is a human–computer interaction?,0.6472
8,What are the main components of an interactive system in the context of HCI?,How is a user input processed by an interactive computer system?,0.6338
9,What are the main components of an interactive system in the context of HCI?,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,0.6197
10,What are the main components of an interactive system in the context of HCI?,Why does a user intentionally interact with an interactive computer system?,0.6140
11,What are the different modalities used in human-computer interaction?,What is a complex interactive computer system?,0.6070
12,What are the main components of an interactive system in the context of HCI?,"Considering intentionality, how can a user interact with an interactive computer system?",0.5952
13,What are the different modalities used in human-computer interaction?,What is an interactive computer system?,0.5940
14,What are the main components of an interactive system in the context of HCI?,How can a user interact in human–computer interactions?,0.5898
15,What are the main components of an interactive system in the context of HCI?,How does a user receive an output from an interactive computer system?,0.5615
16,How can adaptive systems improve user performance in interacting with computers?,How can a user interact in human–computer interactions?,0.5595
17,How do user characteristics influence the design of adaptive user interfaces?,What does make up the user interface of an interactive computer system?,0.5425
18,How can adaptive systems improve user performance in interacting with computers?,Why does a user intentionally interact with an interactive computer system?,0.5237
19,How can adaptive systems improve user performance in interacting with computers?,What does make up the user interface of an interactive computer system?,0.5175
20,How does multimodal interaction benefit users with different sensory and motor abilities?,How can a user interact in human–computer interactions?,0.5099
21,How can adaptive systems improve user performance in interacting with computers?,How is a user input processed by an interactive computer system?,0.5084
22,What are the different modalities used in human-computer interaction?,"Considering intentionality, how can a user interact with an interactive computer system?",0.5062
23,What are the different modalities used in human-computer interaction?,Why does a user intentionally interact with an interactive computer system?,0.5007
24,What is the relationship between user actions and system adaptations?,Why does a user intentionally interact with an interactive computer system?,0.4988
25,What are the different modalities used in human-computer interaction?,What is an interactive software system?,0.4985
26,How can adaptive systems improve user performance in interacting with computers?,What is an interactive computer system?,0.4974
27,What is the relationship between user actions and system adaptations?,What does make up the user interface of an interactive computer system?,0.4950
28,What are the different modalities used in human-computer interaction?,How is a user input processed by an interactive computer system?,0.4939
29,What is the relationship between user actions and system adaptations?,"Considering intentionality, how can a user interact with an interactive computer system?",0.4920
30,How can adaptive systems improve user performance in interacting with computers?,"Considering intentionality, how can a user interact with an interactive computer system?",0.4911
31,How do input and output interaction modalities influence interface customization?,What does make up the user interface of an interactive computer system?,0.4858
32,How can adaptive systems improve user performance in interacting with computers?,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,0.4853
33,What types of user disabilities need to be considered in adaptive user interfaces?,What does make up the user interface of an interactive computer system?,0.4831
34,What are the different modalities used in human-computer interaction?,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,0.4744
35,How do context-aware adaptations enhance user experience in ubiquitous computing?,How can a user interact in human–computer interactions?,0.4742
36,What are the main components of an interactive system in the context of HCI?,What does make up a complex user participation?,0.4703
37,What role do semantic web technologies play in modeling complex relationships in HCI?,What is a complex interactive computer system?,0.4701
38,What are the different modalities used in human-computer interaction?,What does make up a complex user participation?,0.4628
39,How do user characteristics influence the design of adaptive user interfaces?,How can a user interact in human–computer interactions?,0.4617
40,How do input and output interaction modalities influence interface customization?,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,0.4615
41,How can adaptive systems improve user performance in interacting with computers?,What is a complex interactive computer system?,0.4610
42,What are the different modalities used in human-computer interaction?,"Considering the human–computer interaction, how can a user participation cause another user participation?",0.4605
43,What types of user disabilities need to be considered in adaptive user interfaces?,How can a user interact in human–computer interactions?,0.4577
44,How can adaptive systems improve user performance in interacting with computers?,"Considering the human–computer interaction, how can a user participation cause another user participation?",0.4476
