,genCQ,expertCQ,cos_score
0,What are the primary modalities used in human-computer interaction?,What is a human–computer interaction?,0.6969
1,What are the primary modalities used in human-computer interaction?,How can a user interact in human–computer interactions?,0.6843
2,What are the primary modalities used in human-computer interaction?,What does make up the user interface of an interactive computer system?,0.6484
3,How does the system adapt user interfaces based on user’s sensory and motor abilities?,What does make up the user interface of an interactive computer system?,0.6285
4,What are the primary modalities used in human-computer interaction?,What is a complex interactive computer system?,0.6051
5,How does the system adapt user interfaces based on user’s sensory and motor abilities?,How can a user interact in human–computer interactions?,0.5946
6,What are the primary modalities used in human-computer interaction?,What is an interactive computer system?,0.5906
7,How does the system adapt user interfaces based on user’s sensory and motor abilities?,How is a user input processed by an interactive computer system?,0.5621
8,How does the system adapt user interfaces based on user’s sensory and motor abilities?,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,0.5428
9,How does the system adapt user interfaces based on user’s sensory and motor abilities?,"Considering intentionality, how can a user interact with an interactive computer system?",0.5192
10,How do input and output modalities differ in HCI systems?,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,0.5158
11,What are the primary modalities used in human-computer interaction?,Why does a user intentionally interact with an interactive computer system?,0.5111
12,What are the primary modalities used in human-computer interaction?,"Considering intentionality, how can a user interact with an interactive computer system?",0.5072
13,How does the system adapt user interfaces based on user’s sensory and motor abilities?,What is an interactive computer system?,0.5054
14,How does the system adapt user interfaces based on user’s sensory and motor abilities?,What is a human–computer interaction?,0.5021
15,How does the system adapt user interfaces based on user’s sensory and motor abilities?,Why does a user intentionally interact with an interactive computer system?,0.4944
16,What are the primary modalities used in human-computer interaction?,What is an interactive software system?,0.4907
17,What are the primary modalities used in human-computer interaction?,How is a user input processed by an interactive computer system?,0.4839
18,How does the system adapt user interfaces based on user’s sensory and motor abilities?,What is a complex interactive computer system?,0.4808
19,What are the primary modalities used in human-computer interaction?,What does make up a complex user participation?,0.4684
20,What are the different levels of physical capabilities considered in HCI systems?,What does make up the user interface of an interactive computer system?,0.4649
