,genCQ,expertCQ,cos_score
0,What attributes are necessary to describe the interaction between a user and an interactive system?,What does make up the user interface of an interactive computer system?,0.8163
1,What attributes are necessary to describe the interaction between a user and an interactive system?,What is an interactive computer system?,0.7450
2,What attributes are necessary to describe the interaction between a user and an interactive system?,What is an interactive software system?,0.7184
3,What are the main types of interaction modalities used in human-computer interaction?,What is a human–computer interaction?,0.7150
4,What are the main types of interaction modalities used in human-computer interaction?,How can a user interact in human–computer interactions?,0.7143
5,What attributes are necessary to describe the interaction between a user and an interactive system?,Why does a user intentionally interact with an interactive computer system?,0.7043
6,What attributes are necessary to describe the interaction between a user and an interactive system?,How can a user interact in human–computer interactions?,0.7021
7,What attributes are necessary to describe the interaction between a user and an interactive system?,"Considering intentionality, how can a user interact with an interactive computer system?",0.7008
8,What are the main types of interaction modalities used in human-computer interaction?,What does make up the user interface of an interactive computer system?,0.6693
9,What attributes are necessary to describe the interaction between a user and an interactive system?,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,0.6464
10,What attributes are necessary to describe the interaction between a user and an interactive system?,What is a complex interactive computer system?,0.6452
11,What attributes are necessary to describe the interaction between a user and an interactive system?,How is a user input processed by an interactive computer system?,0.6411
12,What are the main types of interaction modalities used in human-computer interaction?,What is a complex interactive computer system?,0.6367
13,What attributes are necessary to describe the interaction between a user and an interactive system?,What is a human–computer interaction?,0.6198
14,What are the main types of interaction modalities used in human-computer interaction?,What is an interactive computer system?,0.6119
15,What attributes are necessary to describe the interaction between a user and an interactive system?,How does a user receive an output from an interactive computer system?,0.6004
16,How can ontological reasoning be applied to infer high-level user interaction data?,How can a user interact in human–computer interactions?,0.5714
17,What methods exist for evaluating the effectiveness of adaptations in interactive systems?,What does make up the user interface of an interactive computer system?,0.5548
18,How can ontological reasoning be applied to infer high-level user interaction data?,"Considering intentionality, how can a user interact with an interactive computer system?",0.5430
19,What are the main types of interaction modalities used in human-computer interaction?,What is an interactive software system?,0.5403
20,What methods exist for evaluating the effectiveness of adaptations in interactive systems?,What is an interactive computer system?,0.5308
21,What role does the context play in shaping the interaction modalities in HCI?,How can a user interact in human–computer interactions?,0.5288
22,What methods exist for evaluating the effectiveness of adaptations in interactive systems?,What is an interactive software system?,0.5286
23,What are the key components of a semantic layer in an adaptive interactive system?,What does make up the user interface of an interactive computer system?,0.5279
24,What methods exist for evaluating the effectiveness of adaptations in interactive systems?,"Considering intentionality, how can a user interact with an interactive computer system?",0.5276
25,What are the main types of interaction modalities used in human-computer interaction?,Why does a user intentionally interact with an interactive computer system?,0.5270
26,What are the main types of interaction modalities used in human-computer interaction?,"Considering intentionality, how can a user interact with an interactive computer system?",0.5235
27,What are the key components of a semantic layer in an adaptive interactive system?,What is an interactive computer system?,0.5177
28,How can multimodal systems be represented and integrated into an HCI ontology?,What is a complex interactive computer system?,0.5072
29,How can ontological reasoning be applied to infer high-level user interaction data?,Why does a user intentionally interact with an interactive computer system?,0.5053
30,What role does the context play in shaping the interaction modalities in HCI?,What is a human–computer interaction?,0.5009
31,What attributes are necessary to describe the interaction between a user and an interactive system?,"Considering the human–computer interaction, how can a user participation cause another user participation?",0.4993
32,What methods exist for evaluating the effectiveness of adaptations in interactive systems?,What is a complex interactive computer system?,0.4980
