,genCQ,expertCQ,cos_score
0,What are the key elements of an interactive system in the context of human-computer interaction?,What does make up the user interface of an interactive computer system?,0.8517
1,What are the key elements of an interactive system in the context of human-computer interaction?,What is an interactive computer system?,0.8225
2,What are the key elements of an interactive system in the context of human-computer interaction?,What is a complex interactive computer system?,0.7756
3,What are the key elements of an interactive system in the context of human-computer interaction?,What is an interactive software system?,0.7560
4,What are the key elements of an interactive system in the context of human-computer interaction?,What is a human–computer interaction?,0.7264
5,What are the key elements of an interactive system in the context of human-computer interaction?,How can a user interact in human–computer interactions?,0.7078
6,How are user actions and behaviors categorized within an interactive system?,What does make up the user interface of an interactive computer system?,0.7064
7,What are the key elements of an interactive system in the context of human-computer interaction?,How is a user input processed by an interactive computer system?,0.6973
8,What kinds of user-system interactions are essential for triggering adaptations in an interactive environment?,"Considering intentionality, how can a user interact with an interactive computer system?",0.6857
9,How are user actions and behaviors categorized within an interactive system?,What is an interactive computer system?,0.6831
10,What are the key elements of an interactive system in the context of human-computer interaction?,Why does a user intentionally interact with an interactive computer system?,0.6826
11,What are the key elements of an interactive system in the context of human-computer interaction?,"Considering intentionality, how can a user interact with an interactive computer system?",0.6724
12,What kinds of user-system interactions are essential for triggering adaptations in an interactive environment?,Why does a user intentionally interact with an interactive computer system?,0.6706
13,What are the key elements of an interactive system in the context of human-computer interaction?,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,0.6692
14,How are user actions and behaviors categorized within an interactive system?,What is an interactive software system?,0.6582
15,What kinds of user-system interactions are essential for triggering adaptations in an interactive environment?,What does make up the user interface of an interactive computer system?,0.6575
16,What kinds of user-system interactions are essential for triggering adaptations in an interactive environment?,How can a user interact in human–computer interactions?,0.6459
17,How are user actions and behaviors categorized within an interactive system?,Why does a user intentionally interact with an interactive computer system?,0.6416
18,How can a semantic representation of an interactive system be defined using ontologies?,What is an interactive software system?,0.6360
19,How are user actions and behaviors categorized within an interactive system?,"Considering intentionality, how can a user interact with an interactive computer system?",0.6352
20,How can a semantic representation of an interactive system be defined using ontologies?,What is an interactive computer system?,0.6345
21,How are user actions and behaviors categorized within an interactive system?,What is a complex interactive computer system?,0.6292
22,How do adaptive interfaces improve the user experience in interactive systems?,What does make up the user interface of an interactive computer system?,0.6219
23,How are user actions and behaviors categorized within an interactive system?,How can a user interact in human–computer interactions?,0.6073
24,What types of user preferences can be modeled in human-computer interaction systems?,What does make up the user interface of an interactive computer system?,0.6021
25,What kinds of user-system interactions are essential for triggering adaptations in an interactive environment?,What is an interactive computer system?,0.5965
26,How can a semantic representation of an interactive system be defined using ontologies?,What does make up the user interface of an interactive computer system?,0.5948
27,What types of user preferences can be modeled in human-computer interaction systems?,How can a user interact in human–computer interactions?,0.5904
28,What are the system-independent and system-dependent parts of adaptation in interactive systems?,What does make up the user interface of an interactive computer system?,0.5901
29,What kinds of user-system interactions are essential for triggering adaptations in an interactive environment?,What is an interactive software system?,0.5827
30,How are user actions and behaviors categorized within an interactive system?,How is a user input processed by an interactive computer system?,0.5794
31,How can a semantic representation of an interactive system be defined using ontologies?,What is a complex interactive computer system?,0.5752
32,What are the system-independent and system-dependent parts of adaptation in interactive systems?,What is an interactive computer system?,0.5722
33,What are the key elements of an interactive system in the context of human-computer interaction?,How does a user receive an output from an interactive computer system?,0.5704
34,What are the different types of adaptations that an adaptive interactive system can perform?,What does make up the user interface of an interactive computer system?,0.5634
35,How are user actions and behaviors categorized within an interactive system?,What is a human–computer interaction?,0.5626
36,How are user actions and behaviors categorized within an interactive system?,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,0.5561
37,What are the system-independent and system-dependent parts of adaptation in interactive systems?,What is a complex interactive computer system?,0.5530
38,What kinds of user-system interactions are essential for triggering adaptations in an interactive environment?,How is a user input processed by an interactive computer system?,0.5484
39,What are the different types of adaptations that an adaptive interactive system can perform?,What is an interactive computer system?,0.5403
40,What are the system-independent and system-dependent parts of adaptation in interactive systems?,What is an interactive software system?,0.5337
41,What types of user preferences can be modeled in human-computer interaction systems?,What is an interactive computer system?,0.5330
42,What kinds of user-system interactions are essential for triggering adaptations in an interactive environment?,What is a complex interactive computer system?,0.5301
43,What are the different types of adaptations that an adaptive interactive system can perform?,What is a complex interactive computer system?,0.5299
44,How can a semantic representation of an interactive system be defined using ontologies?,How is a user input processed by an interactive computer system?,0.5252
45,What kinds of user-system interactions are essential for triggering adaptations in an interactive environment?,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,0.5249
46,How can a semantic representation of an interactive system be defined using ontologies?,"Considering intentionality, how can a user interact with an interactive computer system?",0.5220
47,How do adaptive interfaces improve the user experience in interactive systems?,What is an interactive computer system?,0.5214
48,How can a semantic representation of an interactive system be defined using ontologies?,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,0.5113
49,How do adaptive interfaces improve the user experience in interactive systems?,How can a user interact in human–computer interactions?,0.5065
50,How do adaptive interfaces improve the user experience in interactive systems?,"Considering intentionality, how can a user interact with an interactive computer system?",0.5043
51,What are the different types of adaptations that an adaptive interactive system can perform?,What is an interactive software system?,0.5041
52,What types of user preferences can be modeled in human-computer interaction systems?,What is a complex interactive computer system?,0.5028
53,What are the key elements of an interactive system in the context of human-computer interaction?,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,0.5015
54,How are user actions and behaviors categorized within an interactive system?,How does a user receive an output from an interactive computer system?,0.5014
55,How do adaptive interfaces improve the user experience in interactive systems?,What is an interactive software system?,0.5012
56,What kinds of user-system interactions are essential for triggering adaptations in an interactive environment?,"Considering the human–computer interaction, how can a user participation cause another user participation?",0.4993
57,What role do ontology connectors play in creating a knowledge base for interactive systems?,What is an interactive computer system?,0.4990
58,How do adaptive interfaces improve the user experience in interactive systems?,Why does a user intentionally interact with an interactive computer system?,0.4989
59,What role do ontology connectors play in creating a knowledge base for interactive systems?,What is an interactive software system?,0.4972
