,genCQ,expertCQ,cos_score
0,What are the key components of an interactive system in the context of human-computer interaction?,What does make up the user interface of an interactive computer system?,0.8464
1,What are the key components of an interactive system in the context of human-computer interaction?,What is an interactive computer system?,0.8258
2,What are the key components of an interactive system in the context of human-computer interaction?,What is a complex interactive computer system?,0.7753
3,What are the key components of an interactive system in the context of human-computer interaction?,What is an interactive software system?,0.7568
4,What are the key components of an interactive system in the context of human-computer interaction?,What is a human–computer interaction?,0.7302
5,What are the key components of an interactive system in the context of human-computer interaction?,How can a user interact in human–computer interactions?,0.7148
6,What are the key components of an interactive system in the context of human-computer interaction?,How is a user input processed by an interactive computer system?,0.7110
7,What are the key components of an interactive system in the context of human-computer interaction?,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,0.6825
8,What are the key components of an interactive system in the context of human-computer interaction?,Why does a user intentionally interact with an interactive computer system?,0.6794
9,What are the key components of an interactive system in the context of human-computer interaction?,"Considering intentionality, how can a user interact with an interactive computer system?",0.6717
10,How is user behavior modeled within an adaptive interactive system?,What does make up the user interface of an interactive computer system?,0.6318
11,How is user behavior modeled within an adaptive interactive system?,How is a user input processed by an interactive computer system?,0.6245
12,How is user behavior modeled within an adaptive interactive system?,What is an interactive computer system?,0.6082
13,How is user behavior modeled within an adaptive interactive system?,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,0.6074
14,How is user behavior modeled within an adaptive interactive system?,Why does a user intentionally interact with an interactive computer system?,0.6073
15,How is user behavior modeled within an adaptive interactive system?,"Considering intentionality, how can a user interact with an interactive computer system?",0.5914
16,How is user behavior modeled within an adaptive interactive system?,What is an interactive software system?,0.5794
17,What are the key components of an interactive system in the context of human-computer interaction?,How does a user receive an output from an interactive computer system?,0.5786
18,How is user behavior modeled within an adaptive interactive system?,How can a user interact in human–computer interactions?,0.5564
19,How is user behavior modeled within an adaptive interactive system?,What is a complex interactive computer system?,0.5523
20,How are user preferences and sensory abilities integrated into the adaptive interface design process?,What does make up the user interface of an interactive computer system?,0.5319
21,How is user behavior modeled within an adaptive interactive system?,How does a user receive an output from an interactive computer system?,0.5208
22,How can multimodal interactions be represented semantically in HCI ontologies?,How can a user interact in human–computer interactions?,0.5178
23,What role do context features play in determining the adaptations required for user interfaces?,What does make up the user interface of an interactive computer system?,0.4936
24,What are the key components of an interactive system in the context of human-computer interaction?,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,0.4871
25,What role do context features play in determining the adaptations required for user interfaces?,How can a user interact in human–computer interactions?,0.4759
26,How do adaptation components interact with a semantic layer to implement adaptations in interactive systems?,What does make up the user interface of an interactive computer system?,0.4657
27,What are the key components of an interactive system in the context of human-computer interaction?,"Considering the human–computer interaction, how can a user participation cause another user participation?",0.4654
28,What are the main challenges in implementing adaptive user interfaces for users with disabilities?,How can a user interact in human–computer interactions?,0.4638
29,How can multimodal interactions be represented semantically in HCI ontologies?,What is a human–computer interaction?,0.4622
30,What are the key components of an interactive system in the context of human-computer interaction?,What does make up a complex user participation?,0.4608
31,How is user behavior modeled within an adaptive interactive system?,"Considering the human–computer interaction, how can a user participation cause another user participation?",0.4600
32,"What are the different levels of user capacity considered in HCI ontologies, and how do they impact interface design?",What does make up the user interface of an interactive computer system?,0.4532
33,How can multimodal interactions be represented semantically in HCI ontologies?,What is a complex interactive computer system?,0.4499
34,How is user behavior modeled within an adaptive interactive system?,What is a human–computer interaction?,0.4470
35,What are the main challenges in implementing adaptive user interfaces for users with disabilities?,What does make up the user interface of an interactive computer system?,0.4470
36,How can multimodal interactions be represented semantically in HCI ontologies?,"Considering intentionality, how can a user interact with an interactive computer system?",0.4463
37,How are user preferences and sensory abilities integrated into the adaptive interface design process?,How can a user interact in human–computer interactions?,0.4409
38,How is user behavior modeled within an adaptive interactive system?,What does make up a complex user participation?,0.4406
39,How do ontologies facilitate the interoperability of user interfaces across different platforms?,What does make up the user interface of an interactive computer system?,0.4398
40,How can multimodal interactions be represented semantically in HCI ontologies?,What does make up the user interface of an interactive computer system?,0.4395
41,What factors are considered for user interface adaptation based on individual user profiles?,What does make up the user interface of an interactive computer system?,0.4393
42,What are the benefits and limitations of ontology-based reasoning for personalizing user interfaces?,What does make up the user interface of an interactive computer system?,0.4358
43,How do adaptation components interact with a semantic layer to implement adaptations in interactive systems?,What is an interactive computer system?,0.4339
44,How are different input and output modalities categorized and represented in HCI ontologies?,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,0.4319
45,How do adaptation components interact with a semantic layer to implement adaptations in interactive systems?,What is an interactive software system?,0.4316
46,What role do context features play in determining the adaptations required for user interfaces?,"Considering intentionality, how can a user interact with an interactive computer system?",0.4292
47,In what ways can the Web Ontology Language (OWL) and Semantic Web Rule Language (SWRL) be employed to enhance adaptive interactive systems?,What is an interactive software system?,0.4287
48,How do adaptation components interact with a semantic layer to implement adaptations in interactive systems?,"Considering intentionality, how can a user interact with an interactive computer system?",0.4258
49,How is user behavior modeled within an adaptive interactive system?,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,0.4250
50,In what ways can the Web Ontology Language (OWL) and Semantic Web Rule Language (SWRL) be employed to enhance adaptive interactive systems?,What is an interactive computer system?,0.4250
51,How are user preferences and sensory abilities integrated into the adaptive interface design process?,"Considering intentionality, how can a user interact with an interactive computer system?",0.4245
52,In what ways can the Web Ontology Language (OWL) and Semantic Web Rule Language (SWRL) be employed to enhance adaptive interactive systems?,What is a complex interactive computer system?,0.4237
53,What are the methods used for reasoning over user profiles and interaction data to infer new information?,How can a user interact in human–computer interactions?,0.4225
54,How are user preferences and sensory abilities integrated into the adaptive interface design process?,How is a user input processed by an interactive computer system?,0.4204
55,"What are the different levels of user capacity considered in HCI ontologies, and how do they impact interface design?",What does make up a complex user participation?,0.4192
56,How do adaptation components interact with a semantic layer to implement adaptations in interactive systems?,How is a user input processed by an interactive computer system?,0.4177
57,What are the benefits and limitations of ontology-based reasoning for personalizing user interfaces?,How can a user interact in human–computer interactions?,0.4152
58,What are the methods used for reasoning over user profiles and interaction data to infer new information?,"Considering intentionality, how can a user interact with an interactive computer system?",0.4132
59,How can multimodal interactions be represented semantically in HCI ontologies?,What is an interactive computer system?,0.4104
60,How are user preferences and sensory abilities integrated into the adaptive interface design process?,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,0.4081
61,How can multimodal interactions be represented semantically in HCI ontologies?,What is an interactive software system?,0.4077
62,How do adaptation components interact with a semantic layer to implement adaptations in interactive systems?,What is a complex interactive computer system?,0.4046
63,How are user preferences and sensory abilities integrated into the adaptive interface design process?,What is a complex interactive computer system?,0.4030
64,How do adaptation components interact with a semantic layer to implement adaptations in interactive systems?,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,0.4026
65,What role do context features play in determining the adaptations required for user interfaces?,Why does a user intentionally interact with an interactive computer system?,0.4000
66,How can multimodal interactions be represented semantically in HCI ontologies?,Why does a user intentionally interact with an interactive computer system?,0.3980
67,How are user preferences and sensory abilities integrated into the adaptive interface design process?,What is an interactive computer system?,0.3964
68,In what ways can the Web Ontology Language (OWL) and Semantic Web Rule Language (SWRL) be employed to enhance adaptive interactive systems?,What does make up the user interface of an interactive computer system?,0.3914
69,How do ontologies facilitate the interoperability of user interfaces across different platforms?,How can a user interact in human–computer interactions?,0.3907
70,How are user preferences and sensory abilities integrated into the adaptive interface design process?,Why does a user intentionally interact with an interactive computer system?,0.3896
71,What are the main challenges in implementing adaptive user interfaces for users with disabilities?,"Considering intentionality, how can a user interact with an interactive computer system?",0.3891
72,What types of adaptation rules are used in ontological models for user interface customization?,What does make up the user interface of an interactive computer system?,0.3888
73,How are different input and output modalities categorized and represented in HCI ontologies?,What does make up the user interface of an interactive computer system?,0.3881
74,How do ontologies facilitate the interoperability of user interfaces across different platforms?,"Considering intentionality, how can a user interact with an interactive computer system?",0.3853
75,How are different input and output modalities categorized and represented in HCI ontologies?,How is a user input processed by an interactive computer system?,0.3842
76,How do ontologies facilitate the interoperability of user interfaces across different platforms?,What is an interactive software system?,0.3834
77,What are the methods used for reasoning over user profiles and interaction data to infer new information?,How is a user input processed by an interactive computer system?,0.3830
78,What are the methods used for reasoning over user profiles and interaction data to infer new information?,What does make up the user interface of an interactive computer system?,0.3824
79,"What are the different levels of user capacity considered in HCI ontologies, and how do they impact interface design?",What is a human–computer interaction?,0.3815
80,How can multimodal interactions be represented semantically in HCI ontologies?,How is a user input processed by an interactive computer system?,0.3815
81,What are the main challenges in implementing adaptive user interfaces for users with disabilities?,What is a human–computer interaction?,0.3810
82,How are user preferences and sensory abilities integrated into the adaptive interface design process?,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,0.3798
83,What are the main challenges in implementing adaptive user interfaces for users with disabilities?,"Considering the human–computer interaction, how can a user participation cause another user participation?",0.3796
84,How do adaptation components interact with a semantic layer to implement adaptations in interactive systems?,How can a user interact in human–computer interactions?,0.3781
85,What are the methods used for reasoning over user profiles and interaction data to infer new information?,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,0.3778
86,"What are the different levels of user capacity considered in HCI ontologies, and how do they impact interface design?",What is a complex interactive computer system?,0.3777
87,What are the main challenges in implementing adaptive user interfaces for users with disabilities?,What does make up a complex user participation?,0.3763
88,What are the benefits and limitations of ontology-based reasoning for personalizing user interfaces?,Why does a user intentionally interact with an interactive computer system?,0.3744
89,How do adaptation components interact with a semantic layer to implement adaptations in interactive systems?,Why does a user intentionally interact with an interactive computer system?,0.3728
90,What are the benefits and limitations of ontology-based reasoning for personalizing user interfaces?,"Considering intentionality, how can a user interact with an interactive computer system?",0.3722
91,How are user preferences and sensory abilities integrated into the adaptive interface design process?,What is a human–computer interaction?,0.3699
92,What are the methods used for reasoning over user profiles and interaction data to infer new information?,What does make up a complex user participation?,0.3664
93,How do ontologies facilitate the interoperability of user interfaces across different platforms?,Why does a user intentionally interact with an interactive computer system?,0.3664
94,How are different input and output modalities categorized and represented in HCI ontologies?,What is a complex interactive computer system?,0.3647
95,How are different input and output modalities categorized and represented in HCI ontologies?,How does a user receive an output from an interactive computer system?,0.3641
96,What are the main challenges in implementing adaptive user interfaces for users with disabilities?,Why does a user intentionally interact with an interactive computer system?,0.3623
97,What are the methods used for reasoning over user profiles and interaction data to infer new information?,"Considering the human–computer interaction, how can a user participation cause another user participation?",0.3621
98,How are user preferences and sensory abilities integrated into the adaptive interface design process?,What is an interactive software system?,0.3575
99,What are the main challenges in implementing adaptive user interfaces for users with disabilities?,What is an interactive computer system?,0.3567
100,What are the benefits and limitations of ontology-based reasoning for personalizing user interfaces?,What does make up a complex user participation?,0.3564
101,How do ontologies facilitate the interoperability of user interfaces across different platforms?,What is an interactive computer system?,0.3560
102,How can multimodal interactions be represented semantically in HCI ontologies?,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,0.3559
103,What are the benefits and limitations of ontology-based reasoning for personalizing user interfaces?,What is a human–computer interaction?,0.3554
104,What are the benefits and limitations of ontology-based reasoning for personalizing user interfaces?,"Considering the human–computer interaction, how can a user participation cause another user participation?",0.3552
