,genCQ,expertCQ,cos_score
0,What are the core concepts in the Human-Computer Interaction (HCI) domain?,What is a human–computer interaction?,0.7164
1,What are the main entities involved in user-system interaction in HCI?,What does make up the user interface of an interactive computer system?,0.7085
2,What are the main entities involved in user-system interaction in HCI?,How can a user interact in human–computer interactions?,0.6657
3,What are the main entities involved in user-system interaction in HCI?,What is a complex interactive computer system?,0.6537
4,What are the main entities involved in user-system interaction in HCI?,What is a human–computer interaction?,0.6510
5,What are the main entities involved in user-system interaction in HCI?,What is an interactive computer system?,0.6439
6,What are the core concepts in the Human-Computer Interaction (HCI) domain?,How can a user interact in human–computer interactions?,0.6333
7,What are the main entities involved in user-system interaction in HCI?,Why does a user intentionally interact with an interactive computer system?,0.6199
8,What are the core concepts in the Human-Computer Interaction (HCI) domain?,What is a complex interactive computer system?,0.6178
9,What are the main entities involved in user-system interaction in HCI?,What is an interactive software system?,0.6141
10,What are the core concepts in the Human-Computer Interaction (HCI) domain?,What does make up the user interface of an interactive computer system?,0.5859
11,What are the main entities involved in user-system interaction in HCI?,How is a user input processed by an interactive computer system?,0.5758
12,What are the different interaction components in HCI?,What does make up the user interface of an interactive computer system?,0.5754
13,What are the main entities involved in user-system interaction in HCI?,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,0.5734
14,What are the main entities involved in user-system interaction in HCI?,"Considering intentionality, how can a user interact with an interactive computer system?",0.5723
15,What are the different interaction components in HCI?,What is a complex interactive computer system?,0.5548
16,What are the different interaction components in HCI?,What is a human–computer interaction?,0.5516
17,What are the core concepts in the Human-Computer Interaction (HCI) domain?,What is an interactive computer system?,0.5421
18,What are the main entities involved in user-system interaction in HCI?,What does make up a complex user participation?,0.5375
19,What are the different interaction components in HCI?,How can a user interact in human–computer interactions?,0.5352
20,What are the main entities involved in user-system interaction in HCI?,How does a user receive an output from an interactive computer system?,0.5219
21,How are adaptive user interfaces defined and represented in ontologies?,What does make up the user interface of an interactive computer system?,0.5104
22,How are user characteristics such as sensory and motor abilities modeled in HCI ontologies?,What does make up the user interface of an interactive computer system?,0.5041
23,What are the different interaction components in HCI?,What is an interactive computer system?,0.5018
24,What are the main entities involved in user-system interaction in HCI?,"Considering the human–computer interaction, how can a user participation cause another user participation?",0.4941
25,How can multimodal interactions be represented in an ontology?,How can a user interact in human–computer interactions?,0.4911
26,How are user characteristics such as sensory and motor abilities modeled in HCI ontologies?,How can a user interact in human–computer interactions?,0.4904
27,What are the core concepts in the Human-Computer Interaction (HCI) domain?,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,0.4850
28,What are the core concepts in the Human-Computer Interaction (HCI) domain?,What does make up a complex user participation?,0.4840
29,What are the core concepts in the Human-Computer Interaction (HCI) domain?,What is an interactive software system?,0.4753
30,How are user characteristics such as sensory and motor abilities modeled in HCI ontologies?,What is a human–computer interaction?,0.4666
31,How are user characteristics such as sensory and motor abilities modeled in HCI ontologies?,What is a complex interactive computer system?,0.4635
32,What rules can be applied to adapt user interfaces based on user characteristics?,What does make up the user interface of an interactive computer system?,0.4627
33,What are the core concepts in the Human-Computer Interaction (HCI) domain?,Why does a user intentionally interact with an interactive computer system?,0.4602
34,What rules can be applied to adapt user interfaces based on user characteristics?,How can a user interact in human–computer interactions?,0.4601
35,What are the core concepts in the Human-Computer Interaction (HCI) domain?,"Considering intentionality, how can a user interact with an interactive computer system?",0.4553
36,What are the core concepts in the Human-Computer Interaction (HCI) domain?,How is a user input processed by an interactive computer system?,0.4534
37,What are the core concepts in the Human-Computer Interaction (HCI) domain?,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,0.4519
38,What are the different interaction components in HCI?,What is an interactive software system?,0.4455
39,What types of input modalities exist in HCI?,How is a user input processed by an interactive computer system?,0.4441
40,How are user characteristics such as sensory and motor abilities modeled in HCI ontologies?,What is an interactive computer system?,0.4367
41,How are user characteristics such as sensory and motor abilities modeled in HCI ontologies?,"Considering intentionality, how can a user interact with an interactive computer system?",0.4330
42,What are the different interaction components in HCI?,How is a user input processed by an interactive computer system?,0.4330
43,How can multimodal interactions be represented in an ontology?,What is a complex interactive computer system?,0.4315
44,What types of input modalities exist in HCI?,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,0.4315
45,What are the different interaction components in HCI?,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,0.4304
46,How are user characteristics such as sensory and motor abilities modeled in HCI ontologies?,How is a user input processed by an interactive computer system?,0.4238
47,How can multimodal interactions be represented in an ontology?,"Considering intentionality, how can a user interact with an interactive computer system?",0.4229
48,How are user characteristics such as sensory and motor abilities modeled in HCI ontologies?,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,0.4204
49,How can an ontology support reasoning for user interface adaptation in HCI?,What does make up the user interface of an interactive computer system?,0.4191
50,What are the main entities involved in user-system interaction in HCI?,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,0.4151
51,What are the core concepts in the Human-Computer Interaction (HCI) domain?,"Considering the human–computer interaction, how can a user participation cause another user participation?",0.4145
52,How can multimodal interactions be represented in an ontology?,What does make up the user interface of an interactive computer system?,0.4063
53,What types of input modalities exist in HCI?,What does make up the user interface of an interactive computer system?,0.4029
54,What are the different interaction components in HCI?,Why does a user intentionally interact with an interactive computer system?,0.4009
55,"What is the role of context in adaptive HCI systems, and how is it modeled?",What does make up the user interface of an interactive computer system?,0.4001
56,"What is the role of context in adaptive HCI systems, and how is it modeled?",What is a complex interactive computer system?,0.4000
57,How are adaptive user interfaces defined and represented in ontologies?,What is an interactive software system?,0.3974
58,How can multimodal interactions be represented in an ontology?,What is a human–computer interaction?,0.3969
59,How can an ontology support reasoning for user interface adaptation in HCI?,"Considering intentionality, how can a user interact with an interactive computer system?",0.3955
60,How are adaptive user interfaces defined and represented in ontologies?,What is an interactive computer system?,0.3952
61,How are adaptive user interfaces defined and represented in ontologies?,How can a user interact in human–computer interactions?,0.3952
62,How can an ontology support reasoning for user interface adaptation in HCI?,How can a user interact in human–computer interactions?,0.3942
63,How are user characteristics such as sensory and motor abilities modeled in HCI ontologies?,What is an interactive software system?,0.3923
64,How are user characteristics such as sensory and motor abilities modeled in HCI ontologies?,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,0.3921
65,How can multimodal interactions be represented in an ontology?,What is an interactive computer system?,0.3911
66,What rules can be applied to adapt user interfaces based on user characteristics?,"Considering intentionality, how can a user interact with an interactive computer system?",0.3889
67,What are the different interaction components in HCI?,"Considering intentionality, how can a user interact with an interactive computer system?",0.3850
68,How are user characteristics such as sensory and motor abilities modeled in HCI ontologies?,What does make up a complex user participation?,0.3837
69,"What is the role of context in adaptive HCI systems, and how is it modeled?",What is a human–computer interaction?,0.3820
70,What types of input modalities exist in HCI?,What is a complex interactive computer system?,0.3809
71,How are adaptive user interfaces defined and represented in ontologies?,What is a human–computer interaction?,0.3791
72,"What is the role of context in adaptive HCI systems, and how is it modeled?",How can a user interact in human–computer interactions?,0.3781
73,What are the different interaction components in HCI?,What does make up a complex user participation?,0.3777
74,What are the main entities involved in user-system interaction in HCI?,What is a User?,0.3773
75,How are adaptive user interfaces defined and represented in ontologies?,What is a complex interactive computer system?,0.3745
76,How can user profiles be represented in an HCI reference ontology?,What is a User?,0.3739
77,What rules can be applied to adapt user interfaces based on user characteristics?,"Considering the human–computer interaction, how can a user participation cause another user participation?",0.3714
78,How can multimodal interactions be represented in an ontology?,What is an interactive software system?,0.3702
79,How can multimodal interactions be represented in an ontology?,Why does a user intentionally interact with an interactive computer system?,0.3700
80,How are user characteristics such as sensory and motor abilities modeled in HCI ontologies?,Why does a user intentionally interact with an interactive computer system?,0.3688
81,What types of output modalities exist in HCI?,How does a user receive an output from an interactive computer system?,0.3681
82,How can an ontology support reasoning for user interface adaptation in HCI?,What is an interactive software system?,0.3670
83,How are adaptive user interfaces defined and represented in ontologies?,"Considering intentionality, how can a user interact with an interactive computer system?",0.3662
84,"What is the role of context in adaptive HCI systems, and how is it modeled?",What is an interactive computer system?,0.3656
85,What are the core concepts in the Human-Computer Interaction (HCI) domain?,How does a user receive an output from an interactive computer system?,0.3646
86,"What is the role of context in adaptive HCI systems, and how is it modeled?",How is a user input processed by an interactive computer system?,0.3640
87,How can multimodal interactions be represented in an ontology?,How is a user input processed by an interactive computer system?,0.3622
88,What rules can be applied to adapt user interfaces based on user characteristics?,What is a User?,0.3619
89,"What is the role of context in adaptive HCI systems, and how is it modeled?",How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,0.3599
90,What are the competency levels of user abilities that need to be considered in HCI ontologies?,What is a human–computer interaction?,0.3584
91,What types of input modalities exist in HCI?,What is an interactive computer system?,0.3543
92,What are the competency levels of user abilities that need to be considered in HCI ontologies?,What does make up the user interface of an interactive computer system?,0.3536
