,genCQ,expertCQ,cos_score
0,What are the essential elements involved in human-computer interaction?,What is a human–computer interaction?,0.7462
1,How can user characteristics impact the design of an interactive system?,What does make up the user interface of an interactive computer system?,0.7342
2,What are the essential elements involved in human-computer interaction?,How can a user interact in human–computer interactions?,0.7022
3,What types of input modalities can be utilized in an interactive system?,How is a user input processed by an interactive computer system?,0.6959
4,What types of input modalities can be utilized in an interactive system?,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,0.6713
5,How can user characteristics impact the design of an interactive system?,Why does a user intentionally interact with an interactive computer system?,0.6700
6,What are the essential elements involved in human-computer interaction?,What does make up the user interface of an interactive computer system?,0.6660
7,What types of devices are considered input and output mediums in interactive systems?,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,0.6611
8,What types of input modalities can be utilized in an interactive system?,What does make up the user interface of an interactive computer system?,0.6506
9,What types of devices are considered input and output mediums in interactive systems?,What is an interactive computer system?,0.6478
10,How can user characteristics impact the design of an interactive system?,What is an interactive computer system?,0.6410
11,What types of input modalities can be utilized in an interactive system?,What is an interactive computer system?,0.6405
12,What types of output modalities can be utilized in an interactive system?,How does a user receive an output from an interactive computer system?,0.6405
13,How can user characteristics impact the design of an interactive system?,"Considering intentionality, how can a user interact with an interactive computer system?",0.6356
14,What types of devices are considered input and output mediums in interactive systems?,What does make up the user interface of an interactive computer system?,0.6347
15,What types of devices are considered input and output mediums in interactive systems?,How is a user input processed by an interactive computer system?,0.6291
16,What types of output modalities can be utilized in an interactive system?,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,0.6270
17,What are the essential elements involved in human-computer interaction?,What is a complex interactive computer system?,0.6258
18,What are the core concepts within the domain of human-computer interaction that should be included in an ontology?,What is a human–computer interaction?,0.6170
19,What types of devices are considered input and output mediums in interactive systems?,How does a user receive an output from an interactive computer system?,0.6146
20,How can user characteristics impact the design of an interactive system?,What is an interactive software system?,0.6118
21,How does physical or cognitive impairment affect user interaction with a computer system?,What does make up the user interface of an interactive computer system?,0.6082
22,What types of output modalities can be utilized in an interactive system?,What does make up the user interface of an interactive computer system?,0.6044
23,How does physical or cognitive impairment affect user interaction with a computer system?,How can a user interact in human–computer interactions?,0.5991
24,What types of devices are considered input and output mediums in interactive systems?,What is a complex interactive computer system?,0.5959
25,What types of output modalities can be utilized in an interactive system?,What is an interactive computer system?,0.5922
26,What are the essential elements involved in human-computer interaction?,What is an interactive computer system?,0.5922
27,What types of input modalities can be utilized in an interactive system?,What is a complex interactive computer system?,0.5883
28,How can user characteristics impact the design of an interactive system?,How can a user interact in human–computer interactions?,0.5859
29,What types of input modalities can be utilized in an interactive system?,What is an interactive software system?,0.5783
30,How can user characteristics impact the design of an interactive system?,What is a complex interactive computer system?,0.5722
31,What are the core concepts within the domain of human-computer interaction that should be included in an ontology?,How can a user interact in human–computer interactions?,0.5711
32,How can user characteristics impact the design of an interactive system?,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,0.5706
33,How can user characteristics impact the design of an interactive system?,How is a user input processed by an interactive computer system?,0.5699
34,What types of output modalities can be utilized in an interactive system?,How is a user input processed by an interactive computer system?,0.5635
35,How does physical or cognitive impairment affect user interaction with a computer system?,What is a human–computer interaction?,0.5634
36,What types of devices are considered input and output mediums in interactive systems?,What is an interactive software system?,0.5617
37,What role do ontologies play in modeling human-computer interaction?,How can a user interact in human–computer interactions?,0.5607
38,How does physical or cognitive impairment affect user interaction with a computer system?,What is an interactive computer system?,0.5604
39,What role do ontologies play in modeling human-computer interaction?,What is a human–computer interaction?,0.5587
40,What types of output modalities can be utilized in an interactive system?,What is a complex interactive computer system?,0.5583
41,What types of input modalities can be utilized in an interactive system?,How does a user receive an output from an interactive computer system?,0.5432
42,What types of output modalities can be utilized in an interactive system?,What is an interactive software system?,0.5376
43,How does physical or cognitive impairment affect user interaction with a computer system?,Why does a user intentionally interact with an interactive computer system?,0.5358
44,What are the essential elements involved in human-computer interaction?,"Considering intentionality, how can a user interact with an interactive computer system?",0.5357
45,How does physical or cognitive impairment affect user interaction with a computer system?,"Considering intentionality, how can a user interact with an interactive computer system?",0.5353
46,How does physical or cognitive impairment affect user interaction with a computer system?,What is a complex interactive computer system?,0.5352
47,What types of input modalities can be utilized in an interactive system?,"Considering intentionality, how can a user interact with an interactive computer system?",0.5334
48,What are the essential elements involved in human-computer interaction?,Why does a user intentionally interact with an interactive computer system?,0.5273
49,What are the core concepts within the domain of human-computer interaction that should be included in an ontology?,What is a complex interactive computer system?,0.5225
50,How can user characteristics impact the design of an interactive system?,"Considering the human–computer interaction, how can a user participation cause another user participation?",0.5181
51,How can user characteristics impact the design of an interactive system?,How does a user receive an output from an interactive computer system?,0.5175
52,How can semantic reasoning enhance the personalization of user interfaces in HCI applications?,How can a user interact in human–computer interactions?,0.5172
53,What role do ontologies play in modeling human-computer interaction?,What does make up the user interface of an interactive computer system?,0.5139
54,What role do ontologies play in modeling human-computer interaction?,What is a complex interactive computer system?,0.5137
55,How does physical or cognitive impairment affect user interaction with a computer system?,How is a user input processed by an interactive computer system?,0.5129
56,How does physical or cognitive impairment affect user interaction with a computer system?,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,0.5119
57,What are the core concepts within the domain of human-computer interaction that should be included in an ontology?,What does make up the user interface of an interactive computer system?,0.5107
58,How can user characteristics impact the design of an interactive system?,What does make up a complex user participation?,0.5091
59,What types of input modalities can be utilized in an interactive system?,Why does a user intentionally interact with an interactive computer system?,0.5053
60,What role do ontologies play in modeling human-computer interaction?,What is an interactive computer system?,0.5004
61,What are the essential elements involved in human-computer interaction?,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,0.4974
62,What are the essential elements involved in human-computer interaction?,What is an interactive software system?,0.4971
63,What are the core concepts within the domain of human-computer interaction that should be included in an ontology?,What is an interactive computer system?,0.4953
64,What methods can be used to infer new information from an ontology in human-computer interaction?,How can a user interact in human–computer interactions?,0.4945
65,What types of input modalities can be utilized in an interactive system?,How can a user interact in human–computer interactions?,0.4910
66,How can user characteristics impact the design of an interactive system?,What is a human–computer interaction?,0.4889
67,What are the essential elements involved in human-computer interaction?,What does make up a complex user participation?,0.4881
68,What are the essential elements involved in human-computer interaction?,How is a user input processed by an interactive computer system?,0.4853
69,What role do ontologies play in modeling human-computer interaction?,What is an interactive software system?,0.4817
70,What types of devices are considered input and output mediums in interactive systems?,What is a human–computer interaction?,0.4760
71,What types of devices are considered input and output mediums in interactive systems?,Why does a user intentionally interact with an interactive computer system?,0.4747
72,How can semantic reasoning enhance the personalization of user interfaces in HCI applications?,What does make up the user interface of an interactive computer system?,0.4744
73,What are the essential elements involved in human-computer interaction?,"Considering the human–computer interaction, how can a user participation cause another user participation?",0.4683
74,What types of devices are considered input and output mediums in interactive systems?,How can a user interact in human–computer interactions?,0.4677
75,How can ontology-based modeling improve the adaptability of user interfaces?,What does make up the user interface of an interactive computer system?,0.4616
76,What are the essential elements involved in human-computer interaction?,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,0.4603
77,How can user characteristics impact the design of an interactive system?,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,0.4593
78,What types of devices are considered input and output mediums in interactive systems?,"Considering intentionality, how can a user interact with an interactive computer system?",0.4580
79,How can semantic reasoning enhance the personalization of user interfaces in HCI applications?,What is a human–computer interaction?,0.4553
80,What are the core concepts within the domain of human-computer interaction that should be included in an ontology?,"Considering intentionality, how can a user interact with an interactive computer system?",0.4494
81,How does physical or cognitive impairment affect user interaction with a computer system?,How does a user receive an output from an interactive computer system?,0.4486
82,What methods can be used to infer new information from an ontology in human-computer interaction?,"Considering intentionality, how can a user interact with an interactive computer system?",0.4475
83,What role do ontologies play in modeling human-computer interaction?,"Considering intentionality, how can a user interact with an interactive computer system?",0.4474
84,What types of output modalities can be utilized in an interactive system?,"Considering intentionality, how can a user interact with an interactive computer system?",0.4452
85,How does physical or cognitive impairment affect user interaction with a computer system?,"Considering the human–computer interaction, how can a user participation cause another user participation?",0.4421
86,How does physical or cognitive impairment affect user interaction with a computer system?,What is an interactive software system?,0.4408
87,What types of input modalities can be utilized in an interactive system?,What is a human–computer interaction?,0.4356
88,How can ontology-based modeling improve the adaptability of user interfaces?,How can a user interact in human–computer interactions?,0.4332
89,What role do ontologies play in modeling human-computer interaction?,How is a user input processed by an interactive computer system?,0.4306
90,What role do ontologies play in modeling human-computer interaction?,Why does a user intentionally interact with an interactive computer system?,0.4301
91,How can the cognitive and sensory capacities of users be represented in an ontology?,How can a user interact in human–computer interactions?,0.4300
92,How can user characteristics impact the design of an interactive system?,What is a User?,0.4275
93,What types of output modalities can be utilized in an interactive system?,Why does a user intentionally interact with an interactive computer system?,0.4260
94,How can semantic reasoning enhance the personalization of user interfaces in HCI applications?,"Considering intentionality, how can a user interact with an interactive computer system?",0.4256
95,What are the core concepts within the domain of human-computer interaction that should be included in an ontology?,What is an interactive software system?,0.4253
96,How can semantic reasoning enhance the personalization of user interfaces in HCI applications?,Why does a user intentionally interact with an interactive computer system?,0.4233
97,How can the cognitive and sensory capacities of users be represented in an ontology?,What does make up the user interface of an interactive computer system?,0.4171
98,How does physical or cognitive impairment affect user interaction with a computer system?,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,0.4163
99,How can semantic reasoning enhance the personalization of user interfaces in HCI applications?,"Considering the human–computer interaction, how can a user participation cause another user participation?",0.4140
100,How can the cognitive and sensory capacities of users be represented in an ontology?,What does make up a complex user participation?,0.4107
101,What role do ontologies play in modeling human-computer interaction?,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,0.4066
102,How can interaction modes be categorized within an ontology?,What is a complex interactive computer system?,0.4038
103,What are the core concepts within the domain of human-computer interaction that should be included in an ontology?,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,0.4032
104,How does physical or cognitive impairment affect user interaction with a computer system?,What does make up a complex user participation?,0.4015
105,What methods can be used to infer new information from an ontology in human-computer interaction?,What is a human–computer interaction?,0.4003
106,What are the core concepts within the domain of human-computer interaction that should be included in an ontology?,Why does a user intentionally interact with an interactive computer system?,0.4003
107,What role do ontologies play in modeling human-computer interaction?,What does make up a complex user participation?,0.3927
108,What is the relationship between interaction modes and interaction modalities in an ontology?,What does make up the user interface of an interactive computer system?,0.3916
109,What role do ontologies play in modeling human-computer interaction?,"Considering the human–computer interaction, how can a user participation cause another user participation?",0.3891
110,How can the cognitive and sensory capacities of users be represented in an ontology?,What is a User?,0.3887
111,How can the cognitive and sensory capacities of users be represented in an ontology?,"Considering intentionality, how can a user interact with an interactive computer system?",0.3859
112,What methods can be used to infer new information from an ontology in human-computer interaction?,What is a complex interactive computer system?,0.3848
113,What are the core concepts within the domain of human-computer interaction that should be included in an ontology?,How is a user input processed by an interactive computer system?,0.3848
114,What methods can be used to infer new information from an ontology in human-computer interaction?,What does make up the user interface of an interactive computer system?,0.3844
115,How can ontology-based modeling improve the adaptability of user interfaces?,"Considering intentionality, how can a user interact with an interactive computer system?",0.3843
116,How can interaction modes be categorized within an ontology?,What does make up the user interface of an interactive computer system?,0.3832
117,What is the relationship between interaction modes and interaction modalities in an ontology?,What is a complex interactive computer system?,0.3808
118,What methods can be used to infer new information from an ontology in human-computer interaction?,What is an interactive computer system?,0.3791
119,What methods can be used to infer new information from an ontology in human-computer interaction?,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,0.3769
120,What are the core concepts within the domain of human-computer interaction that should be included in an ontology?,What does make up a complex user participation?,0.3753
121,What are the core concepts within the domain of human-computer interaction that should be included in an ontology?,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,0.3725
122,How can the cognitive and sensory capacities of users be represented in an ontology?,What is a complex interactive computer system?,0.3721
123,What types of output modalities can be utilized in an interactive system?,How can a user interact in human–computer interactions?,0.3697
124,How can semantic reasoning enhance the personalization of user interfaces in HCI applications?,How is a user input processed by an interactive computer system?,0.3675
125,How can adaptive interfaces be designed using ontology-based reasoning?,What does make up the user interface of an interactive computer system?,0.3669
126,How can semantic reasoning enhance the personalization of user interfaces in HCI applications?,What is an interactive software system?,0.3668
127,What types of output modalities can be utilized in an interactive system?,What is a human–computer interaction?,0.3659
128,What are the core concepts within the domain of human-computer interaction that should be included in an ontology?,"Considering the human–computer interaction, how can a user participation cause another user participation?",0.3658
129,How can semantic reasoning enhance the personalization of user interfaces in HCI applications?,What is a complex interactive computer system?,0.3638
130,How can semantic reasoning enhance the personalization of user interfaces in HCI applications?,What is an interactive computer system?,0.3630
131,How can ontology-based modeling improve the adaptability of user interfaces?,What is an interactive software system?,0.3629
132,How can semantic reasoning enhance the personalization of user interfaces in HCI applications?,What does make up a complex user participation?,0.3622
133,How can the cognitive and sensory capacities of users be represented in an ontology?,What is an interactive computer system?,0.3621
134,How can the cognitive and sensory capacities of users be represented in an ontology?,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,0.3597
135,How can the cognitive and sensory capacities of users be represented in an ontology?,"Considering the human–computer interaction, how can a user participation cause another user participation?",0.3597
136,What are the essential elements involved in human-computer interaction?,How does a user receive an output from an interactive computer system?,0.3591
137,What role do ontologies play in modeling human-computer interaction?,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,0.3588
138,What methods can be used to infer new information from an ontology in human-computer interaction?,What is an interactive software system?,0.3588
139,What is the relationship between interaction modes and interaction modalities in an ontology?,How can a user interact in human–computer interactions?,0.3573
140,What methods can be used to infer new information from an ontology in human-computer interaction?,How is a user input processed by an interactive computer system?,0.3554
141,How can ontology-based modeling improve the adaptability of user interfaces?,What is a human–computer interaction?,0.3553
142,How can ontology-based modeling improve the adaptability of user interfaces?,What is an interactive computer system?,0.3548
143,How can semantic reasoning enhance the personalization of user interfaces in HCI applications?,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,0.3516
144,How can interaction modes be categorized within an ontology?,How can a user interact in human–computer interactions?,0.3516
145,How can ontology-based modeling improve the adaptability of user interfaces?,What is a complex interactive computer system?,0.3503
146,How can interaction modes be categorized within an ontology?,What is a human–computer interaction?,0.3483
147,How can adaptive interfaces be designed using ontology-based reasoning?,What is a complex interactive computer system?,0.3465
148,How can interaction modes be categorized within an ontology?,What is an interactive computer system?,0.3452
149,What is the relationship between interaction modes and interaction modalities in an ontology?,What is a human–computer interaction?,0.3445
150,What types of output modalities can be utilized in an interactive system?,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,0.3436
151,How can interaction modes be categorized within an ontology?,What is an interactive software system?,0.3419
152,How can the cognitive and sensory capacities of users be represented in an ontology?,What is a human–computer interaction?,0.3406
153,How can the cognitive and sensory capacities of users be represented in an ontology?,How is a user input processed by an interactive computer system?,0.3404
154,What methods can be used to infer new information from an ontology in human-computer interaction?,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,0.3391
155,What is the relationship between interaction modes and interaction modalities in an ontology?,What is an interactive computer system?,0.3384
156,What methods can be used to infer new information from an ontology in human-computer interaction?,"Considering the human–computer interaction, how can a user participation cause another user participation?",0.3375
157,How can ontology-based modeling improve the adaptability of user interfaces?,Why does a user intentionally interact with an interactive computer system?,0.3353
158,How can adaptive interfaces be designed using ontology-based reasoning?,What is an interactive software system?,0.3351
159,What methods can be used to infer new information from an ontology in human-computer interaction?,Why does a user intentionally interact with an interactive computer system?,0.3332
160,How can interaction modes be categorized within an ontology?,What does make up a complex user participation?,0.3323
161,How can adaptive interfaces be designed using ontology-based reasoning?,What is an interactive computer system?,0.3276
162,How can semantic reasoning enhance the personalization of user interfaces in HCI applications?,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,0.3276
163,How can the cognitive and sensory capacities of users be represented in an ontology?,How does a user receive an output from an interactive computer system?,0.3266
164,What is the relationship between interaction modes and interaction modalities in an ontology?,"Considering intentionality, how can a user interact with an interactive computer system?",0.3255
165,How can the cognitive and sensory capacities of users be represented in an ontology?,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,0.3246
166,What methods can be used to infer new information from an ontology in human-computer interaction?,How does a user receive an output from an interactive computer system?,0.3237
167,How can interaction modes be categorized within an ontology?,"Considering intentionality, how can a user interact with an interactive computer system?",0.3223
168,How can adaptive interfaces be designed using ontology-based reasoning?,"Considering intentionality, how can a user interact with an interactive computer system?",0.3211
169,How can the cognitive and sensory capacities of users be represented in an ontology?,Why does a user intentionally interact with an interactive computer system?,0.3196
170,What is the relationship between interaction modes and interaction modalities in an ontology?,What does make up a complex user participation?,0.3192
171,How can ontology-based modeling improve the adaptability of user interfaces?,"Considering the human–computer interaction, how can a user participation cause another user participation?",0.3186
172,What role do ontologies play in modeling human-computer interaction?,How does a user receive an output from an interactive computer system?,0.3176
173,What types of devices are considered input and output mediums in interactive systems?,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,0.3171
174,What is the relationship between interaction modes and interaction modalities in an ontology?,What is an interactive software system?,0.3152
175,How can the cognitive and sensory capacities of users be represented in an ontology?,What is an interactive software system?,0.3136
176,How does physical or cognitive impairment affect user interaction with a computer system?,What is a User?,0.3058
177,What are the core concepts within the domain of human-computer interaction that should be included in an ontology?,How does a user receive an output from an interactive computer system?,0.3053
178,How can ontology-based modeling improve the adaptability of user interfaces?,How is a user input processed by an interactive computer system?,0.3049
179,What is the relationship between interaction modes and interaction modalities in an ontology?,Why does a user intentionally interact with an interactive computer system?,0.2998
180,How can ontology-based modeling improve the adaptability of user interfaces?,What does make up a complex user participation?,0.2964
181,How can interaction modes be categorized within an ontology?,Why does a user intentionally interact with an interactive computer system?,0.2875
182,What methods can be used to infer new information from an ontology in human-computer interaction?,What does make up a complex user participation?,0.2866
183,What types of input modalities can be utilized in an interactive system?,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,0.2856
184,What types of input modalities can be utilized in an interactive system?,What does make up a complex user participation?,0.2855
185,How can ontology-based modeling improve the adaptability of user interfaces?,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,0.2848
186,How can adaptive interfaces be designed using ontology-based reasoning?,How can a user interact in human–computer interactions?,0.2847
187,How can adaptive interfaces be designed using ontology-based reasoning?,How is a user input processed by an interactive computer system?,0.2719
188,How can adaptive interfaces be designed using ontology-based reasoning?,What is a human–computer interaction?,0.2687
189,What types of input modalities can be utilized in an interactive system?,"Considering the human–computer interaction, how can a user participation cause another user participation?",0.2677
190,How can adaptive interfaces be designed using ontology-based reasoning?,Why does a user intentionally interact with an interactive computer system?,0.2655
191,What is the relationship between interaction modes and interaction modalities in an ontology?,"Considering the human–computer interaction, how can a user participation cause another user participation?",0.2647
192,What types of output modalities can be utilized in an interactive system?,What does make up a complex user participation?,0.2625
193,How can semantic reasoning enhance the personalization of user interfaces in HCI applications?,How does a user receive an output from an interactive computer system?,0.2610
194,What role do ontologies play in modeling human-computer interaction?,What is a User?,0.2551
195,What types of devices are considered input and output mediums in interactive systems?,What does make up a complex user participation?,0.2549
196,What are the core concepts within the domain of human-computer interaction that should be included in an ontology?,What is a User?,0.2490
197,How can ontology-based modeling improve the adaptability of user interfaces?,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,0.2480
198,How can adaptive interfaces be designed using ontology-based reasoning?,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,0.2477
199,What types of devices are considered input and output mediums in interactive systems?,"Considering the human–computer interaction, how can a user participation cause another user participation?",0.2407
200,How can semantic reasoning enhance the personalization of user interfaces in HCI applications?,What is a User?,0.2399
201,What is the relationship between interaction modes and interaction modalities in an ontology?,How is a user input processed by an interactive computer system?,0.2362
202,What are the essential elements involved in human-computer interaction?,What is a User?,0.2328
203,What is the relationship between interaction modes and interaction modalities in an ontology?,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,0.2327
204,How can ontology-based modeling improve the adaptability of user interfaces?,How does a user receive an output from an interactive computer system?,0.2294
205,How can adaptive interfaces be designed using ontology-based reasoning?,How does a user receive an output from an interactive computer system?,0.2255
206,How can interaction modes be categorized within an ontology?,"Considering the human–computer interaction, how can a user participation cause another user participation?",0.2198
207,How can ontology-based modeling improve the adaptability of user interfaces?,What is a User?,0.2198
208,How can interaction modes be categorized within an ontology?,How is a user input processed by an interactive computer system?,0.2159
209,How can adaptive interfaces be designed using ontology-based reasoning?,What does make up a complex user participation?,0.2100
210,How can interaction modes be categorized within an ontology?,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,0.2064
211,What types of devices are considered input and output mediums in interactive systems?,What is a User?,0.1999
212,How can interaction modes be categorized within an ontology?,How does a user receive an output from an interactive computer system?,0.1910
213,What types of output modalities can be utilized in an interactive system?,"Considering the human–computer interaction, how can a user participation cause another user participation?",0.1909
214,How can adaptive interfaces be designed using ontology-based reasoning?,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,0.1883
215,What is the relationship between interaction modes and interaction modalities in an ontology?,How does a user receive an output from an interactive computer system?,0.1865
216,What methods can be used to infer new information from an ontology in human-computer interaction?,What is a User?,0.1819
217,How can adaptive interfaces be designed using ontology-based reasoning?,"Considering the human–computer interaction, how can a user participation cause another user participation?",0.1810
218,What is the relationship between interaction modes and interaction modalities in an ontology?,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,0.1777
219,How can interaction modes be categorized within an ontology?,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,0.1673
220,What types of output modalities can be utilized in an interactive system?,What is a User?,0.1661
221,What types of input modalities can be utilized in an interactive system?,What is a User?,0.1556
222,How can interaction modes be categorized within an ontology?,What is a User?,0.1225
223,What is the relationship between interaction modes and interaction modalities in an ontology?,What is a User?,0.1010
224,How can adaptive interfaces be designed using ontology-based reasoning?,What is a User?,0.0718
