,genCQ,expertCQ,cos_score
0,What are the main components of an interactive system in HCI?,What does make up the user interface of an interactive computer system?,0.7872
1,What are the main components of an interactive system in HCI?,What is an interactive computer system?,0.7693
2,What are the main components of an interactive system in HCI?,What is a complex interactive computer system?,0.7640
3,What are the main components of an interactive system in HCI?,What is an interactive software system?,0.7171
4,What are the primary modalities used in Human-Computer Interaction (HCI)?,What is a human–computer interaction?,0.6871
5,What are the main components of an interactive system in HCI?,How is a user input processed by an interactive computer system?,0.6451
6,What are the main components of an interactive system in HCI?,What is a human–computer interaction?,0.6415
7,What are the primary modalities used in Human-Computer Interaction (HCI)?,How can a user interact in human–computer interactions?,0.6330
8,What are the main components of an interactive system in HCI?,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,0.6245
9,What are the differences between input and output interaction components in an HCI system?,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,0.6215
10,What are the primary modalities used in Human-Computer Interaction (HCI)?,What does make up the user interface of an interactive computer system?,0.6146
11,What are the main components of an interactive system in HCI?,Why does a user intentionally interact with an interactive computer system?,0.6060
12,What are the main components of an interactive system in HCI?,How can a user interact in human–computer interactions?,0.5961
13,What are the main components of an interactive system in HCI?,"Considering intentionality, how can a user interact with an interactive computer system?",0.5926
14,What are the primary modalities used in Human-Computer Interaction (HCI)?,What is a complex interactive computer system?,0.5920
15,What are the differences between input and output interaction components in an HCI system?,How is a user input processed by an interactive computer system?,0.5695
16,What are the main components of an interactive system in HCI?,How does a user receive an output from an interactive computer system?,0.5650
17,What are the primary modalities used in Human-Computer Interaction (HCI)?,What is an interactive computer system?,0.5527
18,What are the differences between input and output interaction components in an HCI system?,How does a user receive an output from an interactive computer system?,0.5335
19,What are the differences between input and output interaction components in an HCI system?,What does make up the user interface of an interactive computer system?,0.5295
20,How does an ontology-based approach facilitate adaptive user interfaces in HCI?,What does make up the user interface of an interactive computer system?,0.5179
21,What are the differences between input and output interaction components in an HCI system?,What is a complex interactive computer system?,0.4880
22,What are the differences between input and output interaction components in an HCI system?,What is an interactive computer system?,0.4865
23,How does an ontology-based approach facilitate adaptive user interfaces in HCI?,How can a user interact in human–computer interactions?,0.4851
24,What types of disabilities must be considered when designing adaptive user interfaces?,What does make up the user interface of an interactive computer system?,0.4758
25,What are the primary modalities used in Human-Computer Interaction (HCI)?,Why does a user intentionally interact with an interactive computer system?,0.4720
26,What are the primary modalities used in Human-Computer Interaction (HCI)?,What is an interactive software system?,0.4667
27,What are the main components of an interactive system in HCI?,What does make up a complex user participation?,0.4651
28,What are the differences between input and output interaction components in an HCI system?,What is a human–computer interaction?,0.4636
29,What are the primary modalities used in Human-Computer Interaction (HCI)?,"Considering intentionality, how can a user interact with an interactive computer system?",0.4588
30,How does an ontology-based approach facilitate adaptive user interfaces in HCI?,What is a human–computer interaction?,0.4558
31,What are the primary modalities used in Human-Computer Interaction (HCI)?,How is a user input processed by an interactive computer system?,0.4553
32,How does an ontology-based approach facilitate adaptive user interfaces in HCI?,"Considering intentionality, how can a user interact with an interactive computer system?",0.4529
33,What are the primary modalities used in Human-Computer Interaction (HCI)?,What does make up a complex user participation?,0.4527
34,What are the benefits of using a multimodal approach in HCI?,What is a complex interactive computer system?,0.4448
35,How does an ontology-based approach facilitate adaptive user interfaces in HCI?,What is a complex interactive computer system?,0.4430
36,What are the key factors involved in adapting an interface for users with visual impairments?,What does make up the user interface of an interactive computer system?,0.4430
37,What are the primary modalities used in Human-Computer Interaction (HCI)?,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,0.4396
38,What are the benefits of using a multimodal approach in HCI?,What is a human–computer interaction?,0.4380
39,What types of disabilities must be considered when designing adaptive user interfaces?,How can a user interact in human–computer interactions?,0.4362
40,How are input modalities defined in the context of HCI?,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,0.4358
41,How does an ontology-based approach facilitate adaptive user interfaces in HCI?,What is an interactive computer system?,0.4340
