,genCQ,expertCQ,cos_score
0,What are the input and output interaction components in an adaptive user interface system?,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,0.6561
1,What are the input and output interaction components in an adaptive user interface system?,What does make up the user interface of an interactive computer system?,0.6497
2,How are multimodal interfaces designed to accommodate different types of user interactions?,How can a user interact in human–computer interactions?,0.6302
3,What are the input and output interaction components in an adaptive user interface system?,How is a user input processed by an interactive computer system?,0.6213
4,What types of input modalities can be used by different user profiles in the Human-Computer Interaction system?,How is a user input processed by an interactive computer system?,0.5951
5,What types of input modalities can be used by different user profiles in the Human-Computer Interaction system?,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,0.5937
6,How are multimodal interfaces designed to accommodate different types of user interactions?,What does make up the user interface of an interactive computer system?,0.5919
7,What types of input modalities can be used by different user profiles in the Human-Computer Interaction system?,What does make up the user interface of an interactive computer system?,0.5725
8,What types of input modalities can be used by different user profiles in the Human-Computer Interaction system?,How can a user interact in human–computer interactions?,0.5537
9,What are the input and output interaction components in an adaptive user interface system?,What is an interactive computer system?,0.5514
10,How are multimodal interfaces designed to accommodate different types of user interactions?,Why does a user intentionally interact with an interactive computer system?,0.5439
11,How does the interaction ontology support the generation of adaptive user interfaces?,What does make up the user interface of an interactive computer system?,0.5397
12,What are the input and output interaction components in an adaptive user interface system?,How does a user receive an output from an interactive computer system?,0.5389
13,What relationships exist between user profiles and interaction modalities in the system?,What does make up the user interface of an interactive computer system?,0.5378
14,How are multimodal interfaces designed to accommodate different types of user interactions?,"Considering intentionality, how can a user interact with an interactive computer system?",0.5290
15,What are the input and output interaction components in an adaptive user interface system?,What is a complex interactive computer system?,0.5200
16,How are multimodal interfaces designed to accommodate different types of user interactions?,What is a human–computer interaction?,0.5088
17,How are multimodal interfaces designed to accommodate different types of user interactions?,What is a complex interactive computer system?,0.4982
18,How do different physical and sensory capabilities of users affect interaction modality choices?,How can a user interact in human–computer interactions?,0.4964
19,What are the input and output interaction components in an adaptive user interface system?,How can a user interact in human–computer interactions?,0.4945
20,What are the input and output interaction components in an adaptive user interface system?,What is an interactive software system?,0.4890
21,How are multimodal interfaces designed to accommodate different types of user interactions?,What is an interactive computer system?,0.4856
22,What types of input modalities can be used by different user profiles in the Human-Computer Interaction system?,What is an interactive computer system?,0.4823
23,How does the interaction ontology support the generation of adaptive user interfaces?,How can a user interact in human–computer interactions?,0.4792
24,How are multimodal interfaces designed to accommodate different types of user interactions?,How is a user input processed by an interactive computer system?,0.4729
25,What relationships exist between user profiles and interaction modalities in the system?,How can a user interact in human–computer interactions?,0.4708
26,What are the input and output interaction components in an adaptive user interface system?,What is a human–computer interaction?,0.4702
27,What types of input modalities can be used by different user profiles in the Human-Computer Interaction system?,"Considering intentionality, how can a user interact with an interactive computer system?",0.4629
28,What types of input modalities can be used by different user profiles in the Human-Computer Interaction system?,Why does a user intentionally interact with an interactive computer system?,0.4565
29,How are multimodal interfaces designed to accommodate different types of user interactions?,What is an interactive software system?,0.4562
30,What types of input modalities can be used by different user profiles in the Human-Computer Interaction system?,What is a human–computer interaction?,0.4557
31,How do different physical and sensory capabilities of users affect interaction modality choices?,What does make up the user interface of an interactive computer system?,0.4520
32,How does the interaction ontology support the generation of adaptive user interfaces?,What is an interactive computer system?,0.4518
33,How does the interaction ontology support the generation of adaptive user interfaces?,What is an interactive software system?,0.4488
34,How is the Web Ontology Language (OWL) utilized in defining interaction components in the ontology?,What does make up the user interface of an interactive computer system?,0.4483
35,How does the interaction ontology support the generation of adaptive user interfaces?,What is a complex interactive computer system?,0.4483
36,How are multimodal interfaces designed to accommodate different types of user interactions?,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,0.4474
37,What relationships exist between user profiles and interaction modalities in the system?,Why does a user intentionally interact with an interactive computer system?,0.4471
38,What types of input modalities can be used by different user profiles in the Human-Computer Interaction system?,What is a complex interactive computer system?,0.4426
39,What are the input and output interaction components in an adaptive user interface system?,Why does a user intentionally interact with an interactive computer system?,0.4413
40,How does the interaction ontology support the generation of adaptive user interfaces?,"Considering intentionality, how can a user interact with an interactive computer system?",0.4400
41,What types of input modalities can be used by different user profiles in the Human-Computer Interaction system?,How does a user receive an output from an interactive computer system?,0.4396
42,How does the interaction ontology support the generation of adaptive user interfaces?,What is a human–computer interaction?,0.4393
43,What relationships exist between user profiles and interaction modalities in the system?,What does make up a complex user participation?,0.4367
44,How are multimodal interfaces designed to accommodate different types of user interactions?,"Considering the human–computer interaction, how can a user participation cause another user participation?",0.4361
45,How is the Web Ontology Language (OWL) utilized in defining interaction components in the ontology?,What is a complex interactive computer system?,0.4345
46,What are the input and output interaction components in an adaptive user interface system?,"Considering intentionality, how can a user interact with an interactive computer system?",0.4301
47,How is the Web Ontology Language (OWL) utilized in defining interaction components in the ontology?,What is an interactive computer system?,0.4279
48,What is the process for constructing an interaction ontology using methodologies like Methontology?,What is a complex interactive computer system?,0.4251
49,What relationships exist between user profiles and interaction modalities in the system?,"Considering intentionality, how can a user interact with an interactive computer system?",0.4248
50,What relationships exist between user profiles and interaction modalities in the system?,What is an interactive computer system?,0.4243
51,How do different physical and sensory capabilities of users affect interaction modality choices?,"Considering the human–computer interaction, how can a user participation cause another user participation?",0.4215
52,How does the interaction ontology support the generation of adaptive user interfaces?,Why does a user intentionally interact with an interactive computer system?,0.4212
53,What relationships exist between user profiles and interaction modalities in the system?,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,0.4207
54,How are multimodal interfaces designed to accommodate different types of user interactions?,What does make up a complex user participation?,0.4204
55,What relationships exist between user profiles and interaction modalities in the system?,What is a User?,0.4192
56,What relationships exist between user profiles and interaction modalities in the system?,"Considering the human–computer interaction, how can a user participation cause another user participation?",0.4180
57,What is the process for constructing an interaction ontology using methodologies like Methontology?,What is a human–computer interaction?,0.4164
58,What are the object properties that relate core concept users to interaction modalities?,How can a user interact in human–computer interactions?,0.4154
59,How do physical and logical interaction resources differ in the interaction ontology?,What does make up the user interface of an interactive computer system?,0.4150
60,How is the Web Ontology Language (OWL) utilized in defining interaction components in the ontology?,What is a human–computer interaction?,0.4132
61,How do different physical and sensory capabilities of users affect interaction modality choices?,"Considering intentionality, how can a user interact with an interactive computer system?",0.4130
