,genCQ,expertCQ,cos_score
0,What are the primary user characteristics considered for adapting a user interface in the HCI domain?,What does make up the user interface of an interactive computer system?,0.5838
1,What are the primary user characteristics considered for adapting a user interface in the HCI domain?,How can a user interact in human–computer interactions?,0.5212
2,What are the main adaptation rules for user interfaces based on user characteristics in HCI?,What does make up the user interface of an interactive computer system?,0.4922
3,What are the primary user characteristics considered for adapting a user interface in the HCI domain?,What is a human–computer interaction?,0.4809
4,What types of multimodal systems are included in the scope of an HCI reference ontology?,What is a complex interactive computer system?,0.4748
5,How are input interaction modes defined in ontology-based HCI models?,How is a user input processed by an interactive computer system?,0.4705
6,What types of data are used to infer the most suitable interface adaptations in an HCI system?,What does make up the user interface of an interactive computer system?,0.4691
7,What are the main adaptation rules for user interfaces based on user characteristics in HCI?,How can a user interact in human–computer interactions?,0.4645
8,How is the relationship between sensory abilities and interaction modalities represented in HCI ontologies?,How can a user interact in human–computer interactions?,0.4630
9,How are input interaction modes defined in ontology-based HCI models?,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,0.4584
10,How are input interaction modes defined in ontology-based HCI models?,What does make up the user interface of an interactive computer system?,0.4581
11,How are input interaction modes defined in ontology-based HCI models?,What is a complex interactive computer system?,0.4497
12,How is the relationship between sensory abilities and interaction modalities represented in HCI ontologies?,What does make up the user interface of an interactive computer system?,0.4493
13,What are the primary user characteristics considered for adapting a user interface in the HCI domain?,"Considering intentionality, how can a user interact with an interactive computer system?",0.4490
14,Which physical devices are associated with input modalities in HCI ontologies?,What does make up the user interface of an interactive computer system?,0.4459
15,How are input interaction modes defined in ontology-based HCI models?,What is a human–computer interaction?,0.4430
16,What are the primary user characteristics considered for adapting a user interface in the HCI domain?,Why does a user intentionally interact with an interactive computer system?,0.4426
17,How is the relationship between sensory abilities and interaction modalities represented in HCI ontologies?,What is a human–computer interaction?,0.4424
18,What are the primary user characteristics considered for adapting a user interface in the HCI domain?,"Considering the human–computer interaction, how can a user participation cause another user participation?",0.4404
19,What are the primary user characteristics considered for adapting a user interface in the HCI domain?,What is an interactive computer system?,0.4353
20,What are the primary user characteristics considered for adapting a user interface in the HCI domain?,What does make up a complex user participation?,0.4342
21,What are the primary user characteristics considered for adapting a user interface in the HCI domain?,What is a complex interactive computer system?,0.4338
22,What role do constraints and rules play in the adaptation of user interfaces within HCI ontologies?,What does make up the user interface of an interactive computer system?,0.4334
23,How does the ontology ensure that users with severe disabilities can still interact with the system?,"Considering intentionality, how can a user interact with an interactive computer system?",0.4321
24,How are input interaction modes defined in ontology-based HCI models?,How can a user interact in human–computer interactions?,0.4314
25,How is the relationship between sensory abilities and interaction modalities represented in HCI ontologies?,What is a complex interactive computer system?,0.4286
26,What types of multimodal systems are included in the scope of an HCI reference ontology?,What is an interactive computer system?,0.4279
27,What types of multimodal systems are included in the scope of an HCI reference ontology?,What does make up the user interface of an interactive computer system?,0.4248
28,How does the interaction ontology reason about user preferences and skills?,What does make up the user interface of an interactive computer system?,0.4243
29,How are input interaction modes defined in ontology-based HCI models?,What is an interactive computer system?,0.4210
30,What are the primary user characteristics considered for adapting a user interface in the HCI domain?,What is an interactive software system?,0.4209
31,What types of multimodal systems are included in the scope of an HCI reference ontology?,What is a human–computer interaction?,0.4154
32,How are input interaction modes defined in ontology-based HCI models?,What is an interactive software system?,0.4150
33,How does the ontology ensure that users with severe disabilities can still interact with the system?,How can a user interact in human–computer interactions?,0.4123
34,What types of multimodal systems are included in the scope of an HCI reference ontology?,What is an interactive software system?,0.4095
35,Which physical devices are associated with input modalities in HCI ontologies?,What is a complex interactive computer system?,0.4089
36,How are output interaction modes defined in ontology-based HCI models?,What is a complex interactive computer system?,0.4063
37,Which physical devices are associated with input modalities in HCI ontologies?,What is an interactive computer system?,0.4049
38,Which physical devices are associated with input modalities in HCI ontologies?,How is a user input processed by an interactive computer system?,0.4048
39,How does the interaction ontology reason about user preferences and skills?,Why does a user intentionally interact with an interactive computer system?,0.4047
