,genCQ,expertCQ,cos_score
0,What empirical research methods are most commonly used in case studies within Requirements Engineering?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.6489
1,What role do case studies play in the empirical research of Requirements Engineering?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.6377
2,How often do empirical research papers in Requirements Engineering reference other scientific disciplines?,How has the proportion of papers that do not have an empirical study evolved over time?,0.6278
3,Which empirical method is most prevalent in experiments within the field of Requirements Engineering?,How often are which empirical methods used?,0.6216
4,How frequently do empirical research papers in Requirements Engineering get replicated?,How has the proportion of papers that do not have an empirical study evolved over time?,0.6205
5,How do empirical research findings in Requirements Engineering influence software project management practices?,How many empirical studies are by authors working for large software development companies?,0.6136
6,How is the effectiveness of empirical research methods evaluated in Requirements Engineering?,How do the authors justify the selection and combination of empirical methods and design elements?,0.6105
7,Which empirical method is most prevalent in experiments within the field of Requirements Engineering?,How do the authors justify the selection and combination of empirical methods and design elements?,0.6064
8,What is the role of cross-disciplinary approaches in empirical software engineering?,How do the authors justify the selection and combination of empirical methods and design elements?,0.6056
9,What are the main empirical methods used in Requirements Engineering research?,How do the authors justify the selection and combination of empirical methods and design elements?,0.5963
10,How do empirical studies in Requirements Engineering define their hypotheses and research questions?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5948
11,How significant is the gap between empirical software engineering and software engineering practice?,How many empirical studies are by authors working for large software development companies?,0.5940
12,How do empirical studies in Requirements Engineering define their study population?,How many empirical studies are by authors working for large software development companies?,0.5926
13,How often do empirical research papers in Requirements Engineering reference other scientific disciplines?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.5912
14,Which empirical method is most prevalent in experiments within the field of Requirements Engineering?,How many different empirical methods are used per publication?,0.5877
15,How do researchers measure the impact of their empirical studies in Requirements Engineering?,How many empirical studies are by authors working for large software development companies?,0.5861
16,What impact do empirical studies in Requirements Engineering have on software engineering education?,How many empirical studies are by authors working for large software development companies?,0.5793
17,How often do empirical research papers in Requirements Engineering reference other scientific disciplines?,How has the number of empirical methods used per publication evolved over time?,0.5791
18,What are the main empirical methods used in Requirements Engineering research?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5778
19,What methodological guidelines exist for conducting empirical research in Requirements Engineering?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5743
20,How is the effectiveness of empirical research methods evaluated in Requirements Engineering?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5741
21,Which empirical method is most prevalent in experiments within the field of Requirements Engineering?,Which methods are used to synthesize evidence from data of different empirical methods?,0.5717
22,How often do empirical research papers in Requirements Engineering reference other scientific disciplines?,How often are which empirical methods used?,0.5716
23,What are the main empirical methods used in Requirements Engineering research?,How often are which empirical methods used?,0.5708
24,What role do empirical studies play in validating theoretical frameworks in Requirements Engineering?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5696
25,What are the success factors for empirical studies in Requirements Engineering?,How many empirical studies are by authors working for large software development companies?,0.5693
26,How frequently do empirical research papers in Requirements Engineering get replicated?,How has the number of empirical methods used per publication evolved over time?,0.5692
27,How is the experimental design typically structured in empirical studies within Requirements Engineering?,How do the authors justify the selection and combination of empirical methods and design elements?,0.5690
28,What role do empirical studies play in validating theoretical frameworks in Requirements Engineering?,Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,0.5687
29,How often do empirical research papers in Requirements Engineering reference other scientific disciplines?,How often are which empirical methods used over time?,0.5674
30,How are the units of analysis defined in empirical studies of Requirements Engineering?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5671
31,How do empirical studies in Requirements Engineering define their hypotheses and research questions?,Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,0.5670
32,What are the common themes in literature reviews of empirical research in Requirements Engineering?,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",0.5657
33,How do empirical studies in Requirements Engineering define their study population?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5634
34,How has the research approach in empirical studies of Requirements Engineering evolved over time?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.5632
35,What empirical research methods are most commonly used in case studies within Requirements Engineering?,How many empirical studies are by authors working for large software development companies?,0.5613
36,How often are longitudinal studies conducted in empirical research of Requirements Engineering?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.5601
37,What factors influence the choice of research method in empirical studies of Requirements Engineering?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.5587
38,How is the effectiveness of empirical research methods evaluated in Requirements Engineering?,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",0.5584
39,How is the effectiveness of empirical research methods evaluated in Requirements Engineering?,Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,0.5583
40,What factors influence the choice of research method in empirical studies of Requirements Engineering?,How do the authors justify the selection and combination of empirical methods and design elements?,0.5583
41,How often do empirical research papers in Requirements Engineering reference other scientific disciplines?,How often are those who conduct the studies also the authors of the papers?,0.5579
42,What empirical research methods are most commonly used in case studies within Requirements Engineering?,How do the authors justify the selection and combination of empirical methods and design elements?,0.5578
43,How do empirical research findings in Requirements Engineering influence software project management practices?,How has the proportion of studies by authors working for large software development companies evolved over time?,0.5564
44,How often do empirical research papers in Requirements Engineering reference other scientific disciplines?,How many different empirical methods are used per publication?,0.5545
45,How often are longitudinal studies conducted in empirical research of Requirements Engineering?,How often are which empirical methods used over time?,0.5543
46,How do empirical research findings in Requirements Engineering influence software engineering policies?,How many empirical studies are by authors working for large software development companies?,0.5542
47,What are the dominant topics studied in empirical research in Requirements Engineering?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5529
48,How are the results of empirical studies in Requirements Engineering typically analyzed?,How many empirical studies are by authors working for large software development companies?,0.5529
49,How are qualitative data handled in empirical research in Requirements Engineering?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5526
50,Which empirical method is most prevalent in experiments within the field of Requirements Engineering?,How often are which empirical methods used over time?,0.5526
51,How is the effectiveness of empirical research methods evaluated in Requirements Engineering?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.5525
52,What are the common themes in literature reviews of empirical research in Requirements Engineering?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5514
53,What are the main empirical methods used in Requirements Engineering research?,How many different empirical methods are used per publication?,0.5506
54,What empirical research methods are most commonly used in case studies within Requirements Engineering?,How often are which empirical methods used?,0.5504
55,How do empirical studies in Requirements Engineering define their study population?,How has the proportion of empirical studies evolved over time?,0.5483
56,What proportion of empirical studies in Requirements Engineering use meta-analysis?,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",0.5480
57,What is the role of cross-disciplinary approaches in empirical software engineering?,How often are which empirical methods used?,0.5477
58,What are the common themes in literature reviews of empirical research in Requirements Engineering?,Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,0.5472
59,What types of evidence are commonly reported in empirical studies in Requirements Engineering?,How many empirical studies are by authors working for large software development companies?,0.5470
60,Which empirical method is most prevalent in experiments within the field of Requirements Engineering?,How has the number of empirical methods used per publication evolved over time?,0.5454
61,What proportion of empirical studies in Requirements Engineering use meta-analysis?,How many empirical studies are by authors working for large software development companies?,0.5450
62,How often are longitudinal studies conducted in empirical research of Requirements Engineering?,How has the use of (a common set of empirically derived) criteria to assess the quality of individual studies evolved over time?,0.5450
63,What proportion of empirical research in Requirements Engineering is published in top-tier journals?,How has the proportion of papers that do not have an empirical study evolved over time?,0.5449
64,What is the role of cross-disciplinary approaches in empirical software engineering?,How many empirical studies are by authors working for large software development companies?,0.5442
65,How often do empirical research papers in Requirements Engineering reference other scientific disciplines?,How many publications are analyzed in (systematic literature) reviews?,0.5430
66,What is the role of cross-disciplinary approaches in empirical software engineering?,"""What empirical methods are used to conduct integrative and interpretive (systematic literature) reviews, so-called secondary research?""",0.5419
67,How do empirical researchers in Requirements Engineering collaborate with industry partners?,How many empirical studies are by authors working for large software development companies?,0.5414
68,What methodological guidelines exist for conducting empirical research in Requirements Engineering?,Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,0.5398
69,What role do empirical studies play in validating theoretical frameworks in Requirements Engineering?,How has the use of conceptual and operational definitions for key constructs and variables evolved over time in empirical research in SE and RE?,0.5396
