,genCQ,expertCQ,cos_score
0,How often are findings from empirical software engineering studies generalized beyond the sample population?,How many empirical studies are by authors working for large software development companies?,0.7489
1,How often are case studies used in empirical software engineering research?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.7437
2,How often are correlational studies conducted in empirical software engineering research?,How many empirical studies are by authors working for large software development companies?,0.7381
3,How often are field studies conducted in empirical software engineering research?,How many empirical studies are by authors working for large software development companies?,0.7351
4,How do empirical software engineering studies address the generalizability of their findings?,How many empirical studies are by authors working for large software development companies?,0.7299
5,What are the most significant contributions of empirical research to software engineering practices?,How many empirical studies are by authors working for large software development companies?,0.7297
6,How often are case studies used in empirical software engineering research?,How many empirical studies are by authors working for large software development companies?,0.7239
7,How do empirical software engineering researchers measure the success of their studies?,How many empirical studies are by authors working for large software development companies?,0.7203
8,How frequently are mixed methods used in empirical software engineering research?,How often are which empirical methods used?,0.7161
9,How often do empirical software engineering studies focus on software development processes?,How many empirical studies are by authors working for large software development companies?,0.7120
10,What are the implications of the findings from empirical software engineering studies for practitioners?,How many empirical studies are by authors working for large software development companies?,0.7099
11,What are the common themes in the conclusions of empirical software engineering studies?,How many empirical studies are by authors working for large software development companies?,0.7070
12,How do the findings of empirical studies impact the development of software engineering methodologies?,How many empirical studies are by authors working for large software development companies?,0.7068
13,How widely are empirical software engineering findings disseminated in academic and professional communities?,How many empirical studies are by authors working for large software development companies?,0.6985
14,How frequently are mixed methods used in empirical software engineering research?,How often are which empirical methods used over time?,0.6947
15,What is the prevalence of industry-based studies versus academic studies in empirical software engineering research?,How has the proportion of studies by authors working for large software development companies evolved over time?,0.6922
16,What is the prevalence of industry-based studies versus academic studies in empirical software engineering research?,How many empirical studies are by authors working for large software development companies?,0.6916
17,How often do empirical software engineering studies provide a clear definition of their sample population?,How many empirical studies are by authors working for large software development companies?,0.6906
18,How often are empirical software engineering studies published in high-impact journals?,How many empirical studies are by authors working for large software development companies?,0.6868
19,How do empirical software engineering studies validate their research instruments?,How many empirical studies are by authors working for large software development companies?,0.6867
20,What proportion of empirical software engineering studies focus on software testing?,How many empirical studies are by authors working for large software development companies?,0.6828
21,How often do empirical software engineering studies report negative results?,How many empirical studies are by authors working for large software development companies?,0.6826
22,How do empirical software engineering studies typically define their hypotheses?,How many empirical studies are by authors working for large software development companies?,0.6778
23,How often do empirical software engineering studies involve phenomenological methods?,How many empirical studies are by authors working for large software development companies?,0.6750
24,How often do empirical software engineering studies report on software project failures?,How many empirical studies are by authors working for large software development companies?,0.6734
25,How do empirical software engineering studies address the replicability of their findings?,How many empirical studies are by authors working for large software development companies?,0.6723
26,How do researchers in empirical software engineering typically document their methods?,How do the authors justify the selection and combination of empirical methods and design elements?,0.6716
27,How often are field studies conducted in empirical software engineering research?,How has the proportion of studies by authors working for large software development companies evolved over time?,0.6703
28,What types of field studies are most common in empirical software engineering?,How many empirical studies are by authors working for large software development companies?,0.6675
29,How do researchers in empirical software engineering typically document their methods?,How often are which empirical methods used?,0.6662
