,genCQ,expertCQ,cos_score
0,How are data analysis methods selected and justified in empirical Requirements Engineering studies?,How do the authors justify the selection and combination of empirical methods and design elements?,0.6338
1,What role do literature reviews play in empirical Requirements Engineering research?,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",0.6110
2,How do empirical studies in Requirements Engineering define their research context and goals?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.6043
3,What methodologies are most commonly used in empirical studies in Requirements Engineering?,How often are which empirical methods used?,0.6012
4,What are the common research methods used in case studies in Requirements Engineering?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.5979
5,How are theoretical frameworks utilized in empirical Requirements Engineering studies?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5918
6,How are data analysis methods selected and justified in empirical Requirements Engineering studies?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5874
7,How do empirical studies in Requirements Engineering classify different types of evidence?,Which methods are used to synthesize evidence from data of different empirical methods?,0.5857
8,What methodologies are most commonly used in empirical studies in Requirements Engineering?,How do the authors justify the selection and combination of empirical methods and design elements?,0.5848
9,What types of empirical evidence are most commonly produced in Requirements Engineering studies?,How many empirical studies are by authors working for large software development companies?,0.5824
10,How are research questions formulated in empirical studies in Requirements Engineering?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5795
11,What are the primary goals of empirical research in Requirements Engineering?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5769
12,What role do literature reviews play in empirical Requirements Engineering research?,"""What empirical methods are used to conduct integrative and interpretive (systematic literature) reviews, so-called secondary research?""",0.5760
13,How do empirical studies in Requirements Engineering define their research context and goals?,Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,0.5758
14,How are software tools evaluated in empirical Requirements Engineering studies?,How many empirical studies are by authors working for large software development companies?,0.5747
15,How often do empirical studies in Requirements Engineering report negative results?,How many empirical studies are by authors working for large software development companies?,0.5734
16,What are the trends in publication outlets for empirical Requirements Engineering studies?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.5732
17,What are the methodological improvements suggested for empirical Requirements Engineering research?,How do the authors justify the selection and combination of empirical methods and design elements?,0.5723
18,What methodologies are most commonly used in empirical studies in Requirements Engineering?,How many different empirical methods are used per publication?,0.5721
19,How are data analysis methods selected and justified in empirical Requirements Engineering studies?,Which methods are used to synthesize evidence from data of different empirical methods?,0.5705
20,What are the criteria used to assess the quality of empirical studies in Requirements Engineering?,Do the authors use (a common set of empirically derived) criteria to assess the quality of individual studies?,0.5701
21,How frequently do empirical studies in Requirements Engineering employ mixed-methods approaches?,How often are which empirical methods used?,0.5696
22,How has the volume of empirical research in Requirements Engineering evolved over the years?,How many empirical studies are by authors working for large software development companies?,0.5696
23,What methodologies are most commonly used in empirical studies in Requirements Engineering?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5694
24,What are the trends in publication outlets for empirical Requirements Engineering studies?,How many empirical studies are by authors working for large software development companies?,0.5690
25,How are theoretical frameworks utilized in empirical Requirements Engineering studies?,Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,0.5676
26,What are the trends in the types of evidence used in empirical Requirements Engineering studies?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.5674
27,How are data analysis methods selected and justified in empirical Requirements Engineering studies?,Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,0.5667
28,How are sampling methods utilized in empirical Requirements Engineering studies?,How do the authors justify the selection and combination of empirical methods and design elements?,0.5660
29,What methods are used to triangulate data in empirical Requirements Engineering research?,How has the use of triangulation for research design evolved over time?,0.5647
30,How has the volume of empirical research in Requirements Engineering evolved over the years?,How has the proportion of empirical studies evolved over time?,0.5644
31,How do empirical studies in Requirements Engineering compare different methodological approaches?,How do the authors justify the selection and combination of empirical methods and design elements?,0.5640
32,How are results from empirical studies in Requirements Engineering typically presented?,How many empirical studies are by authors working for large software development companies?,0.5639
33,What role do field studies play in empirical Requirements Engineering research?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.5639
34,What are the trends in the types of evidence used in empirical Requirements Engineering studies?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.5632
35,What are the trends in publication outlets for empirical Requirements Engineering studies?,How has the number of empirical methods used per publication evolved over time?,0.5631
36,How has the volume of empirical research in Requirements Engineering evolved over the years?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.5620
37,How frequently do empirical studies in Requirements Engineering employ mixed-methods approaches?,How often are which empirical methods used over time?,0.5596
38,How is data typically collected for empirical studies in Requirements Engineering?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5591
39,What are the primary sources of data used in Requirements Engineering empirical studies?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5588
40,How are theoretical frameworks utilized in empirical Requirements Engineering studies?,How has the use of conceptual and operational definitions for key constructs and variables evolved over time in empirical research in SE and RE?,0.5583
41,What metrics are commonly used in evaluating empirical studies in Requirements Engineering?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5581
42,How are data analysis methods selected and justified in empirical Requirements Engineering studies?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.5576
43,How are statistical analyses conducted in empirical Requirements Engineering studies?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5572
44,What are the criteria used to assess the quality of empirical studies in Requirements Engineering?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5569
45,How do empirical studies in Requirements Engineering address the scalability of their findings?,How many empirical studies are by authors working for large software development companies?,0.5561
46,What methodologies are most commonly used in empirical studies in Requirements Engineering?,How often are which empirical methods used over time?,0.5554
47,What are the trends in the types of evidence used in empirical Requirements Engineering studies?,How many empirical studies are by authors working for large software development companies?,0.5549
48,What types of empirical evidence are most commonly produced in Requirements Engineering studies?,Which methods are used to synthesize evidence from data of different empirical methods?,0.5549
49,How do empirical studies in Requirements Engineering define and measure success?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5543
50,How are results from empirical studies in Requirements Engineering typically presented?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5537
51,What are the criteria used to assess the quality of empirical studies in Requirements Engineering?,How has the use of (a common set of empirically derived) criteria to assess the quality of individual studies evolved over time?,0.5529
52,How are data analysis methods selected and justified in empirical Requirements Engineering studies?,How often are which empirical methods used?,0.5522
53,How are research questions formulated in empirical studies in Requirements Engineering?,Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,0.5517
54,What are the trends in the types of evidence used in empirical Requirements Engineering studies?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5512
55,How is data typically collected for empirical studies in Requirements Engineering?,How many empirical studies are by authors working for large software development companies?,0.5509
56,What are the dominant topics studied in empirical Requirements Engineering research?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5507
57,How has the volume of empirical research in Requirements Engineering evolved over the years?,How has the proportion of studies by authors working for large software development companies evolved over time?,0.5475
58,How do empirical studies in Requirements Engineering measure the impact of their findings?,How many empirical studies are by authors working for large software development companies?,0.5475
59,How frequently do empirical studies in Requirements Engineering employ mixed-methods approaches?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.5464
60,How are research findings from empirical studies in Requirements Engineering validated?,How do the authors justify the selection and combination of empirical methods and design elements?,0.5457
61,What types of empirical evidence are most commonly produced in Requirements Engineering studies?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.5427
62,How are data analysis methods selected and justified in empirical Requirements Engineering studies?,How has the use of conceptual and operational definitions for key constructs and variables evolved over time in empirical research in SE and RE?,0.5420
63,What are the trends in the types of evidence used in empirical Requirements Engineering studies?,"""How have the proportions of experiments, secondary research (reviews), surveys, case studies, and action research in the empirical methods used evolved over time?""",0.5415
64,How often do empirical studies in Requirements Engineering use control groups?,How many empirical studies are by authors working for large software development companies?,0.5412
65,How frequently do empirical studies in Requirements Engineering employ mixed-methods approaches?,How do the authors justify the selection and combination of empirical methods and design elements?,0.5409
66,How are results from empirical studies in Requirements Engineering typically presented?,How do the authors justify the selection and combination of empirical methods and design elements?,0.5403
67,How do empirical studies in Requirements Engineering classify different types of evidence?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5402
68,What methodologies are most commonly used in empirical studies in Requirements Engineering?,How has the number of empirical methods used per publication evolved over time?,0.5401
69,How do empirical studies in Requirements Engineering contribute to theoretical development in the field?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5401
70,How are results from empirical studies in Requirements Engineering typically presented?,Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,0.5397
71,What metrics are commonly used in evaluating empirical studies in Requirements Engineering?,How many empirical studies are by authors working for large software development companies?,0.5395
72,What types of empirical evidence are most commonly produced in Requirements Engineering studies?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.5392
73,What are the primary sources of data used in Requirements Engineering empirical studies?,How many empirical studies are by authors working for large software development companies?,0.5390
74,How are research findings from empirical studies in Requirements Engineering validated?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5389
75,What are the criteria used to assess the quality of empirical studies in Requirements Engineering?,How do the authors justify the selection and combination of empirical methods and design elements?,0.5386
76,How do empirical studies in Requirements Engineering ensure the generalizability of their results?,How do the authors justify the selection and combination of empirical methods and design elements?,0.5379
77,How do empirical studies in Requirements Engineering evaluate tool effectiveness?,How many empirical studies are by authors working for large software development companies?,0.5379
78,How do empirical studies in Requirements Engineering define their research context and goals?,How has the use of conceptual and operational definitions for key constructs and variables evolved over time in empirical research in SE and RE?,0.5373
79,How do empirical studies in Requirements Engineering compare different methodological approaches?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.5372
80,What role do literature reviews play in empirical Requirements Engineering research?,How many publications are analyzed in (systematic literature) reviews?,0.5371
81,What are the emerging topics in empirical Requirements Engineering research?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5370
82,What are the trends in the types of evidence used in empirical Requirements Engineering studies?,How has the use of (a common set of empirically derived) criteria to characterize the quality of secondary research and thus the overall strength of a body of evidence evolved over time?,0.5361
83,How are statistical analyses conducted in empirical Requirements Engineering studies?,How do the authors justify the selection and combination of empirical methods and design elements?,0.5359
84,What are the typical review processes for empirical Requirements Engineering studies?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5352
85,What methodologies are most commonly used in empirical studies in Requirements Engineering?,Which methods are used to synthesize evidence from data of different empirical methods?,0.5350
86,What are the most significant contributions of empirical research to the field of Requirements Engineering?,How do the authors justify the selection and combination of empirical methods and design elements?,0.5346
87,How often are hypotheses explicitly stated in empirical Requirements Engineering studies?,How often are which empirical methods used?,0.5343
88,How has the volume of empirical research in Requirements Engineering evolved over the years?,How has the use of conceptual and operational definitions for key constructs and variables evolved over time in empirical research in SE and RE?,0.5332
89,How are theoretical frameworks utilized in empirical Requirements Engineering studies?,How do the authors justify the selection and combination of empirical methods and design elements?,0.5321
90,What methodologies are most commonly used in empirical studies in Requirements Engineering?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.5320
91,What publication trends are observed in empirical Requirements Engineering research over the decades?,How many empirical studies are by authors working for large software development companies?,0.5305
92,How are research findings from empirical studies in Requirements Engineering validated?,How many empirical studies are by authors working for large software development companies?,0.5303
93,What types of empirical evidence are most commonly produced in Requirements Engineering studies?,How has the use of (a common set of empirically derived) criteria to characterize the quality of secondary research and thus the overall strength of a body of evidence evolved over time?,0.5301
94,How do empirical studies in Requirements Engineering contribute to policy-making in software engineering?,How many empirical studies are by authors working for large software development companies?,0.5294
95,Which journals publish the most empirical research in Requirements Engineering?,How has the number of empirical methods used per publication evolved over time?,0.5293
96,Which journals publish the most empirical research in Requirements Engineering?,How many different empirical methods are used per publication?,0.5286
97,What types of empirical evidence are most commonly produced in Requirements Engineering studies?,How do the authors justify the selection and combination of empirical methods and design elements?,0.5285
