,genCQ,expertCQ,cos_score
0,What types of interactions are possible between users and computer systems in an HCI context?,How can a user interact in human–computer interactions?,0.7827
1,What types of interactions are possible between users and computer systems in an HCI context?,What does make up the user interface of an interactive computer system?,0.6991
2,What types of interactions are possible between users and computer systems in an HCI context?,Why does a user intentionally interact with an interactive computer system?,0.6952
3,What types of interactions are possible between users and computer systems in an HCI context?,What is a human–computer interaction?,0.6868
4,What are the fundamental components required for modeling user interactions in HCI?,How can a user interact in human–computer interactions?,0.6865
5,What types of interactions are possible between users and computer systems in an HCI context?,"Considering intentionality, how can a user interact with an interactive computer system?",0.6766
6,What types of interactions are possible between users and computer systems in an HCI context?,What is an interactive computer system?,0.6612
7,What types of interactions are possible between users and computer systems in an HCI context?,What is a complex interactive computer system?,0.6431
8,What are the fundamental components required for modeling user interactions in HCI?,What does make up the user interface of an interactive computer system?,0.6281
9,What are the fundamental components required for modeling user interactions in HCI?,What is a human–computer interaction?,0.6031
10,What kind of adaptations can be made to the user interface in response to user behavior?,How can a user interact in human–computer interactions?,0.5902
11,What types of interactions are possible between users and computer systems in an HCI context?,How is a user input processed by an interactive computer system?,0.5883
12,What types of interactions are possible between users and computer systems in an HCI context?,What is an interactive software system?,0.5859
13,What types of interactions are possible between users and computer systems in an HCI context?,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,0.5818
14,How can user modeling algorithms support adaptive interactive systems in HCI?,What is an interactive software system?,0.5682
15,What kind of adaptations can be made to the user interface in response to user behavior?,What does make up the user interface of an interactive computer system?,0.5673
16,How can user modeling algorithms support adaptive interactive systems in HCI?,What does make up the user interface of an interactive computer system?,0.5663
17,What kind of adaptations can be made to the user interface in response to user behavior?,"Considering intentionality, how can a user interact with an interactive computer system?",0.5634
18,What types of interactions are possible between users and computer systems in an HCI context?,How does a user receive an output from an interactive computer system?,0.5592
19,What are the fundamental components required for modeling user interactions in HCI?,What is a complex interactive computer system?,0.5537
20,What types of interactions are possible between users and computer systems in an HCI context?,"Considering the human–computer interaction, how can a user participation cause another user participation?",0.5526
21,How can user modeling algorithms support adaptive interactive systems in HCI?,How can a user interact in human–computer interactions?,0.5524
22,How can user modeling algorithms support adaptive interactive systems in HCI?,What is an interactive computer system?,0.5520
23,"How can user characteristics (e.g., sensory, motor abilities) impact interaction modalities in HCI?",How can a user interact in human–computer interactions?,0.5480
24,How can user modeling algorithms support adaptive interactive systems in HCI?,How is a user input processed by an interactive computer system?,0.5445
25,What are the fundamental components required for modeling user interactions in HCI?,"Considering intentionality, how can a user interact with an interactive computer system?",0.5335
26,What are the fundamental components required for modeling user interactions in HCI?,Why does a user intentionally interact with an interactive computer system?,0.5334
27,What are the fundamental components required for modeling user interactions in HCI?,What is an interactive computer system?,0.5327
28,How can user modeling algorithms support adaptive interactive systems in HCI?,Why does a user intentionally interact with an interactive computer system?,0.5258
29,How can user modeling algorithms support adaptive interactive systems in HCI?,What is a complex interactive computer system?,0.5242
30,How can user modeling algorithms support adaptive interactive systems in HCI?,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,0.5205
31,How can user modeling algorithms support adaptive interactive systems in HCI?,"Considering intentionality, how can a user interact with an interactive computer system?",0.5178
32,How are user activities identified and modeled in an HCI ontology to facilitate Activity-Centered Design?,What does make up a complex user participation?,0.5166
33,How can reasoning capabilities be incorporated into HCI to deduce high-level information from raw interaction data?,How can a user interact in human–computer interactions?,0.5159
34,What are the fundamental components required for modeling user interactions in HCI?,What is an interactive software system?,0.5157
35,What kind of adaptations can be made to the user interface in response to user behavior?,Why does a user intentionally interact with an interactive computer system?,0.5103
36,What are the fundamental components required for modeling user interactions in HCI?,What does make up a complex user participation?,0.5068
37,What are the essential attributes of the hardware devices used by users in HCI?,What does make up the user interface of an interactive computer system?,0.5058
38,What are the fundamental components required for modeling user interactions in HCI?,How is a user input processed by an interactive computer system?,0.5030
39,What are the fundamental components required for modeling user interactions in HCI?,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,0.5004
40,What types of interactions are possible between users and computer systems in an HCI context?,What does make up a complex user participation?,0.4884
41,"How do different interaction components (mode, modality, medium) relate to each other in an HCI system?",What does make up the user interface of an interactive computer system?,0.4852
42,"How can user characteristics (e.g., sensory, motor abilities) impact interaction modalities in HCI?",What does make up the user interface of an interactive computer system?,0.4786
43,"How can user characteristics (e.g., sensory, motor abilities) impact interaction modalities in HCI?",What is a human–computer interaction?,0.4772
44,How can user modeling algorithms support adaptive interactive systems in HCI?,What is a human–computer interaction?,0.4708
45,How can reasoning capabilities be incorporated into HCI to deduce high-level information from raw interaction data?,"Considering intentionality, how can a user interact with an interactive computer system?",0.4691
46,How can software tools be characterized in an HCI ontology to support accessibility?,What is an interactive software system?,0.4662
47,What are the fundamental components required for modeling user interactions in HCI?,"Considering the human–computer interaction, how can a user participation cause another user participation?",0.4651
