,expertCQs,best_genCQs,best_cos_score
0,How has the proportion of empirical studies evolved over time?,What are the most frequently cited components in empirical RE studies?,0.6637
1,How often are which empirical methods used over time?,"How often are different empirical methods (e.g., surveys, experiments) used in RE research?",0.8329
2,Which sub-fields of SE and RE do the empirical studies cover over time?,What are the primary sources of data for empirical RE studies?,0.761
3, How do the authors justify the lack of a proper study?,How do empirical studies address the issue of incomplete requirements?,0.5173
4,How has the proportion of papers that do not have an empirical study evolved over time?,"How often are different empirical methods (e.g., surveys, experiments) used in RE research?",0.5798
5,How many empirical studies are by authors working for large software development companies?,What are the primary sources of data for empirical RE studies?,0.5493
6,How has the proportion of studies by authors working for large software development companies evolved over time?,How do case studies contribute to empirical RE knowledge?,0.4967
7,"""How has building on previous research data and results, including from other disciplines, evolved over time?""",How do RE practices evolve over time according to empirical evidence?,0.5437
8,How do the authors justify the selection and combination of empirical methods and design elements?,What improvements are suggested for empirical RE methodologies?,0.6358
9,How often are which empirical methods used?,"How often are different empirical methods (e.g., surveys, experiments) used in RE research?",0.8418
10,"""How have the proportions of experiments, secondary research (reviews), surveys, case studies, and action research in the empirical methods used evolved over time?""",What are the main research questions driving empirical RE studies?,0.6614
11,How has the proportion of replications evolved over time?,How do RE practices evolve over time according to empirical evidence?,0.4251
12,How has the use of triangulation for research design evolved over time?,What are the most commonly used RE artifacts in empirical studies?,0.4088
13,How often are those who conduct the studies also the authors of the papers?,"How often are different empirical methods (e.g., surveys, experiments) used in RE research?",0.473
14,How do the authors justify preventing bias in the study results?,How is the quality of empirical RE studies assessed?,0.4611
15,How has the proportion of pure demonstrations (proof of concept) and simple experience reports (lessons learned) evolved over time?,How do RE practices evolve over time according to empirical evidence?,0.5184
16,How has comparing new approaches with relevant alternative approaches used in the industry evolved over time?,How is the adoption of new RE techniques perceived in industry?,0.6235
17,How often are which statistical methods used?,"How often are different empirical methods (e.g., surveys, experiments) used in RE research?",0.7133
18,How has the use of statistical methods evolved over time?,"How often are different empirical methods (e.g., surveys, experiments) used in RE research?",0.5378
19,Do authors report that assumptions and limitations of statistical methods are met before using them?,"How often are different empirical methods (e.g., surveys, experiments) used in RE research?",0.4497
20,How has the definition of the population evolved over time?,How do RE practices evolve over time according to empirical evidence?,0.385
21,How has the use of power analysis and effect size estimation evolved over time?,What are the most common tools mentioned in empirical RE studies?,0.3768
22,How has the reporting of threats to validity evolved over time?,How do empirical studies address communication and coordination challenges in RE?,0.3793
23,What types of threats to validity do the authors report?,What are the most significant problems reported in RE practice?,0.4708
24,How has the use of theories for a diverse and reflective generalization of study results evolved over time?,How do RE practices evolve over time according to empirical evidence?,0.4769
25,How have the proportions of case studies and action research in the empirical methods used evolved over time?,How do case studies contribute to empirical RE knowledge?,0.6889
26,How has the reporting of the subjects evolved over time?,How do RE practices evolve over time according to empirical evidence?,0.4625
27,How has the reporting of the objects of study / treatments evolved over time?,What are the most common tools mentioned in empirical RE studies?,0.5287
28,How has the reporting of the tasks evolved over time?,How do RE practices evolve over time according to empirical evidence?,0.4844
29,How has the reporting of the setting evolved over time?,How do RE practices evolve over time according to empirical evidence?,0.444
30,Do the authors synthesize and present the results as checklists or guidelines applicable for industrial users?,What evidence supports the adoption of specific RE practices in industry?,0.4856
31,How has the the reporting of the population evolved over time?,How do RE practices evolve over time according to empirical evidence?,0.3983
32,How has the reporting of the context evolved over time?,How do empirical studies handle the contextual differences in RE practices?,0.4751
33,Do the authors exlain WHY their apporach is better than others in a selected context with specific characteristics?,What are the most frequently cited components in empirical RE studies?,0.3763
34,Do the authors exlain WHEN their apporach is better than others in a selected context with specific characteristics?,How do empirical studies handle the contextual differences in RE practices?,0.3469
35,Do the authors exlain HOW their apporach is better than others in a selected context with specific characteristics?,What are the most frequently cited components in empirical RE studies?,0.4007
36,Do the authors report the selected context of their study with specific characteristics?,What is the significance of roles in empirical RE studies?,0.5533
37,Does the research design allow for efficient reuse of study (results) by other researchers?,"How often are different empirical methods (e.g., surveys, experiments) used in RE research?",0.5637
38,"""How has the provision of data (the materials used, raw data collected, and study results identified) evolved over time?""",What are the main research questions driving empirical RE studies?,0.5334
39,How has the reporting of research questions and answers evolved over time?,What are the main research questions driving empirical RE studies?,0.4994
40,How has the use of language (academic vs. plain) in scientific publications evolved over time?,What are the most common tools mentioned in empirical RE studies?,0.4052
41,Do the authors use a well defined taxonomy for their research design?,How is RE terminology standardized across different studies?,0.4142
42,Do the authors use other channels to publish their results for making them available to industrial users?,How is the adoption of new RE techniques perceived in industry?,0.3666
43,"""What empirical methods are used to conduct integrative and interpretive (systematic literature) reviews, so-called secondary research?""",What are the primary empirical methods used in RE research?,0.6219
44,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""","How often are different empirical methods (e.g., surveys, experiments) used in RE research?",0.6391
45,Have the authors done a systematic review of related work?,How is the quality of empirical RE studies assessed?,0.4226
46,"""How up-to-date (and relevant) are reported (systematic) reviews, so-called secondary research?""",What are the main research questions driving empirical RE studies?,0.4814
47,How many publications are analyzed in (systematic literature) reviews?,"How often are different empirical methods (e.g., surveys, experiments) used in RE research?",0.517
48,"""Do the authors synthesize and present the results as checklists or guidelines applicable for industrial users, such as policy-makers, practitioners, and the general public?""",What evidence supports the adoption of specific RE practices in industry?,0.4716
49,"""Do the authors refer to and consistently use a basic terminology, descriptors, and keywords to identify and select primary studies for (systematic literature) reviews?""",What are the most frequently cited components in empirical RE studies?,0.4954
50,"""Do electronic resources (digital libraries and databases) provide all the functionalies that support the identification, selection, and retrieval of bibliographic and full-text information about SE research?""",What are the most frequently cited components in empirical RE studies?,0.3965
51,Do the authors use multiple digital libraries including publications from SE and RE and related disciplines for (systematic literature) reviews?,How is RE terminology standardized across different studies?,0.4438
52,Which digital libraries with publications from SE and RE and related disciplines do authors use for (systematic literature) reviews?,What are the primary sources of data for empirical RE studies?,0.4758
53,Do the authors use (a common set of empirically derived) criteria to assess the quality of individual studies?,How is the quality of empirical RE studies assessed?,0.7448
54,How has the use of (a common set of empirically derived) criteria to assess the quality of individual studies evolved over time?,How is the quality of empirical RE studies assessed?,0.7162
55,Do the authors use (a common set of empirically derived) criteria to characterize the quality of secondary research and thus the overall strength of a body of evidence?,How is the quality of empirical RE studies assessed?,0.6277
56,How has the use of (a common set of empirically derived) criteria to characterize the quality of secondary research and thus the overall strength of a body of evidence evolved over time?,How is the quality of empirical RE studies assessed?,0.6142
57,Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,What are the most frequently studied variables in empirical RE research?,0.6208
58,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,What are the most frequently studied variables in empirical RE research?,0.6715
59,How has the use of conceptual and operational definitions for key constructs and variables evolved over time in empirical research in SE and RE?,What are the most frequently studied variables in empirical RE research?,0.5492
60,How many different empirical methods are used per publication?,"How often are different empirical methods (e.g., surveys, experiments) used in RE research?",0.7603
61,How has the number of empirical methods used per publication evolved over time?,"How often are different empirical methods (e.g., surveys, experiments) used in RE research?",0.7646
62,Which methods are used to synthesize evidence from data of different empirical methods?,What are the primary empirical methods used in RE research?,0.7293
63,How many studies incorporate theories?,What are the main research questions driving empirical RE studies?,0.4773
64,How has the incorporation of theories in studies evolved over time?,How do RE practices evolve over time according to empirical evidence?,0.4467
65,"""For which purpose do authors incorporate theories into their studies (use, testing, modification, formulation)?""",What is the significance of roles in empirical RE studies?,0.5039
