,expertCQs,best_genCQs,best_cos_score
0,How has the proportion of empirical studies evolved over time?,How do empirical studies address the issue of incomplete requirements?,0.4562
1,How often are which empirical methods used over time?,What are the common empirical research methods used in Requirements Engineering?,0.5536
2,Which sub-fields of SE and RE do the empirical studies cover over time?,How do empirical studies address the issue of requirements verification and validation?,0.4911
3, How do the authors justify the lack of a proper study?,How do empirical studies address the issue of incomplete requirements?,0.5173
4,How has the proportion of papers that do not have an empirical study evolved over time?,How has Requirements Engineering practice evolved based on empirical research findings?,0.4413
5,How many empirical studies are by authors working for large software development companies?,How do empirical studies categorize the common types of requirements in software projects?,0.5852
6,How has the proportion of studies by authors working for large software development companies evolved over time?,How do case studies contribute to the empirical research landscape in Requirement Engineering?,0.4938
7,"""How has building on previous research data and results, including from other disciplines, evolved over time?""",How has Requirements Engineering practice evolved based on empirical research findings?,0.3652
8,How do the authors justify the selection and combination of empirical methods and design elements?,How does empirical research in Requirement Engineering support the selection of methods and techniques?,0.647
9,How often are which empirical methods used?,What are the common empirical research methods used in Requirements Engineering?,0.5977
10,"""How have the proportions of experiments, secondary research (reviews), surveys, case studies, and action research in the empirical methods used evolved over time?""",How do case studies contribute to the empirical research landscape in Requirement Engineering?,0.4934
11,How has the proportion of replications evolved over time?,How has Requirements Engineering practice evolved based on empirical research findings?,0.1877
12,How has the use of triangulation for research design evolved over time?,How do empirical studies inform the design of new Requirement Engineering techniques?,0.3853
13,How often are those who conduct the studies also the authors of the papers?,What role do empirical studies play in Requirement Engineering education and training?,0.2881
14,How do the authors justify preventing bias in the study results?,How do empirical studies address the issue of requirements verification and validation?,0.3475
15,How has the proportion of pure demonstrations (proof of concept) and simple experience reports (lessons learned) evolved over time?,How has Requirements Engineering practice evolved based on empirical research findings?,0.3845
16,How has comparing new approaches with relevant alternative approaches used in the industry evolved over time?,How does empirical research in Requirement Engineering use mixed methods approaches?,0.4261
17,How often are which statistical methods used?,What are the common empirical research methods used in Requirements Engineering?,0.4698
18,How has the use of statistical methods evolved over time?,How does empirical research in Requirement Engineering support the selection of methods and techniques?,0.3779
19,Do authors report that assumptions and limitations of statistical methods are met before using them?,How do empirical studies address the issue of incomplete requirements?,0.3793
20,How has the definition of the population evolved over time?,How has the landscape of Requirement Engineering evolved based on empirical evidence?,0.1771
21,How has the use of power analysis and effect size estimation evolved over time?,What empirical evidence exists on the impact of Requirement Engineering on project productivity?,0.2876
22,How has the reporting of threats to validity evolved over time?,How do empirical studies address the issue of requirements verification and validation?,0.3714
23,What types of threats to validity do the authors report?,How do empirical studies address the issue of requirements verification and validation?,0.405
24,How has the use of theories for a diverse and reflective generalization of study results evolved over time?,How effective are empirical research methods in bridging the gap between Requirement Engineering theory and practice?,0.3663
