,expertCQs,best_genCQs,best_cos_score
0,How has the proportion of empirical studies evolved over time?,How is the evolutionary perspective on empirical research in RE significant for future research directions?,0.661
1,How often are which empirical methods used over time?,What methods are used to identify relevant publications in the field of empirical RE research?,0.5739
2,Which sub-fields of SE and RE do the empirical studies cover over time?,What methods are used to identify relevant publications in the field of empirical RE research?,0.6842
3, How do the authors justify the lack of a proper study?,What are the primary strategies of inquiry distinguished by Creswell for empirical research design?,0.4974
4,How has the proportion of papers that do not have an empirical study evolved over time?,How is the evolutionary perspective on empirical research in RE significant for future research directions?,0.5623
5,How many empirical studies are by authors working for large software development companies?,What are the attributes of effective empirical research studies in requirements engineering?,0.5767
6,How has the proportion of studies by authors working for large software development companies evolved over time?,What has been the evolution of IT project success rates from 1994 to 2003 according to the CHAOS studies?,0.5603
7,"""How has building on previous research data and results, including from other disciplines, evolved over time?""",How is the evolutionary perspective on empirical research in RE significant for future research directions?,0.6088
8,How do the authors justify the selection and combination of empirical methods and design elements?,How are principles such as agility and iterative approaches evaluated in empirical RE studies?,0.5874
9,How often are which empirical methods used?,What methods are used to identify relevant publications in the field of empirical RE research?,0.6083
10,"""How have the proportions of experiments, secondary research (reviews), surveys, case studies, and action research in the empirical methods used evolved over time?""",How is the evolutionary perspective on empirical research in RE significant for future research directions?,0.663
11,How has the proportion of replications evolved over time?,How is the evolutionary perspective on empirical research in RE significant for future research directions?,0.3755
12,How has the use of triangulation for research design evolved over time?,How do research maps aid in the structuring and evaluation of empirical studies in requirements engineering?,0.4197
13,How often are those who conduct the studies also the authors of the papers?,What methods are used to identify relevant publications in the field of empirical RE research?,0.394
14,How do the authors justify preventing bias in the study results?,How is the evolutionary perspective on empirical research in RE significant for future research directions?,0.4874
15,How has the proportion of pure demonstrations (proof of concept) and simple experience reports (lessons learned) evolved over time?,How are principles such as agility and iterative approaches evaluated in empirical RE studies?,0.4448
16,How has comparing new approaches with relevant alternative approaches used in the industry evolved over time?,What are the recurring findings regarding RE practice adoption in empirical studies?,0.4742
17,How often are which statistical methods used?,What methods are most frequently employed in requirements engineering empirical research according to the evidence levels?,0.4488
18,How has the use of statistical methods evolved over time?,How is the evolutionary perspective on empirical research in RE significant for future research directions?,0.4424
19,Do authors report that assumptions and limitations of statistical methods are met before using them?,How does empirical research in requirements engineering mirror the methodologies used in evidence-based medicine?,0.3584
20,How has the definition of the population evolved over time?,How is the evolutionary perspective on empirical research in RE significant for future research directions?,0.3595
21,How has the use of power analysis and effect size estimation evolved over time?,What has been the evolution of IT project success rates from 1994 to 2003 according to the CHAOS studies?,0.3712
22,How has the reporting of threats to validity evolved over time?,How important are meta-analyses and narrative reviews in requirements engineering research?,0.3316
23,What types of threats to validity do the authors report?,How important are meta-analyses and narrative reviews in requirements engineering research?,0.3875
24,How has the use of theories for a diverse and reflective generalization of study results evolved over time?,How is the evolutionary perspective on empirical research in RE significant for future research directions?,0.56
25,How have the proportions of case studies and action research in the empirical methods used evolved over time?,How are principles such as agility and iterative approaches evaluated in empirical RE studies?,0.5715
26,How has the reporting of the subjects evolved over time?,How is the evolutionary perspective on empirical research in RE significant for future research directions?,0.3523
27,How has the reporting of the objects of study / treatments evolved over time?,What are the recurring findings regarding RE practice adoption in empirical studies?,0.4596
28,How has the reporting of the tasks evolved over time?,How have empirical methodologies in requirements engineering evolved over time according to Vic Basili's research?,0.4243
29,How has the reporting of the setting evolved over time?,How do empirical findings support the development of standardized RE procedures and practices?,0.3804
30,Do the authors synthesize and present the results as checklists or guidelines applicable for industrial users?,How do empirical findings support the development of standardized RE procedures and practices?,0.4688
31,How has the the reporting of the population evolved over time?,How is the evolutionary perspective on empirical research in RE significant for future research directions?,0.3953
32,How has the reporting of the context evolved over time?,How have empirical methodologies in requirements engineering evolved over time according to Vic Basili's research?,0.3841
33,Do the authors exlain WHY their apporach is better than others in a selected context with specific characteristics?,"How do empirical studies highlight the use of different methods, languages, and tools in requirements engineering?",0.3212
34,Do the authors exlain WHEN their apporach is better than others in a selected context with specific characteristics?,How important are meta-analyses and narrative reviews in requirements engineering research?,0.2885
35,Do the authors exlain HOW their apporach is better than others in a selected context with specific characteristics?,"How do empirical studies highlight the use of different methods, languages, and tools in requirements engineering?",0.3386
36,Do the authors report the selected context of their study with specific characteristics?,What are the primary strategies of inquiry distinguished by Creswell for empirical research design?,0.4572
37,Does the research design allow for efficient reuse of study (results) by other researchers?,How is the evolutionary perspective on empirical research in RE significant for future research directions?,0.4912
38,"""How has the provision of data (the materials used, raw data collected, and study results identified) evolved over time?""",How is the evolutionary perspective on empirical research in RE significant for future research directions?,0.5221
39,How has the reporting of research questions and answers evolved over time?,How is the evolutionary perspective on empirical research in RE significant for future research directions?,0.5157
40,How has the use of language (academic vs. plain) in scientific publications evolved over time?,"How do empirical studies highlight the use of different methods, languages, and tools in requirements engineering?",0.3677
41,Do the authors use a well defined taxonomy for their research design?,How does the diversity in terminology impact the findings and consistency of requirements engineering research?,0.5296
42,Do the authors use other channels to publish their results for making them available to industrial users?,What kind of proof is required for the feasibility of new RE techniques in the industry?,0.3223
43,"""What empirical methods are used to conduct integrative and interpretive (systematic literature) reviews, so-called secondary research?""",What methods are used to identify relevant publications in the field of empirical RE research?,0.5951
44,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",How is the evolutionary perspective on empirical research in RE significant for future research directions?,0.6281
45,Have the authors done a systematic review of related work?,How important are meta-analyses and narrative reviews in requirements engineering research?,0.3904
46,"""How up-to-date (and relevant) are reported (systematic) reviews, so-called secondary research?""",What are the recurring findings regarding RE practice adoption in empirical studies?,0.4677
47,How many publications are analyzed in (systematic literature) reviews?,What methods are used to identify relevant publications in the field of empirical RE research?,0.5256
48,"""Do the authors synthesize and present the results as checklists or guidelines applicable for industrial users, such as policy-makers, practitioners, and the general public?""",How do empirical findings support the development of standardized RE procedures and practices?,0.4606
