,expertCQs,best_genCQs,best_cos_score
0,How has the proportion of empirical studies evolved over time?,What are the emerging trends in empirical RE research?,0.6471
1,How often are which empirical methods used over time?,What empirical methods are most effective for researching RE?,0.5918
2,Which sub-fields of SE and RE do the empirical studies cover over time?,What are the emerging trends in empirical RE research?,0.7317
3, How do the authors justify the lack of a proper study?,How do we ensure the quality of empirical RE studies?,0.5478
4,How has the proportion of papers that do not have an empirical study evolved over time?,How are empirical research results disseminated to practitioners?,0.5796
5,How many empirical studies are by authors working for large software development companies?,How are empirical research results disseminated to practitioners?,0.5846
6,How has the proportion of studies by authors working for large software development companies evolved over time?,What are the emerging trends in empirical RE research?,0.5172
7,"""How has building on previous research data and results, including from other disciplines, evolved over time?""",What are the emerging trends in empirical RE research?,0.5622
8,How do the authors justify the selection and combination of empirical methods and design elements?,What are the main drivers for research in empirical RE?,0.6358
9,How often are which empirical methods used?,What are the main drivers for research in empirical RE?,0.6374
10,"""How have the proportions of experiments, secondary research (reviews), surveys, case studies, and action research in the empirical methods used evolved over time?""",What are the emerging trends in empirical RE research?,0.637
11,How has the proportion of replications evolved over time?,How can replication of RE studies benefit empirical research?,0.3907
12,How has the use of triangulation for research design evolved over time?,How can technology facilitate better empirical research in RE?,0.4314
13,How often are those who conduct the studies also the authors of the papers?,How are empirical research results disseminated to practitioners?,0.4142
14,How do the authors justify preventing bias in the study results?,How are empirical research results disseminated to practitioners?,0.5572
15,How has the proportion of pure demonstrations (proof of concept) and simple experience reports (lessons learned) evolved over time?,How do research findings influence the evolution of RE practices?,0.4713
16,How has comparing new approaches with relevant alternative approaches used in the industry evolved over time?,How are RE practices adopted in industry compared to what is suggested in research?,0.6086
17,How often are which statistical methods used?,What empirical methods are most effective for researching RE?,0.4802
18,How has the use of statistical methods evolved over time?,How are empirical research results disseminated to practitioners?,0.4617
19,Do authors report that assumptions and limitations of statistical methods are met before using them?,How are empirical research results disseminated to practitioners?,0.4581
20,How has the definition of the population evolved over time?,How can empirical research address the dynamic nature of RE?,0.3006
21,How has the use of power analysis and effect size estimation evolved over time?,What are the main drivers for research in empirical RE?,0.3482
22,How has the reporting of threats to validity evolved over time?,How are empirical findings in RE typically validated and verified?,0.4097
23,What types of threats to validity do the authors report?,How are empirical findings in RE typically validated and verified?,0.4401
24,How has the use of theories for a diverse and reflective generalization of study results evolved over time?,How can empirical research help bridge the gap between RE theory and practice?,0.5469
25,How have the proportions of case studies and action research in the empirical methods used evolved over time?,What are the emerging trends in empirical RE research?,0.6129
26,How has the reporting of the subjects evolved over time?,How do research findings influence the evolution of RE practices?,0.4512
27,How has the reporting of the objects of study / treatments evolved over time?,How are empirical research results disseminated to practitioners?,0.5429
28,How has the reporting of the tasks evolved over time?,How do organizations measure the success of their RE processes?,0.4395
29,How has the reporting of the setting evolved over time?,How do research findings influence the evolution of RE practices?,0.4273
30,Do the authors synthesize and present the results as checklists or guidelines applicable for industrial users?,How are empirical research results disseminated to practitioners?,0.5145
31,How has the the reporting of the population evolved over time?,What are the emerging trends in empirical RE research?,0.3702
32,How has the reporting of the context evolved over time?,What contextual factors most significantly influence RE practices?,0.4411
33,Do the authors exlain WHY their apporach is better than others in a selected context with specific characteristics?,What contextual factors most significantly influence RE practices?,0.4007
34,Do the authors exlain WHEN their apporach is better than others in a selected context with specific characteristics?,What contextual factors most significantly influence RE practices?,0.3681
35,Do the authors exlain HOW their apporach is better than others in a selected context with specific characteristics?,What contextual factors most significantly influence RE practices?,0.4193
36,Do the authors report the selected context of their study with specific characteristics?,How are empirical research results disseminated to practitioners?,0.5472
37,Does the research design allow for efficient reuse of study (results) by other researchers?,How can replication of RE studies benefit empirical research?,0.6539
38,"""How has the provision of data (the materials used, raw data collected, and study results identified) evolved over time?""",What are the emerging trends in empirical RE research?,0.5079
39,How has the reporting of research questions and answers evolved over time?,What are the emerging trends in empirical RE research?,0.535
40,How has the use of language (academic vs. plain) in scientific publications evolved over time?,What are the main drivers for research in empirical RE?,0.3927
41,Do the authors use a well defined taxonomy for their research design?,How are empirical research results disseminated to practitioners?,0.374
42,Do the authors use other channels to publish their results for making them available to industrial users?,How are empirical research results disseminated to practitioners?,0.4658
43,"""What empirical methods are used to conduct integrative and interpretive (systematic literature) reviews, so-called secondary research?""",What are the emerging trends in empirical RE research?,0.5797
44,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",How are empirical research results disseminated to practitioners?,0.6356
45,Have the authors done a systematic review of related work?,How do we ensure the quality of empirical RE studies?,0.4249
46,"""How up-to-date (and relevant) are reported (systematic) reviews, so-called secondary research?""",What are the emerging trends in empirical RE research?,0.5082
47,How many publications are analyzed in (systematic literature) reviews?,How are empirical research results disseminated to practitioners?,0.4826
