,expertCQs,best_genCQs,best_cos_score
0,How has the proportion of empirical studies evolved over time?,How have empirical research methods evolved in the field of RE over the past decades?,0.6919
1,How often are which empirical methods used over time?,What are the most commonly used RE methodologies according to empirical studies?,0.7203
2,Which sub-fields of SE and RE do the empirical studies cover over time?,What are the common research agendas shared by empirical RE studies?,0.773
3, How do the authors justify the lack of a proper study?,What are the major problems reported in RE across different studies?,0.5171
4,How has the proportion of papers that do not have an empirical study evolved over time?,How often are empirical studies replicated in RE research?,0.6084
5,How many empirical studies are by authors working for large software development companies?,How are empirical research findings in RE disseminated to the industry?,0.5574
6,How has the proportion of studies by authors working for large software development companies evolved over time?,How have empirical research methods evolved in the field of RE over the past decades?,0.5449
7,"""How has building on previous research data and results, including from other disciplines, evolved over time?""",How have empirical research methods evolved in the field of RE over the past decades?,0.6075
8,How do the authors justify the selection and combination of empirical methods and design elements?,How are empirical research methods tailored to address specific RE challenges?,0.6327
9,How often are which empirical methods used?,What are the most commonly used RE methodologies according to empirical studies?,0.7484
10,"""How have the proportions of experiments, secondary research (reviews), surveys, case studies, and action research in the empirical methods used evolved over time?""",How have empirical research methods evolved in the field of RE over the past decades?,0.6865
11,How has the proportion of replications evolved over time?,How often are empirical studies replicated in RE research?,0.4831
12,How has the use of triangulation for research design evolved over time?,How have empirical research methods evolved in the field of RE over the past decades?,0.4363
13,How often are those who conduct the studies also the authors of the papers?,How often are empirical studies replicated in RE research?,0.5095
14,How do the authors justify preventing bias in the study results?,How are the findings of empirical RE studies validated?,0.4828
15,How has the proportion of pure demonstrations (proof of concept) and simple experience reports (lessons learned) evolved over time?,What types of empirical evidence are most valuable for RE practitioners?,0.488
16,How has comparing new approaches with relevant alternative approaches used in the industry evolved over time?,How do different industries approach RE based on empirical studies?,0.6064
17,How often are which statistical methods used?,What are the most commonly used RE methodologies according to empirical studies?,0.6368
18,How has the use of statistical methods evolved over time?,How have empirical research methods evolved in the field of RE over the past decades?,0.6266
19,Do authors report that assumptions and limitations of statistical methods are met before using them?,How have empirical research methods evolved in the field of RE over the past decades?,0.4178
20,How has the definition of the population evolved over time?,What are the trends in RE practices adoption over time?,0.3532
21,How has the use of power analysis and effect size estimation evolved over time?,How have empirical research methods evolved in the field of RE over the past decades?,0.3848
22,How has the reporting of threats to validity evolved over time?,How are the findings of empirical RE studies validated?,0.403
23,What types of threats to validity do the authors report?,What are the major problems reported in RE across different studies?,0.472
24,How has the use of theories for a diverse and reflective generalization of study results evolved over time?,How have empirical research methods evolved in the field of RE over the past decades?,0.5774
25,How have the proportions of case studies and action research in the empirical methods used evolved over time?,How have empirical research methods evolved in the field of RE over the past decades?,0.6903
