,expertCQs,best_genCQs,best_cos_score
0,How has the proportion of empirical studies evolved over time?,How important is the replication of empirical studies for insights into the practice progress over time?,0.6906
1,How often are which empirical methods used over time?,How does the use of empirical methods in software engineering differ from their use in social sciences?,0.6386
2,Which sub-fields of SE and RE do the empirical studies cover over time?,How can improved empirical research methods affect the evolution of SE practices?,0.6494
3, How do the authors justify the lack of a proper study?,What strategies can be employed to increase the quality and relevance of empirical studies?,0.555
4,How has the proportion of papers that do not have an empirical study evolved over time?,How important is the replication of empirical studies for insights into the practice progress over time?,0.6191
5,How many empirical studies are by authors working for large software development companies?,What are the best practices for conducting empirical research in large software engineering projects?,0.7133
6,How has the proportion of studies by authors working for large software development companies evolved over time?,What are the best practices for conducting empirical research in large software engineering projects?,0.5701
7,"""How has building on previous research data and results, including from other disciplines, evolved over time?""",How important is the replication of empirical studies for insights into the practice progress over time?,0.6025
8,How do the authors justify the selection and combination of empirical methods and design elements?,How does the use of empirical methods in software engineering differ from their use in social sciences?,0.6917
9,How often are which empirical methods used?,How does the use of empirical methods in software engineering differ from their use in social sciences?,0.683
10,"""How have the proportions of experiments, secondary research (reviews), surveys, case studies, and action research in the empirical methods used evolved over time?""",How can improved empirical research methods affect the evolution of SE practices?,0.6391
11,How has the proportion of replications evolved over time?,How important is the replication of empirical studies for insights into the practice progress over time?,0.4454
12,How has the use of triangulation for research design evolved over time?,What are the key components of an empirical research design in software engineering?,0.396
13,How often are those who conduct the studies also the authors of the papers?,How can the empirical evidence from multiple studies be synthesized for better insights?,0.4559
14,How do the authors justify preventing bias in the study results?,"What are the potential sources of bias in empirical research on requirements engineering, and how can they be mitigated?",0.519
15,How has the proportion of pure demonstrations (proof of concept) and simple experience reports (lessons learned) evolved over time?,How important is the replication of empirical studies for insights into the practice progress over time?,0.5381
16,How has comparing new approaches with relevant alternative approaches used in the industry evolved over time?,How can improved empirical research methods affect the evolution of SE practices?,0.5789
17,How often are which statistical methods used?,Which empirical methods are most frequently used in requirements engineering research?,0.5126
18,How has the use of statistical methods evolved over time?,How can improved empirical research methods affect the evolution of SE practices?,0.5251
19,Do authors report that assumptions and limitations of statistical methods are met before using them?,How do the knowledge claims in empirical research differ based on their assumptions and research approaches?,0.5544
20,How has the definition of the population evolved over time?,How has the empirical approach to assessing SE technology evolved since the 1970s?,0.3259
21,How has the use of power analysis and effect size estimation evolved over time?,How has the empirical approach to assessing SE technology evolved since the 1970s?,0.4387
22,How has the reporting of threats to validity evolved over time?,What challenges are associated with managing and validating requirements in empirical studies?,0.3729
23,What types of threats to validity do the authors report?,What challenges are associated with managing and validating requirements in empirical studies?,0.4174
24,How has the use of theories for a diverse and reflective generalization of study results evolved over time?,How can the empirical evidence from multiple studies be synthesized for better insights?,0.5445
25,How have the proportions of case studies and action research in the empirical methods used evolved over time?,Which empirical studies give valuable insights into the RE process through case studies?,0.6956
26,How has the reporting of the subjects evolved over time?,How important is the replication of empirical studies for insights into the practice progress over time?,0.5184
27,How has the reporting of the objects of study / treatments evolved over time?,How important is the replication of empirical studies for insights into the practice progress over time?,0.6351
