,expertCQs,best_genCQs,best_cos_score
0,How has the proportion of empirical studies evolved over time?,What are the common themes identified in RE empirical research over time?,0.6741
1,How often are which empirical methods used over time?,What specific empirical methods are most prevalent in RE studies?,0.7097
2,Which sub-fields of SE and RE do the empirical studies cover over time?,What are the common themes identified in RE empirical research over time?,0.7609
3, How do the authors justify the lack of a proper study?,What challenges do researchers face when conducting empirical studies in RE?,0.4929
4,How has the proportion of papers that do not have an empirical study evolved over time?,What are the common themes identified in RE empirical research over time?,0.5686
5,How many empirical studies are by authors working for large software development companies?,How are empirical RE studies integrated into the broader field of software engineering?,0.6275
6,How has the proportion of studies by authors working for large software development companies evolved over time?,What are the main findings of collaborative academic-industry RE studies?,0.5388
7,"""How has building on previous research data and results, including from other disciplines, evolved over time?""",What are the common themes identified in RE empirical research over time?,0.6709
8,How do the authors justify the selection and combination of empirical methods and design elements?,What are the findings of empirical studies that compare different RE methodologies?,0.6113
9,How often are which empirical methods used?,What specific empirical methods are most prevalent in RE studies?,0.7314
10,"""How have the proportions of experiments, secondary research (reviews), surveys, case studies, and action research in the empirical methods used evolved over time?""",What are the common themes identified in RE empirical research over time?,0.6784
11,How has the proportion of replications evolved over time?,What are the common themes identified in RE empirical research over time?,0.3218
12,How has the use of triangulation for research design evolved over time?,What are the common themes identified in RE empirical research over time?,0.4435
13,How often are those who conduct the studies also the authors of the papers?,How frequently is ethnography used as an empirical method in RE studies?,0.5106
14,How do the authors justify preventing bias in the study results?,What challenges do researchers face when conducting empirical studies in RE?,0.5096
15,How has the proportion of pure demonstrations (proof of concept) and simple experience reports (lessons learned) evolved over time?,What are the common themes identified in RE empirical research over time?,0.4463
16,How has comparing new approaches with relevant alternative approaches used in the industry evolved over time?,What are the findings of empirical studies that compare different RE methodologies?,0.5893
17,How often are which statistical methods used?,What specific empirical methods are most prevalent in RE studies?,0.6309
18,How has the use of statistical methods evolved over time?,What specific empirical methods are most prevalent in RE studies?,0.5216
19,Do authors report that assumptions and limitations of statistical methods are met before using them?,What specific empirical methods are most prevalent in RE studies?,0.4633
20,How has the definition of the population evolved over time?,What are the common themes identified in RE empirical research over time?,0.3599
21,How has the use of power analysis and effect size estimation evolved over time?,How is the effectiveness of specific RE methods quantitatively measured?,0.4146
22,How has the reporting of threats to validity evolved over time?,How do empirical studies approach the challenge of validating RE techniques?,0.4188
23,What types of threats to validity do the authors report?,What challenges do researchers face when conducting empirical studies in RE?,0.4433
24,How has the use of theories for a diverse and reflective generalization of study results evolved over time?,What are the common themes identified in RE empirical research over time?,0.5821
25,How have the proportions of case studies and action research in the empirical methods used evolved over time?,What specific empirical methods are most prevalent in RE studies?,0.6499
26,How has the reporting of the subjects evolved over time?,What are the common themes identified in RE empirical research over time?,0.5173
27,How has the reporting of the objects of study / treatments evolved over time?,What are the common themes identified in RE empirical research over time?,0.5596
28,How has the reporting of the tasks evolved over time?,What are the common themes identified in RE empirical research over time?,0.4715
29,How has the reporting of the setting evolved over time?,What are the common themes identified in RE empirical research over time?,0.4113
30,Do the authors synthesize and present the results as checklists or guidelines applicable for industrial users?,How do empirical studies evaluate the implementation of RE standards?,0.5022
31,How has the the reporting of the population evolved over time?,What are the main trends in RE identified by broad empirical surveys?,0.4184
32,How has the reporting of the context evolved over time?,What is the role of context factors in interpreting empirical RE data?,0.5053
33,Do the authors exlain WHY their apporach is better than others in a selected context with specific characteristics?,What is the role of context factors in interpreting empirical RE data?,0.3866
34,Do the authors exlain WHEN their apporach is better than others in a selected context with specific characteristics?,What is the role of context factors in interpreting empirical RE data?,0.3483
35,Do the authors exlain HOW their apporach is better than others in a selected context with specific characteristics?,What is the role of context factors in interpreting empirical RE data?,0.4023
36,Do the authors report the selected context of their study with specific characteristics?,What specific empirical methods are most prevalent in RE studies?,0.5512
37,Does the research design allow for efficient reuse of study (results) by other researchers?,How is participant selection typically managed in RE empirical research?,0.5527
38,"""How has the provision of data (the materials used, raw data collected, and study results identified) evolved over time?""",What are the common themes identified in RE empirical research over time?,0.5994
39,How has the reporting of research questions and answers evolved over time?,What are the common themes identified in RE empirical research over time?,0.5758
40,How has the use of language (academic vs. plain) in scientific publications evolved over time?,What are the common tools and languages utilized within RE empirical studies?,0.535
41,Do the authors use a well defined taxonomy for their research design?,What types of empirical research designs are most commonly used in Requirements Engineering (RE)?,0.4786
42,Do the authors use other channels to publish their results for making them available to industrial users?,What are the main findings of collaborative academic-industry RE studies?,0.3983
43,"""What empirical methods are used to conduct integrative and interpretive (systematic literature) reviews, so-called secondary research?""",What specific empirical methods are most prevalent in RE studies?,0.6404
44,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",What specific empirical methods are most prevalent in RE studies?,0.6507
45,Have the authors done a systematic review of related work?,What specific empirical methods are most prevalent in RE studies?,0.4113
46,"""How up-to-date (and relevant) are reported (systematic) reviews, so-called secondary research?""",What are the typical research questions addressed in empirical RE studies?,0.4795
47,How many publications are analyzed in (systematic literature) reviews?,What specific empirical methods are most prevalent in RE studies?,0.5126
48,"""Do the authors synthesize and present the results as checklists or guidelines applicable for industrial users, such as policy-makers, practitioners, and the general public?""",How do empirical studies evaluate the implementation of RE standards?,0.4756
49,"""Do the authors refer to and consistently use a basic terminology, descriptors, and keywords to identify and select primary studies for (systematic literature) reviews?""",What specific empirical methods are most prevalent in RE studies?,0.4833
50,"""Do electronic resources (digital libraries and databases) provide all the functionalies that support the identification, selection, and retrieval of bibliographic and full-text information about SE research?""",How do empirical studies assess the role of documentation in RE?,0.4114
51,Do the authors use multiple digital libraries including publications from SE and RE and related disciplines for (systematic literature) reviews?,What are the trends in the adoption of RE tools according to empirical research?,0.4387
52,Which digital libraries with publications from SE and RE and related disciplines do authors use for (systematic literature) reviews?,What are the trends in the adoption of RE tools according to empirical research?,0.4619
53,Do the authors use (a common set of empirically derived) criteria to assess the quality of individual studies?,What specific empirical methods are most prevalent in RE studies?,0.5969
54,How has the use of (a common set of empirically derived) criteria to assess the quality of individual studies evolved over time?,What specific empirical methods are most prevalent in RE studies?,0.6471
55,Do the authors use (a common set of empirically derived) criteria to characterize the quality of secondary research and thus the overall strength of a body of evidence?,What are the key success factors for RE identified through empirical evidence?,0.535
56,How has the use of (a common set of empirically derived) criteria to characterize the quality of secondary research and thus the overall strength of a body of evidence evolved over time?,What specific empirical methods are most prevalent in RE studies?,0.5826
57,Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,What are the common tools and languages utilized within RE empirical studies?,0.6266
58,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,What are the common tools and languages utilized within RE empirical studies?,0.663
59,How has the use of conceptual and operational definitions for key constructs and variables evolved over time in empirical research in SE and RE?,What are the common tools and languages utilized within RE empirical studies?,0.5811
60,How many different empirical methods are used per publication?,What specific empirical methods are most prevalent in RE studies?,0.6872
