,expertCQs,best_genCQs,best_cos_score
0,How has the proportion of empirical studies evolved over time?,How do experiments contribute to empirical research in Requirements Engineering?,0.4717
1,How often are which empirical methods used over time?,What types of data collection methods are used in empirical Requirements Engineering research?,0.5411
2,Which sub-fields of SE and RE do the empirical studies cover over time?,What are the contributions of longitudinal studies to empirical Requirements Engineering research?,0.525
3, How do the authors justify the lack of a proper study?,How has the gap between research and practice in Requirements Engineering been addressed?,0.3718
4,How has the proportion of papers that do not have an empirical study evolved over time?,How do empirical studies address the scalability of Requirements Engineering practices?,0.4416
5,How many empirical studies are by authors working for large software development companies?,How is empirical research in Requirements Engineering related to software engineering practices?,0.6057
6,How has the proportion of studies by authors working for large software development companies evolved over time?,How is empirical research in Requirements Engineering related to software engineering practices?,0.4987
7,"""How has building on previous research data and results, including from other disciplines, evolved over time?""",What are the contributions of longitudinal studies to empirical Requirements Engineering research?,0.4552
8,How do the authors justify the selection and combination of empirical methods and design elements?,What are the methodological approaches used in empirical Requirements Engineering studies?,0.608
9,How often are which empirical methods used?,What types of data collection methods are used in empirical Requirements Engineering research?,0.5748
10,"""How have the proportions of experiments, secondary research (reviews), surveys, case studies, and action research in the empirical methods used evolved over time?""",What are the contributions of longitudinal studies to empirical Requirements Engineering research?,0.5288
11,How has the proportion of replications evolved over time?,How are replication studies used in empirical Requirements Engineering research?,0.4388
12,How has the use of triangulation for research design evolved over time?,What are the benefits of interdisciplinary research in empirical Requirements Engineering?,0.4055
13,How often are those who conduct the studies also the authors of the papers?,What are the contributions of longitudinal studies to empirical Requirements Engineering research?,0.3239
14,How do the authors justify preventing bias in the study results?,How do experiments contribute to empirical research in Requirements Engineering?,0.3576
15,How has the proportion of pure demonstrations (proof of concept) and simple experience reports (lessons learned) evolved over time?,How is empirical evidence used to inform Requirements Engineering practices?,0.3815
16,How has comparing new approaches with relevant alternative approaches used in the industry evolved over time?,How do mixed-methods approaches enhance empirical research in Requirements Engineering?,0.4618
17,How often are which statistical methods used?,How are quantitative research methods utilized in empirical Requirements Engineering studies?,0.4592
