,genCQ,expertCQ,cos_score
0,How do empirical studies align with the empirical software engineering methodologies?,How do the authors justify the selection and combination of empirical methods and design elements?,0.6975
1,How do empirical studies align with the empirical software engineering methodologies?,How many empirical studies are by authors working for large software development companies?,0.6850
2,How do empirical studies align with the empirical software engineering methodologies?,How often are which empirical methods used?,0.6827
3,How do empirical studies align with the empirical software engineering methodologies?,How has the number of empirical methods used per publication evolved over time?,0.6623
4,What types of empirical research methods are commonly used in Requirements Engineering?,How often are which empirical methods used?,0.6503
5,How do empirical studies align with the empirical software engineering methodologies?,How many different empirical methods are used per publication?,0.6383
6,What types of empirical research methods are commonly used in Requirements Engineering?,How many different empirical methods are used per publication?,0.6364
7,How do empirical studies align with the empirical software engineering methodologies?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.6326
8,"What is the significance of different research components such as techniques, tools, and activities in empirical studies?",What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.6243
9,How do empirical studies align with the empirical software engineering methodologies?,How often are which empirical methods used over time?,0.6237
10,How do empirical studies align with the empirical software engineering methodologies?,Which methods are used to synthesize evidence from data of different empirical methods?,0.6225
11,What are the main challenges faced in conducting empirical software engineering research?,How many empirical studies are by authors working for large software development companies?,0.6210
12,"What is the significance of different research components such as techniques, tools, and activities in empirical studies?",How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.6192
13,What types of empirical research methods are commonly used in Requirements Engineering?,How do the authors justify the selection and combination of empirical methods and design elements?,0.6155
14,How do empirical studies align with the empirical software engineering methodologies?,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",0.6100
15,What types of empirical research methods are commonly used in Requirements Engineering?,How often are which empirical methods used over time?,0.6046
16,What types of empirical research methods are commonly used in Requirements Engineering?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.6031
17,What types of empirical research methods are commonly used in Requirements Engineering?,Which methods are used to synthesize evidence from data of different empirical methods?,0.6029
18,How are empirical research findings transferred into practice in Requirements Engineering?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5950
19,What research methods were identified in the systematic literature review process within Requirements Engineering?,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",0.5939
20,How do empirical studies align with the empirical software engineering methodologies?,How has the proportion of empirical studies evolved over time?,0.5926
21,What does the framework to structure empirical Requirements Engineering research include?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5914
22,What research methods were identified in the systematic literature review process within Requirements Engineering?,"""What empirical methods are used to conduct integrative and interpretive (systematic literature) reviews, so-called secondary research?""",0.5912
23,What types of empirical research methods are commonly used in Requirements Engineering?,How has the number of empirical methods used per publication evolved over time?,0.5907
24,How do empirical studies align with the empirical software engineering methodologies?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5906
25,"What is the significance of different research components such as techniques, tools, and activities in empirical studies?",Which sub-fields of SE and RE do the empirical studies cover over time?,0.5837
26,How do empirical studies align with the empirical software engineering methodologies?,Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,0.5824
27,"What is the significance of different research components such as techniques, tools, and activities in empirical studies?",Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,0.5810
28,How important are role definitions in Requirements Engineering practices according to empirical research?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5798
29,What are the potential benefits of standardized terminology in empirical Requirements Engineering research?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5761
30,What are the potential benefits of standardized terminology in empirical Requirements Engineering research?,How has the use of conceptual and operational definitions for key constructs and variables evolved over time in empirical research in SE and RE?,0.5756
31,"What is the significance of different research components such as techniques, tools, and activities in empirical studies?","""How have the proportions of experiments, secondary research (reviews), surveys, case studies, and action research in the empirical methods used evolved over time?""",0.5751
32,How are components evaluated in the empirical research map for Requirements Engineering?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5723
33,"What role do other types of empirical studies, such as experiments, play in Requirements Engineering research?",What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5709
34,How are empirical research findings transferred into practice in Requirements Engineering?,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",0.5706
35,"What is the significance of different research components such as techniques, tools, and activities in empirical studies?",How many different empirical methods are used per publication?,0.5700
36,How do empirical studies align with the empirical software engineering methodologies?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.5687
37,What are the potential benefits of standardized terminology in empirical Requirements Engineering research?,Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,0.5678
38,"What role do other types of empirical studies, such as experiments, play in Requirements Engineering research?",How many empirical studies are by authors working for large software development companies?,0.5676
