,genCQ,expertCQ,cos_score
0,How are case studies used to gather empirical data in Requirements Engineering?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.6418
1,How does the adoption of scenario techniques compare to other techniques in empirical studies?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.6295
2,What are the common research methods used in empirical Requirements Engineering studies?,How do the authors justify the selection and combination of empirical methods and design elements?,0.6127
3,What are the common research methods used in empirical Requirements Engineering studies?,How often are which empirical methods used?,0.6074
4,How do contextual and background information of participants influence the outcomes of empirical RE studies?,Do the authors report the selected context of their study with specific characteristics?,0.6049
5,How do contextual and background information of participants influence the outcomes of empirical RE studies?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.5922
6,What are the common research methods used in empirical Requirements Engineering studies?,How many different empirical methods are used per publication?,0.5894
7,What are the common research methods used in empirical Requirements Engineering studies?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5860
8,What role does the generalization of empirical data play in Requirements Engineering research?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5836
9,What are the common research methods used in empirical Requirements Engineering studies?,Which methods are used to synthesize evidence from data of different empirical methods?,0.5796
10,How are qualitative insights gathered in empirical Requirements Engineering studies?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5787
11,What are the common themes identified in Requirements Engineering empirical research?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5762
12,How does the complexity of software engineering affect empirical research in Requirements Engineering?,How many empirical studies are by authors working for large software development companies?,0.5722
13,What are the common research methods used in empirical Requirements Engineering studies?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.5692
14,How are qualitative insights gathered in empirical Requirements Engineering studies?,Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,0.5665
15,What role does the generalization of empirical data play in Requirements Engineering research?,Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,0.5636
16,How does the adoption of scenario techniques compare to other techniques in empirical studies?,How has comparing new approaches with relevant alternative approaches used in the industry evolved over time?,0.5635
17,How does empirical research help in understanding the variety of factors in Requirements Engineering?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5634
18,What are the common research methods used in empirical Requirements Engineering studies?,How often are which empirical methods used over time?,0.5630
19,How does the diversity of terminology affect empirical research in Requirements Engineering?,Do the authors use a well defined taxonomy for their research design?,0.5594
20,How do strategic requirements differ from operational requirements in empirical studies?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5589
21,What are the common contextual factors considered in empirical Requirements Engineering studies?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5541
22,What are the common research methods used in empirical Requirements Engineering studies?,How has the number of empirical methods used per publication evolved over time?,0.5487
23,How does the adoption of scenario techniques compare to other techniques in empirical studies?,How do the authors justify the selection and combination of empirical methods and design elements?,0.5482
24,How does the diversity of terminology affect empirical research in Requirements Engineering?,How has the use of conceptual and operational definitions for key constructs and variables evolved over time in empirical research in SE and RE?,0.5458
25,How are qualitative insights gathered in empirical Requirements Engineering studies?,How has the use of conceptual and operational definitions for key constructs and variables evolved over time in empirical research in SE and RE?,0.5457
26,What are the common research methods used in empirical Requirements Engineering studies?,"""What empirical methods are used to conduct integrative and interpretive (systematic literature) reviews, so-called secondary research?""",0.5449
27,How do strategic requirements differ from operational requirements in empirical studies?,Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,0.5433
28,What are the common themes identified in Requirements Engineering empirical research?,Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,0.5416
29,How does the diversity of terminology affect empirical research in Requirements Engineering?,Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,0.5404
30,What are the common research methods used in empirical Requirements Engineering studies?,How many empirical studies are by authors working for large software development companies?,0.5395
31,How are case studies used to gather empirical data in Requirements Engineering?,How many empirical studies are by authors working for large software development companies?,0.5392
32,How do individual and company contexts interact in empirical Requirements Engineering research?,Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,0.5391
