,genCQ,expertCQ,cos_score
0,What are the variations between different empirical research methods in RE?,How many different empirical methods are used per publication?,0.7367
1,What are the primary disciplinary differences in RE empirical methods?,How often are which empirical methods used?,0.7342
2,What are the variations between different empirical research methods in RE?,How often are which empirical methods used?,0.7307
3,How does empirical research contribute to software systems development?,How many empirical studies are by authors working for large software development companies?,0.7162
4,What are the variations between different empirical research methods in RE?,How has the number of empirical methods used per publication evolved over time?,0.7104
5,What are the primary disciplinary differences in RE empirical methods?,How many different empirical methods are used per publication?,0.7051
6,How are empirical studies replicated in different contexts?,How has the proportion of empirical studies evolved over time?,0.7047
7,How are empirical RE findings made available for broader use?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7007
8,What terminologies are essential to empirical software engineering in RE?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.6955
9,What are the primary research methods used in empirical RE surveys?,How often are which empirical methods used?,0.6921
10,What are the recurring problems in RE identified in empirical studies?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6919
11,What are the primary disciplinary differences in RE empirical methods?,How has the number of empirical methods used per publication evolved over time?,0.6905
12,What are the primary disciplinary differences in RE empirical methods?,How often are which empirical methods used over time?,0.6893
13,What are the primary disciplinary differences in RE empirical methods?,Which methods are used to synthesize evidence from data of different empirical methods?,0.6889
14,What are the roles of different research methods in empirical RE studies?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6836
15,What are the future directions for empirical RE research?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6833
16,What are the common empirical methods in software engineering research?,How many empirical studies are by authors working for large software development companies?,0.6824
17,What are the common empirical methods in software engineering research?,How often are which empirical methods used?,0.6817
18,What are the variations between different empirical research methods in RE?,How often are which empirical methods used over time?,0.6812
19,What are the roles of different research methods in empirical RE studies?,Which methods are used to synthesize evidence from data of different empirical methods?,0.6809
20,Which methodological approaches underpin empirical RE research?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6801
21,How are empirical studies replicated in different contexts?,Which methods are used to synthesize evidence from data of different empirical methods?,0.6771
22,What are the primary disciplinary differences in RE empirical methods?,How do the authors justify the selection and combination of empirical methods and design elements?,0.6771
23,How are empirical studies replicated in different contexts?,How has the number of empirical methods used per publication evolved over time?,0.6759
24,What are the variations between different empirical research methods in RE?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6749
25,How are empirical studies in RE evaluated for quality?,Do the authors use (a common set of empirically derived) criteria to assess the quality of individual studies?,0.6748
26,What are the variations between different empirical research methods in RE?,Which methods are used to synthesize evidence from data of different empirical methods?,0.6727
27,What are the primary research methods used in empirical RE surveys?,Which methods are used to synthesize evidence from data of different empirical methods?,0.6682
28,What are the variations between different empirical research methods in RE?,How do the authors justify the selection and combination of empirical methods and design elements?,0.6676
29,What are the challenges in replicating empirical RE studies?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6657
30,What are the common empirical methods in software engineering research?,How do the authors justify the selection and combination of empirical methods and design elements?,0.6641
31,How are empirical studies replicated in different contexts?,How many different empirical methods are used per publication?,0.6630
32,How are empirical studies replicated in different contexts?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6619
33,How are empirical RE findings made available for broader use?,Which methods are used to synthesize evidence from data of different empirical methods?,0.6613
34,What are the roles of different research methods in empirical RE studies?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.6595
35,How are empirical studies replicated in different contexts?,How often are which empirical methods used?,0.6582
36,What is the impact of different variables in empirical RE research?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.6580
37,Which methodological approaches underpin empirical RE research?,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",0.6579
38,How are empirical RE findings made available for broader use?,How often are which empirical methods used?,0.6561
39,What terminologies are essential to empirical software engineering in RE?,Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,0.6561
40,What are the roles of different research methods in empirical RE studies?,How many different empirical methods are used per publication?,0.6551
41,Which methodological approaches underpin empirical RE research?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.6540
42,How are empirical RE findings made available for broader use?,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",0.6530
43,Which methodological approaches underpin empirical RE research?,Which methods are used to synthesize evidence from data of different empirical methods?,0.6528
44,How are empirical studies in RE evaluated for quality?,How has the use of (a common set of empirically derived) criteria to assess the quality of individual studies evolved over time?,0.6513
45,What are the primary research methods used in empirical RE surveys?,How many different empirical methods are used per publication?,0.6513
46,What are the roles of different research methods in empirical RE studies?,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",0.6513
47,What are the primary research methods used in empirical RE surveys?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6512
48,What are the variations between different empirical research methods in RE?,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",0.6485
49,What are the primary research methods used in empirical RE surveys?,How often are which empirical methods used over time?,0.6475
50,Which methodological approaches underpin empirical RE research?,How often are which empirical methods used?,0.6463
51,What are the roles of different research methods in empirical RE studies?,How often are which empirical methods used?,0.6461
52,How are empirical studies replicated in different contexts?,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",0.6461
53,What further empirical evidence is needed in RE?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6442
54,What are the variations between different empirical research methods in RE?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.6441
55,How are empirical RE findings made available for broader use?,How has the number of empirical methods used per publication evolved over time?,0.6437
56,How are empirical RE findings made available for broader use?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.6437
57,Which methodological approaches underpin empirical RE research?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.6422
58,What are the recurring problems in RE identified in empirical studies?,How has the proportion of empirical studies evolved over time?,0.6413
59,What is the impact of different variables in empirical RE research?,Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,0.6408
60,What are the primary disciplinary differences in RE empirical methods?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6402
61,How is a survey conducted and analyzed in empirical RE?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6385
62,What are the critical elements of an effective RE empirical study?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.6377
63,What are the roles of different research methods in empirical RE studies?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.6376
64,What are the roles of different research methods in empirical RE studies?,How has the number of empirical methods used per publication evolved over time?,0.6358
65,What are the critical elements of an effective RE empirical study?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6353
66,What are the obstacles to implementing empirical findings in RE?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6348
67,What are the common empirical methods in software engineering research?,Which methods are used to synthesize evidence from data of different empirical methods?,0.6342
68,How does empirical research contribute to software systems development?,How has the proportion of studies by authors working for large software development companies evolved over time?,0.6337
69,What are the common empirical methods in software engineering research?,How many different empirical methods are used per publication?,0.6328
70,What are the primary research methods used in empirical RE surveys?,"""How have the proportions of experiments, secondary research (reviews), surveys, case studies, and action research in the empirical methods used evolved over time?""",0.6325
71,Which methodological approaches underpin empirical RE research?,How do the authors justify the selection and combination of empirical methods and design elements?,0.6324
72,Which methodological approaches underpin empirical RE research?,How has the number of empirical methods used per publication evolved over time?,0.6323
73,What are the common empirical methods in software engineering research?,How often are which empirical methods used over time?,0.6316
74,What are the roles of different research methods in empirical RE studies?,"""What empirical methods are used to conduct integrative and interpretive (systematic literature) reviews, so-called secondary research?""",0.6310
75,How are empirical RE findings made available for broader use?,"""How have the proportions of experiments, secondary research (reviews), surveys, case studies, and action research in the empirical methods used evolved over time?""",0.6309
76,What are the best practices for RE documented in empirical studies?,Which methods are used to synthesize evidence from data of different empirical methods?,0.6294
77,Which methodological approaches underpin empirical RE research?,"""What empirical methods are used to conduct integrative and interpretive (systematic literature) reviews, so-called secondary research?""",0.6291
78,What are the roles of different research methods in empirical RE studies?,"""How have the proportions of experiments, secondary research (reviews), surveys, case studies, and action research in the empirical methods used evolved over time?""",0.6288
79,What challenges remain in the empirical study of RE?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6286
80,Which methodological approaches underpin empirical RE research?,How often are which empirical methods used over time?,0.6278
81,What are the primary knowledge claims in empirical RE research?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6277
82,How are empirical studies replicated in different contexts?,How often are which empirical methods used over time?,0.6273
83,How are empirical RE findings made available for broader use?,How often are which empirical methods used over time?,0.6273
84,How are empirical RE findings made available for broader use?,How has the proportion of empirical studies evolved over time?,0.6272
85,Which methodological approaches underpin empirical RE research?,"""How have the proportions of experiments, secondary research (reviews), surveys, case studies, and action research in the empirical methods used evolved over time?""",0.6255
86,How do we refine theories through empirical RE research?,How many theories from the SE and RE are there?,0.6241
87,How are empirical RE findings made available for broader use?,How many different empirical methods are used per publication?,0.6233
