,genCQ,expertCQ,cos_score
0,What are the typical sub-concepts or subclasses involved in empirical RE research？,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7278
1,What are appropriate search strategies for identifying empirical studies in RE?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7168
2,What are the main focuses and common gaps found in empirical RE research?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7046
3,What are the successes and limitations of current empirical RE research?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6939
4,What are the basic terminologies in empirical software engineering related to RE?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.6881
5,What are the different methods of data collection and analysis in empirical RE research?,Which methods are used to synthesize evidence from data of different empirical methods?,0.6866
6,What principles have been under-investigated in RE empirical research?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6847
7,What are the significant but under-researched variables in empirical RE studies?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.6755
8,What are the typical sub-concepts or subclasses involved in empirical RE research？,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.6745
9,What are the benefits of common research agendas focused on empirical methods in RE?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6711
10,What principles have been under-investigated in RE empirical research?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.6683
11,How can empirical RE research be resourced and supported for comprehensive insights?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6575
12,What are the benefits of common research agendas focused on empirical methods in RE?,How do the authors justify the selection and combination of empirical methods and design elements?,0.6543
13,How do systematic reviews and meta-analyses contribute to RE research?,"""What empirical methods are used to conduct integrative and interpretive (systematic literature) reviews, so-called secondary research?""",0.6526
14,What are the different methods of data collection and analysis in empirical RE research?,How many different empirical methods are used per publication?,0.6498
15,Why is empirical research less common in software engineering compared to other fields?,How many empirical studies are by authors working for large software development companies?,0.6474
16,What are the significant but under-researched variables in empirical RE studies?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6470
17,What principles have been under-investigated in RE empirical research?,Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,0.6439
18,How do systematic reviews and meta-analyses contribute to RE research?,"""How up-to-date (and relevant) are reported (systematic) reviews, so-called secondary research?""",0.6429
19,How can a standard level of abstraction be identified in empirical RE research?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.6427
20,What are the typical sub-concepts or subclasses involved in empirical RE research？,Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,0.6406
21,What are the significant but under-researched variables in empirical RE studies?,Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,0.6392
22,What are the different methods of data collection and analysis in empirical RE research?,How often are which empirical methods used?,0.6391
23,What are the different methods of data collection and analysis in empirical RE research?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6388
24,How do systematic reviews and meta-analyses contribute to RE research?,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",0.6382
25,What are the challenges of conducting empirical research in the field of software engineering?,How many empirical studies are by authors working for large software development companies?,0.6378
26,What are the main focuses and common gaps found in empirical RE research?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.6348
27,How can empirical RE research be resourced and supported for comprehensive insights?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.6344
28,How can empirical research findings be translated into practical RE tool support?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.6325
29,What are the basic terminologies in empirical software engineering related to RE?,Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,0.6315
30,Why is empirical research less common in software engineering compared to other fields?,How has the proportion of empirical studies evolved over time?,0.6310
31,What are the benefits of common research agendas focused on empirical methods in RE?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.6288
32,How can a standard level of abstraction be identified in empirical RE research?,Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,0.6283
33,What principles have been under-investigated in RE empirical research?,"""How have the proportions of experiments, secondary research (reviews), surveys, case studies, and action research in the empirical methods used evolved over time?""",0.6227
34,What are the different methods of data collection and analysis in empirical RE research?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.6213
35,How can technology aid in the systematic preparation of empirical RE research results？,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",0.6210
36,What are current meta-analysis guidelines applicable to empirical RE research?,"""What empirical methods are used to conduct integrative and interpretive (systematic literature) reviews, so-called secondary research?""",0.6193
37,What principles have been under-investigated in RE empirical research?,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",0.6190
38,What principles have been under-investigated in RE empirical research?,How do the authors justify the selection and combination of empirical methods and design elements?,0.6187
39,How can empirical research findings be translated into practical RE tool support?,Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,0.6185
40,How can empirical research findings be translated into practical RE tool support?,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",0.6166
41,How can context and principle be more effectively incorporated into empirical RE research?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.6162
42,How does the diversity of approaches in RE impact empirical research outcomes?,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",0.6160
43,What are the benefits of common research agendas focused on empirical methods in RE?,"""How have the proportions of experiments, secondary research (reviews), surveys, case studies, and action research in the empirical methods used evolved over time?""",0.6139
44,Why is empirical research less common in software engineering compared to other fields?,How has the number of empirical methods used per publication evolved over time?,0.6138
45,How is the iterative approach examined empirically in RE?,How often are which empirical methods used?,0.6134
46,What are appropriate search strategies for identifying empirical studies in RE?,"""How have the proportions of experiments, secondary research (reviews), surveys, case studies, and action research in the empirical methods used evolved over time?""",0.6134
47,What are the different methods of data collection and analysis in empirical RE research?,How often are which empirical methods used over time?,0.6130
48,What are the benefits of common research agendas focused on empirical methods in RE?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.6115
49,Why is empirical research less common in software engineering compared to other fields?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.6115
50,What are the successes and limitations of current empirical RE research?,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",0.6114
51,What are appropriate search strategies for identifying empirical studies in RE?,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",0.6113
52,How can empirical RE research be resourced and supported for comprehensive insights?,Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,0.6108
53,How does empirical research contribute to the standardization of RE practices?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.6097
54,What are the benefits of common research agendas focused on empirical methods in RE?,How has the number of empirical methods used per publication evolved over time?,0.6091
55,What are appropriate search strategies for identifying empirical studies in RE?,How has the proportion of empirical studies evolved over time?,0.6087
56,What are the successes and limitations of current empirical RE research?,How has the proportion of empirical studies evolved over time?,0.6087
57,What are the benefits of common research agendas focused on empirical methods in RE?,How often are which empirical methods used?,0.6085
58,What interdisciplinary approaches are beneficial for RE empirical research?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6077
59,What insights can be drawn from general observations in software engineering practices?,How many empirical studies are by authors working for large software development companies?,0.6074
60,How does empirical research support evidence-based decision-making in RE?,Which methods are used to synthesize evidence from data of different empirical methods?,0.6054
61,What are the benefits of common research agendas focused on empirical methods in RE?,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",0.6052
62,Why is empirical research less common in software engineering compared to other fields?,How has the proportion of studies by authors working for large software development companies evolved over time?,0.6045
63,How does empirical research contribute to the standardization of RE practices?,Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,0.6040
64,What are the successes and limitations of current empirical RE research?,How has the number of empirical methods used per publication evolved over time?,0.6030
65,What is the role of experiments in RE research?,Does the research design allow for efficient reuse of study (results) by other researchers?,0.6026
66,How can empirical RE research be resourced and supported for comprehensive insights?,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",0.6024
67,What are appropriate search strategies for identifying empirical studies in RE?,Which methods are used to synthesize evidence from data of different empirical methods?,0.6010
68,What is the role of continuous RE in empirical studies?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6008
69,What are current meta-analysis guidelines applicable to empirical RE research?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6004
70,How do systematic reviews and meta-analyses contribute to RE research?,Have the authors done a systematic review of related work?,0.5996
71,What are the implications of replicated RE studies for practice progress over time?,Does the research design allow for efficient reuse of study (results) by other researchers?,0.5990
72,How can empirical research findings be translated into practical RE tool support?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.5985
73,How should future empirical studies be designed to address identified gaps in RE research?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.5977
74,What are the different methods of data collection and analysis in empirical RE research?,How has the number of empirical methods used per publication evolved over time?,0.5973
75,How can a standard level of abstraction be identified in empirical RE research?,How has the use of conceptual and operational definitions for key constructs and variables evolved over time in empirical research in SE and RE?,0.5972
76,How can context and principle be more effectively incorporated into empirical RE research?,Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,0.5968
77,What are the successes and limitations of current empirical RE research?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.5961
78,What are current meta-analysis guidelines applicable to empirical RE research?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5950
79,How can empirical research quality be improved in the field of RE?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.5946
80,What principles have been under-investigated in RE empirical research?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.5944
