,genCQ,expertCQ,cos_score
0,What are the trends in empirical RE research methods over the last decade?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7283
1,What recommendations exist for future empirical research in RE?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6931
2,What types of empirical evidence are most lacking in the field of RE?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6815
3,What are the trends in empirical RE research methods over the last decade?,How has the number of empirical methods used per publication evolved over time?,0.6747
4,What are the trends in empirical RE research methods over the last decade?,How often are which empirical methods used over time?,0.6721
5,What are the trends in empirical RE research methods over the last decade?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.6642
6,What empirical methods are used to study RE in practice?,How often are which empirical methods used?,0.6614
7,What are the trends in empirical RE research methods over the last decade?,"""How have the proportions of experiments, secondary research (reviews), surveys, case studies, and action research in the empirical methods used evolved over time?""",0.6554
8,What are the trends in empirical RE research methods over the last decade?,How has the proportion of empirical studies evolved over time?,0.6508
9,What are the barriers to adopting new RE techniques in the industry?,How has comparing new approaches with relevant alternative approaches used in the industry evolved over time?,0.6486
10,What are the trends in empirical RE research methods over the last decade?,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",0.6477
11,What are the trends in empirical RE research methods over the last decade?,How has comparing new approaches with relevant alternative approaches used in the industry evolved over time?,0.6421
12,What are the trends in empirical RE research methods over the last decade?,How often are which empirical methods used?,0.6398
13,What empirical methods are used to study RE in practice?,How often are which empirical methods used over time?,0.6397
14,What empirical methods are used to study RE in practice?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6353
15,What types of empirical evidence are most lacking in the field of RE?,Which methods are used to synthesize evidence from data of different empirical methods?,0.6255
16,What empirical methods are used to study RE in practice?,Which methods are used to synthesize evidence from data of different empirical methods?,0.6105
17,What types of empirical evidence are most lacking in the field of RE?,How has the proportion of empirical studies evolved over time?,0.5975
18,What types of empirical evidence are most lacking in the field of RE?,How has the use of (a common set of empirically derived) criteria to characterize the quality of secondary research and thus the overall strength of a body of evidence evolved over time?,0.5874
19,What are the trends in empirical RE research methods over the last decade?,How many different empirical methods are used per publication?,0.5843
