,genCQ,expertCQ,cos_score
0,What are the core components involved in the interaction between humans and computers?,What is a human–computer interaction?,0.7445
1,What are the core components involved in the interaction between humans and computers?,How can a user interact in human–computer interactions?,0.7217
2,How is user interaction with a system captured and modeled for adaptive purposes?,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,0.6731
3,How is user interaction with a system captured and modeled for adaptive purposes?,How is a user input processed by an interactive computer system?,0.6704
4,How is user interaction with a system captured and modeled for adaptive purposes?,What does make up the user interface of an interactive computer system?,0.6575
5,What are the core components involved in the interaction between humans and computers?,What does make up the user interface of an interactive computer system?,0.6545
6,How is user interaction with a system captured and modeled for adaptive purposes?,How can a user interact in human–computer interactions?,0.6300
7,How is user interaction with a system captured and modeled for adaptive purposes?,Why does a user intentionally interact with an interactive computer system?,0.6214
8,How is user interaction with a system captured and modeled for adaptive purposes?,"Considering intentionality, how can a user interact with an interactive computer system?",0.6207
9,How is user interaction with a system captured and modeled for adaptive purposes?,What is an interactive computer system?,0.6153
10,What are the core components involved in the interaction between humans and computers?,What is a complex interactive computer system?,0.6134
11,How is user interaction with a system captured and modeled for adaptive purposes?,How does a user receive an output from an interactive computer system?,0.6107
12,What are the core components involved in the interaction between humans and computers?,What is an interactive computer system?,0.6017
13,How is user interaction with a system captured and modeled for adaptive purposes?,What is an interactive software system?,0.5857
14,How is user interaction with a system captured and modeled for adaptive purposes?,What is a complex interactive computer system?,0.5810
15,How can multimodal interfaces improve interaction for users with varying abilities?,How can a user interact in human–computer interactions?,0.5586
16,"What relationships exist between input modes, modalities, and mediums in interactive systems?",What does make up the user interface of an interactive computer system?,0.5536
17,How do different user characteristics influence the design and adaptation of user interfaces?,What does make up the user interface of an interactive computer system?,0.5493
18,What are the different levels of user physical capabilities and how do they impact interaction design?,What does make up the user interface of an interactive computer system?,0.5421
19,"What relationships exist between input modes, modalities, and mediums in interactive systems?",How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,0.5382
20,"What relationships exist between input modes, modalities, and mediums in interactive systems?",How is a user input processed by an interactive computer system?,0.5311
21,How can the success of user interface adaptations be evaluated and measured?,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,0.5289
22,What are the core components involved in the interaction between humans and computers?,"Considering intentionality, how can a user interact with an interactive computer system?",0.5284
23,What are the core components involved in the interaction between humans and computers?,Why does a user intentionally interact with an interactive computer system?,0.5276
24,What are the core components involved in the interaction between humans and computers?,How is a user input processed by an interactive computer system?,0.5261
25,What types of data are used for reasoning and adaptation in ontology-based interactive systems?,What is an interactive computer system?,0.5233
26,What types of data are used for reasoning and adaptation in ontology-based interactive systems?,What is an interactive software system?,0.5192
27,What are the core components involved in the interaction between humans and computers?,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,0.5175
28,"What relationships exist between input modes, modalities, and mediums in interactive systems?",What is an interactive computer system?,0.5137
29,In what ways can ontological reasoning be applied to adapt user interfaces?,What does make up the user interface of an interactive computer system?,0.5129
30,How is user interaction with a system captured and modeled for adaptive purposes?,What is a human–computer interaction?,0.5056
