,genCQ,expertCQ,cos_score
0,What are the key concepts and terminologies in human-computer interaction (HCI)?,What is a human–computer interaction?,0.7451
1,What are the key concepts and terminologies in human-computer interaction (HCI)?,How can a user interact in human–computer interactions?,0.6413
2,What are the key concepts and terminologies in human-computer interaction (HCI)?,What is a complex interactive computer system?,0.6247
3,What are the key concepts and terminologies in human-computer interaction (HCI)?,What does make up the user interface of an interactive computer system?,0.6090
4,What are the core components of an adaptive user interface in HCI?,What does make up the user interface of an interactive computer system?,0.6014
5,What are the key concepts and terminologies in human-computer interaction (HCI)?,What is an interactive computer system?,0.5827
6,What are the typical output modalities used in human-computer interactions?,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,0.5813
7,What are the typical output modalities used in human-computer interactions?,How can a user interact in human–computer interactions?,0.5811
8,How does the HCI ontology handle multimodal interaction systems?,How can a user interact in human–computer interactions?,0.5567
9,What are the typical output modalities used in human-computer interactions?,What does make up the user interface of an interactive computer system?,0.5560
10,What are the typical output modalities used in human-computer interactions?,What is a human–computer interaction?,0.5558
11,How does the HCI ontology handle multimodal interaction systems?,What is a complex interactive computer system?,0.5493
12,What are the typical output modalities used in human-computer interactions?,How does a user receive an output from an interactive computer system?,0.5439
13,What are the key concepts and terminologies in human-computer interaction (HCI)?,What is an interactive software system?,0.5418
14,How does the HCI ontology handle multimodal interaction systems?,What is a human–computer interaction?,0.5275
15,What are the different types of interaction modes identified in HCI?,What does make up the user interface of an interactive computer system?,0.5250
16,How does the HCI ontology handle multimodal interaction systems?,What does make up the user interface of an interactive computer system?,0.5233
17,What are the different types of interaction modes identified in HCI?,What is a complex interactive computer system?,0.5142
18,What are the different types of interaction modes identified in HCI?,What is a human–computer interaction?,0.5133
19,How does the HCI ontology handle multimodal interaction systems?,What is an interactive computer system?,0.5103
20,What are the typical output modalities used in human-computer interactions?,How is a user input processed by an interactive computer system?,0.4999
21,How does the HCI ontology handle multimodal interaction systems?,What is an interactive software system?,0.4975
22,How does the HCI ontology handle multimodal interaction systems?,"Considering intentionality, how can a user interact with an interactive computer system?",0.4921
23,What are the different types of interaction modes identified in HCI?,How can a user interact in human–computer interactions?,0.4896
24,What are the core components of an adaptive user interface in HCI?,What is a human–computer interaction?,0.4882
25,What are the typical output modalities used in human-computer interactions?,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,0.4817
26,What are the core components of an adaptive user interface in HCI?,What is a complex interactive computer system?,0.4806
27,What are the typical output modalities used in human-computer interactions?,What is a complex interactive computer system?,0.4798
28,How does the HCI ontology handle multimodal interaction systems?,Why does a user intentionally interact with an interactive computer system?,0.4786
