,genCQ,expertCQ,cos_score
0,What are the key components of an interaction ontology in Human-Computer Interaction (HCI)?,What is a human–computer interaction?,0.6322
1,What are the key components of an interaction ontology in Human-Computer Interaction (HCI)?,How can a user interact in human–computer interactions?,0.5960
2,What are the key components of an interaction ontology in Human-Computer Interaction (HCI)?,What does make up the user interface of an interactive computer system?,0.5566
3,What are the key components of an interaction ontology in Human-Computer Interaction (HCI)?,What is a complex interactive computer system?,0.5535
4,How does an interaction ontology support adaptive user interfaces?,What does make up the user interface of an interactive computer system?,0.5187
5,What are the key components of an interaction ontology in Human-Computer Interaction (HCI)?,What is an interactive computer system?,0.5145
6,What types of user characteristics are considered in an HCI ontology for interface adaptation?,What does make up the user interface of an interactive computer system?,0.5019
7,What ontological concepts are essential to represent user profiles in adaptive HCI systems?,What does make up the user interface of an interactive computer system?,0.4828
8,What are the key components of an interaction ontology in Human-Computer Interaction (HCI)?,What is an interactive software system?,0.4808
9,How does an interaction ontology support adaptive user interfaces?,How can a user interact in human–computer interactions?,0.4804
10,How can user sensory and motor abilities be integrated into the HCI ontology?,How can a user interact in human–computer interactions?,0.4724
11,How are input and output modalities represented in an HCI ontology?,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,0.4693
12,How can user sensory and motor abilities be integrated into the HCI ontology?,What is a human–computer interaction?,0.4542
13,What are the key components of an interaction ontology in Human-Computer Interaction (HCI)?,"Considering intentionality, how can a user interact with an interactive computer system?",0.4502
14,What ontological concepts are essential to represent user profiles in adaptive HCI systems?,What is a complex interactive computer system?,0.4380
15,What are the key components of an interaction ontology in Human-Computer Interaction (HCI)?,Why does a user intentionally interact with an interactive computer system?,0.4378
16,How does an interaction ontology support adaptive user interfaces?,What is an interactive software system?,0.4359
17,How does an interaction ontology support adaptive user interfaces?,What is an interactive computer system?,0.4358
18,How can multimodal interfaces be effectively managed using HCI ontologies?,What does make up the user interface of an interactive computer system?,0.4332
19,How does ontology-based modeling assist in personalizing user interfaces for people with disabilities?,How can a user interact in human–computer interactions?,0.4310
20,How does an interaction ontology support adaptive user interfaces?,"Considering intentionality, how can a user interact with an interactive computer system?",0.4296
21,How can multimodal interfaces be effectively managed using HCI ontologies?,What is a complex interactive computer system?,0.4266
22,How does an interaction ontology support adaptive user interfaces?,What is a complex interactive computer system?,0.4247
23,How can user sensory and motor abilities be integrated into the HCI ontology?,What is a complex interactive computer system?,0.4235
24,What ontological concepts are essential to represent user profiles in adaptive HCI systems?,What is an interactive computer system?,0.4227
25,How does an interaction ontology support adaptive user interfaces?,Why does a user intentionally interact with an interactive computer system?,0.4216
26,How is user feedback integrated into the evolution of an HCI ontology?,What does make up the user interface of an interactive computer system?,0.4204
27,How does an interaction ontology support adaptive user interfaces?,What is a human–computer interaction?,0.4193
28,What types of user characteristics are considered in an HCI ontology for interface adaptation?,How can a user interact in human–computer interactions?,0.4177
29,What ontological concepts are essential to represent user profiles in adaptive HCI systems?,What is an interactive software system?,0.4172
30,How can user sensory and motor abilities be integrated into the HCI ontology?,What does make up the user interface of an interactive computer system?,0.4166
31,What ontological concepts are essential to represent user profiles in adaptive HCI systems?,What does make up a complex user participation?,0.4120
32,How are input and output modalities represented in an HCI ontology?,How is a user input processed by an interactive computer system?,0.4118
33,How does ontology-based modeling assist in personalizing user interfaces for people with disabilities?,What does make up the user interface of an interactive computer system?,0.4103
34,What are the key components of an interaction ontology in Human-Computer Interaction (HCI)?,How is a user input processed by an interactive computer system?,0.4095
35,What prediction methods are used for user behavior in ontology-based adaptive HCI systems?,How can a user interact in human–computer interactions?,0.4084
36,How is user feedback integrated into the evolution of an HCI ontology?,What does make up a complex user participation?,0.4084
37,How can user sensory and motor abilities be integrated into the HCI ontology?,"Considering intentionality, how can a user interact with an interactive computer system?",0.4083
38,What are the key components of an interaction ontology in Human-Computer Interaction (HCI)?,What does make up a complex user participation?,0.4083
39,How can multimodal interfaces be effectively managed using HCI ontologies?,What is an interactive software system?,0.4082
40,How is user feedback integrated into the evolution of an HCI ontology?,What is an interactive software system?,0.4078
41,How can system-specific adaptations be executed based on a semantic layer in HCI?,What is an interactive software system?,0.4036
42,What ontological concepts are essential to represent user profiles in adaptive HCI systems?,How can a user interact in human–computer interactions?,0.4031
43,How can multimodal interfaces be effectively managed using HCI ontologies?,What is a human–computer interaction?,0.4020
44,How is user feedback integrated into the evolution of an HCI ontology?,How can a user interact in human–computer interactions?,0.4019
45,What types of user characteristics are considered in an HCI ontology for interface adaptation?,What is a human–computer interaction?,0.4006
46,What are the steps involved in creating an HCI ontology for adaptive systems?,What is a complex interactive computer system?,0.3994
47,How can multimodal interfaces be effectively managed using HCI ontologies?,How can a user interact in human–computer interactions?,0.3994
