,genCQ,expertCQ,cos_score
0,What are the primary modes of interaction between humans and computers in the HCI domain?,What is a human–computer interaction?,0.7555
1,What are the primary modes of interaction between humans and computers in the HCI domain?,How can a user interact in human–computer interactions?,0.7365
2,How do multimodal interfaces enhance user interaction in HCI systems?,How can a user interact in human–computer interactions?,0.6768
3,How do multimodal interfaces enhance user interaction in HCI systems?,What does make up the user interface of an interactive computer system?,0.6466
4,What are the primary modes of interaction between humans and computers in the HCI domain?,What does make up the user interface of an interactive computer system?,0.6275
5,What are the primary modes of interaction between humans and computers in the HCI domain?,What is a complex interactive computer system?,0.6236
6,How do multimodal interfaces enhance user interaction in HCI systems?,What is a human–computer interaction?,0.6101
7,What are the primary modes of interaction between humans and computers in the HCI domain?,What is an interactive computer system?,0.5852
8,What are the core components of an adaptive interactive system ontology?,What does make up the user interface of an interactive computer system?,0.5842
9,How do multimodal interfaces enhance user interaction in HCI systems?,Why does a user intentionally interact with an interactive computer system?,0.5839
10,What are the core components of an adaptive interactive system ontology?,What is an interactive computer system?,0.5791
11,What are the core components of an adaptive interactive system ontology?,What is an interactive software system?,0.5678
12,What are the core components of an adaptive interactive system ontology?,What is a complex interactive computer system?,0.5651
13,How do multimodal interfaces enhance user interaction in HCI systems?,What is a complex interactive computer system?,0.5647
14,What are the primary modes of interaction between humans and computers in the HCI domain?,Why does a user intentionally interact with an interactive computer system?,0.5589
15,How do multimodal interfaces enhance user interaction in HCI systems?,"Considering intentionality, how can a user interact with an interactive computer system?",0.5463
16,What are the primary modes of interaction between humans and computers in the HCI domain?,"Considering intentionality, how can a user interact with an interactive computer system?",0.5457
17,How do multimodal interfaces enhance user interaction in HCI systems?,What is an interactive computer system?,0.5434
18,How are input and output interaction components classified and related in HCI ontologies?,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,0.5336
19,What types of data are used to customize user interfaces for users with disabilities in HCI systems?,What does make up the user interface of an interactive computer system?,0.5306
20,How do multimodal interfaces enhance user interaction in HCI systems?,How is a user input processed by an interactive computer system?,0.5129
21,What are the primary modes of interaction between humans and computers in the HCI domain?,How is a user input processed by an interactive computer system?,0.5100
22,What are the primary modes of interaction between humans and computers in the HCI domain?,"Considering the human–computer interaction, how can a user participation cause another user participation?",0.5039
23,What are the primary modes of interaction between humans and computers in the HCI domain?,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,0.5025
24,How do multimodal interfaces enhance user interaction in HCI systems?,What is an interactive software system?,0.4963
25,How are input and output interaction components classified and related in HCI ontologies?,How is a user input processed by an interactive computer system?,0.4962
26,What role do ontologies play in the personalization of user interfaces?,What does make up the user interface of an interactive computer system?,0.4892
27,How are input and output interaction components classified and related in HCI ontologies?,What does make up the user interface of an interactive computer system?,0.4867
28,How do multimodal interfaces enhance user interaction in HCI systems?,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,0.4787
29,How can HCI systems adapt interfaces based on user profiles?,What does make up the user interface of an interactive computer system?,0.4758
30,How do multimodal interfaces enhance user interaction in HCI systems?,"Considering the human–computer interaction, how can a user participation cause another user participation?",0.4746
31,How are user attributes such as sensory and motor capabilities represented in HCI ontologies?,What does make up the user interface of an interactive computer system?,0.4711
32,Which semantic technologies are employed for user interface adaptation in HCI?,What does make up the user interface of an interactive computer system?,0.4701
33,What are the primary modes of interaction between humans and computers in the HCI domain?,What is an interactive software system?,0.4671
34,How are input and output interaction components classified and related in HCI ontologies?,What is a complex interactive computer system?,0.4642
35,What are the primary modes of interaction between humans and computers in the HCI domain?,What does make up a complex user participation?,0.4626
36,What are the primary modes of interaction between humans and computers in the HCI domain?,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,0.4599
37,What types of data are used to customize user interfaces for users with disabilities in HCI systems?,How can a user interact in human–computer interactions?,0.4584
38,What kinds of input modalities are commonly utilized in HCI?,How is a user input processed by an interactive computer system?,0.4573
39,What are the core components of an adaptive interactive system ontology?,How is a user input processed by an interactive computer system?,0.4511
40,What are the primary modes of interaction between humans and computers in the HCI domain?,How does a user receive an output from an interactive computer system?,0.4511
41,What role do ontologies play in the personalization of user interfaces?,How can a user interact in human–computer interactions?,0.4500
42,Which semantic technologies are employed for user interface adaptation in HCI?,How can a user interact in human–computer interactions?,0.4483
43,What kinds of input modalities are commonly utilized in HCI?,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,0.4455
44,How are input and output interaction components classified and related in HCI ontologies?,How does a user receive an output from an interactive computer system?,0.4451
45,What are the core components of an adaptive interactive system ontology?,"Considering intentionality, how can a user interact with an interactive computer system?",0.4448
46,How are input and output interaction components classified and related in HCI ontologies?,What is an interactive computer system?,0.4442
47,How is user modeling represented in HCI ontologies?,What does make up the user interface of an interactive computer system?,0.4402
48,Which semantic technologies are employed for user interface adaptation in HCI?,What is a human–computer interaction?,0.4368
49,How can HCI systems adapt interfaces based on user profiles?,How can a user interact in human–computer interactions?,0.4342
