,genCQ,expertCQ,cos_score
0,What are the main components of a Human-Computer Interaction (HCI) system?,What is a human–computer interaction?,0.7416
1,What are the main components of a Human-Computer Interaction (HCI) system?,What does make up the user interface of an interactive computer system?,0.7006
2,What are the main components of a Human-Computer Interaction (HCI) system?,What is a complex interactive computer system?,0.6886
3,What are the main components of a Human-Computer Interaction (HCI) system?,How can a user interact in human–computer interactions?,0.6627
4,What are the main components of a Human-Computer Interaction (HCI) system?,What is an interactive computer system?,0.6515
5,What are the different types of input interactions in HCI?,How is a user input processed by an interactive computer system?,0.5920
6,What are the different types of input interactions in HCI?,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,0.5755
7,What are the main components of a Human-Computer Interaction (HCI) system?,What is an interactive software system?,0.5684
8,How are user interfaces defined within the scope of HCI?,What does make up the user interface of an interactive computer system?,0.5613
9,What are the main components of a Human-Computer Interaction (HCI) system?,How is a user input processed by an interactive computer system?,0.5560
10,What criteria are used to adapt user interfaces based on user characteristics?,What does make up the user interface of an interactive computer system?,0.5538
11,What are the different types of input interactions in HCI?,How can a user interact in human–computer interactions?,0.5496
12,What are the main components of a Human-Computer Interaction (HCI) system?,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,0.5440
13,How do interaction modes influence user experience?,How can a user interact in human–computer interactions?,0.5402
14,What are the main components of a Human-Computer Interaction (HCI) system?,Why does a user intentionally interact with an interactive computer system?,0.5390
15,What are the different types of input interactions in HCI?,What does make up the user interface of an interactive computer system?,0.5337
16,How are user interfaces defined within the scope of HCI?,What is a human–computer interaction?,0.5330
17,How do interaction modes influence user experience?,What does make up the user interface of an interactive computer system?,0.5323
18,What are the main components of a Human-Computer Interaction (HCI) system?,"Considering intentionality, how can a user interact with an interactive computer system?",0.5276
19,What are the relationships between different interaction components in HCI?,What does make up the user interface of an interactive computer system?,0.5181
20,What are the different types of input interactions in HCI?,What is a human–computer interaction?,0.5133
21,What are the different types of input interactions in HCI?,What is a complex interactive computer system?,0.5100
22,What are the different types of output interactions in HCI?,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,0.5068
23,How can multimodal interfaces be designed using semantic technologies?,What does make up the user interface of an interactive computer system?,0.5043
24,What are the different types of output interactions in HCI?,How does a user receive an output from an interactive computer system?,0.5018
25,How do interaction modes influence user experience?,Why does a user intentionally interact with an interactive computer system?,0.5017
26,What are the relationships between different interaction components in HCI?,How can a user interact in human–computer interactions?,0.5001
27,What are the relationships between different interaction components in HCI?,What is a complex interactive computer system?,0.4945
28,How can multimodal interfaces be designed using semantic technologies?,How can a user interact in human–computer interactions?,0.4942
29,What are the relationships between different interaction components in HCI?,What is a human–computer interaction?,0.4886
30,What are the different types of input interactions in HCI?,What is an interactive computer system?,0.4872
31,How can multimodal interfaces be designed using semantic technologies?,What is a complex interactive computer system?,0.4827
32,How can multimodal interfaces be designed using semantic technologies?,What is an interactive computer system?,0.4725
33,How are user interfaces defined within the scope of HCI?,How can a user interact in human–computer interactions?,0.4718
34,What are the main components of a Human-Computer Interaction (HCI) system?,What does make up a complex user participation?,0.4714
35,What criteria are used to adapt user interfaces based on user characteristics?,How can a user interact in human–computer interactions?,0.4693
36,What is the role of modalities in HCI systems?,What is a complex interactive computer system?,0.4691
37,What are the main components of a Human-Computer Interaction (HCI) system?,How does a user receive an output from an interactive computer system?,0.4669
38,What are the different types of output interactions in HCI?,What does make up the user interface of an interactive computer system?,0.4658
39,How can multimodal interfaces be designed using semantic technologies?,"Considering intentionality, how can a user interact with an interactive computer system?",0.4648
40,How can multimodal interfaces be designed using semantic technologies?,What is a human–computer interaction?,0.4645
41,How do interaction modes influence user experience?,"Considering the human–computer interaction, how can a user participation cause another user participation?",0.4617
42,How do interaction modes influence user experience?,What does make up a complex user participation?,0.4612
43,What are the different types of output interactions in HCI?,What is a complex interactive computer system?,0.4595
44,What ontology-based methods exist for personalizing user interfaces?,What does make up the user interface of an interactive computer system?,0.4567
45,How do interaction modes influence user experience?,"Considering intentionality, how can a user interact with an interactive computer system?",0.4559
46,What ontology-based methods exist for personalizing user interfaces?,How can a user interact in human–computer interactions?,0.4533
47,What are the main components of a Human-Computer Interaction (HCI) system?,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,0.4530
48,How can multimodal interfaces be designed using semantic technologies?,What is an interactive software system?,0.4525
49,How are user interfaces defined within the scope of HCI?,What is a complex interactive computer system?,0.4490
50,How can user profiles be modeled in HCI systems?,What is a User?,0.4487
51,What is the role of modalities in HCI systems?,What does make up the user interface of an interactive computer system?,0.4456
52,What are the different types of input interactions in HCI?,How does a user receive an output from an interactive computer system?,0.4450
53,How does reasoning on HCI ontologies support adaptive user interfaces?,What does make up the user interface of an interactive computer system?,0.4440
54,What are the different types of output interactions in HCI?,What is a human–computer interaction?,0.4406
55,What are the different types of input interactions in HCI?,What is an interactive software system?,0.4403
56,What are the different types of output interactions in HCI?,How is a user input processed by an interactive computer system?,0.4388
57,How can user profiles be modeled in HCI systems?,What does make up the user interface of an interactive computer system?,0.4385
58,What are the relationships between different interaction components in HCI?,What is an interactive computer system?,0.4352
59,How do interaction modes influence user experience?,What is a human–computer interaction?,0.4348
60,How are user interfaces defined within the scope of HCI?,What is an interactive computer system?,0.4302
61,How are user interfaces defined within the scope of HCI?,Why does a user intentionally interact with an interactive computer system?,0.4290
62,What are the main components of a Human-Computer Interaction (HCI) system?,"Considering the human–computer interaction, how can a user participation cause another user participation?",0.4284
63,How does the context influence the design of adaptive HCI systems?,What is a complex interactive computer system?,0.4283
64,How do interaction modes influence user experience?,What is a complex interactive computer system?,0.4267
65,How does the context influence the design of adaptive HCI systems?,What does make up the user interface of an interactive computer system?,0.4257
66,How are user interfaces defined within the scope of HCI?,What is an interactive software system?,0.4255
67,How can user profiles be modeled in HCI systems?,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,0.4245
68,How can user profiles be modeled in HCI systems?,What does make up a complex user participation?,0.4224
69,What is the role of modalities in HCI systems?,What is an interactive computer system?,0.4196
70,What are the different types of input interactions in HCI?,Why does a user intentionally interact with an interactive computer system?,0.4190
71,How can user profiles be modeled in HCI systems?,How can a user interact in human–computer interactions?,0.4172
72,What are the different types of output interactions in HCI?,How can a user interact in human–computer interactions?,0.4164
73,What are the relationships between different interaction components in HCI?,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,0.4149
74,What are the different types of output interactions in HCI?,What is an interactive computer system?,0.4142
75,What are the different types of input interactions in HCI?,"Considering intentionality, how can a user interact with an interactive computer system?",0.4113
76,How do interaction modes influence user experience?,What is an interactive computer system?,0.4086
77,How does reasoning on HCI ontologies support adaptive user interfaces?,"Considering intentionality, how can a user interact with an interactive computer system?",0.4055
78,How can multimodal interfaces be designed using semantic technologies?,How is a user input processed by an interactive computer system?,0.4051
