,expertCQs,best_genCQs,best_cos_score
0,How has the proportion of empirical studies evolved over time?,How do researchers in Requirements Engineering ensure the replicability of their empirical studies?,0.504
1,How often are which empirical methods used over time?,What are the most frequently used empirical methods in Requirements Engineering?,0.5979
2,Which sub-fields of SE and RE do the empirical studies cover over time?,What are the common data sources used in empirical Requirements Engineering research?,0.5162
3, How do the authors justify the lack of a proper study?,How do researchers in Requirements Engineering ensure the replicability of their empirical studies?,0.3941
4,How has the proportion of papers that do not have an empirical study evolved over time?,How do researchers in Requirements Engineering ensure the replicability of their empirical studies?,0.4635
5,How many empirical studies are by authors working for large software development companies?,How are empirical studies in Requirements Engineering funded?,0.599
6,How has the proportion of studies by authors working for large software development companies evolved over time?,How are empirical studies in Requirements Engineering funded?,0.5042
7,"""How has building on previous research data and results, including from other disciplines, evolved over time?""",What are the key lessons learned from longitudinal empirical studies in Requirements Engineering?,0.3966
8,How do the authors justify the selection and combination of empirical methods and design elements?,What factors influence the choice of empirical methods in Requirements Engineering studies?,0.6802
9,How often are which empirical methods used?,What are the most frequently used empirical methods in Requirements Engineering?,0.6509
10,"""How have the proportions of experiments, secondary research (reviews), surveys, case studies, and action research in the empirical methods used evolved over time?""",What are the methodological innovations in empirical Requirements Engineering research?,0.5221
11,How has the proportion of replications evolved over time?,How do researchers in Requirements Engineering ensure the replicability of their empirical studies?,0.3123
12,How has the use of triangulation for research design evolved over time?,What are the methodological innovations in empirical Requirements Engineering research?,0.3735
13,How often are those who conduct the studies also the authors of the papers?,What are the typical durations of empirical studies in Requirements Engineering?,0.3372
14,How do the authors justify preventing bias in the study results?,What are the strategies used by empirical researchers to mitigate bias in Requirements Engineering studies?,0.5592
15,How has the proportion of pure demonstrations (proof of concept) and simple experience reports (lessons learned) evolved over time?,How do empirical studies in Requirements Engineering incorporate feedback from practitioners?,0.3851
16,How has comparing new approaches with relevant alternative approaches used in the industry evolved over time?,How has the adoption of empirical methods in Requirements Engineering evolved over the past decade?,0.4783
17,How often are which statistical methods used?,What are the most frequently used empirical methods in Requirements Engineering?,0.4921
18,How has the use of statistical methods evolved over time?,How has the adoption of empirical methods in Requirements Engineering evolved over the past decade?,0.4486
19,Do authors report that assumptions and limitations of statistical methods are met before using them?,What are the common limitations of empirical studies in Requirements Engineering?,0.3954
20,How has the definition of the population evolved over time?,How has the adoption of empirical methods in Requirements Engineering evolved over the past decade?,0.1614
21,How has the use of power analysis and effect size estimation evolved over time?,What are the typical sample sizes used in empirical Requirements Engineering research?,0.3772
22,How has the reporting of threats to validity evolved over time?,How do researchers ensure the reliability and validity of their empirical findings in Requirements Engineering?,0.3806
23,What types of threats to validity do the authors report?,How do empirical studies in Requirements Engineering handle ethical considerations?,0.4044
24,How has the use of theories for a diverse and reflective generalization of study results evolved over time?,How do empirical studies in Requirements Engineering contribute to theory building?,0.4352
25,How have the proportions of case studies and action research in the empirical methods used evolved over time?,How are case studies utilized in empirical Requirements Engineering research?,0.6637
26,How has the reporting of the subjects evolved over time?,What are the typical durations of empirical studies in Requirements Engineering?,0.3745
27,How has the reporting of the objects of study / treatments evolved over time?,What are the typical durations of empirical studies in Requirements Engineering?,0.3973
28,How has the reporting of the tasks evolved over time?,What are the key lessons learned from longitudinal empirical studies in Requirements Engineering?,0.4337
29,How has the reporting of the setting evolved over time?,What are the key lessons learned from longitudinal empirical studies in Requirements Engineering?,0.356
30,Do the authors synthesize and present the results as checklists or guidelines applicable for industrial users?,How have empirical studies influenced Requirements Engineering standards and practices?,0.4137
31,How has the the reporting of the population evolved over time?,How is data typically collected and analyzed in empirical Requirements Engineering research?,0.2346
32,How has the reporting of the context evolved over time?,How do empirical studies in Requirements Engineering handle context-specific variables?,0.4482
33,Do the authors exlain WHY their apporach is better than others in a selected context with specific characteristics?,What factors influence the choice of empirical methods in Requirements Engineering studies?,0.3517
34,Do the authors exlain WHEN their apporach is better than others in a selected context with specific characteristics?,How do empirical studies in Requirements Engineering handle context-specific variables?,0.3288
35,Do the authors exlain HOW their apporach is better than others in a selected context with specific characteristics?,How do empirical studies in Requirements Engineering handle context-specific variables?,0.3696
36,Do the authors report the selected context of their study with specific characteristics?,How is participant selection handled in empirical Requirements Engineering studies?,0.4825
37,Does the research design allow for efficient reuse of study (results) by other researchers?,How do researchers in Requirements Engineering ensure the replicability of their empirical studies?,0.4119
38,"""How has the provision of data (the materials used, raw data collected, and study results identified) evolved over time?""",How is data typically collected and analyzed in empirical Requirements Engineering research?,0.4745
39,How has the reporting of research questions and answers evolved over time?,How are empirical research findings in Requirements Engineering disseminated?,0.4325
40,How has the use of language (academic vs. plain) in scientific publications evolved over time?,What are the common findings regarding the use of tools in Requirements Engineering from empirical studies?,0.2945
41,Do the authors use a well defined taxonomy for their research design?,How do empirical studies in Requirements Engineering address interdisciplinary research needs?,0.4433
42,Do the authors use other channels to publish their results for making them available to industrial users?,What role does industry collaboration play in empirical Requirements Engineering research?,0.353
43,"""What empirical methods are used to conduct integrative and interpretive (systematic literature) reviews, so-called secondary research?""",What are the methodological innovations in empirical Requirements Engineering research?,0.5266
44,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",What are the methodological innovations in empirical Requirements Engineering research?,0.5539
45,Have the authors done a systematic review of related work?,How do empirical studies in Requirements Engineering incorporate feedback from practitioners?,0.3934
46,"""How up-to-date (and relevant) are reported (systematic) reviews, so-called secondary research?""",How do empirical studies in Requirements Engineering incorporate feedback from practitioners?,0.4005
47,How many publications are analyzed in (systematic literature) reviews?,What are the best practices for documenting empirical research in Requirements Engineering?,0.4329
