,expertCQs,best_genCQs,best_cos_score
0,How has the proportion of empirical studies evolved over time?,How has the methodology for empirical RE research evolved over time?,0.687
1,How often are which empirical methods used over time?,What are the most common research methods used in empirical RE studies?,0.7198
2,Which sub-fields of SE and RE do the empirical studies cover over time?,What are the most cited empirical studies in the field of RE?,0.7573
3, How do the authors justify the lack of a proper study?,How are the results of empirical RE studies used to inform practice?,0.4912
4,How has the proportion of papers that do not have an empirical study evolved over time?,What are the trends in publication venues for empirical RE research?,0.611
5,How many empirical studies are by authors working for large software development companies?,How do empirical findings in RE influence software development practices?,0.6517
6,How has the proportion of studies by authors working for large software development companies evolved over time?,How do empirical findings in RE influence software development practices?,0.5921
7,"""How has building on previous research data and results, including from other disciplines, evolved over time?""",How has the methodology for empirical RE research evolved over time?,0.6402
8,How do the authors justify the selection and combination of empirical methods and design elements?,How do RE researchers select appropriate empirical methods for their studies?,0.6736
9,How often are which empirical methods used?,What are the most common research methods used in empirical RE studies?,0.7429
10,"""How have the proportions of experiments, secondary research (reviews), surveys, case studies, and action research in the empirical methods used evolved over time?""",How has the methodology for empirical RE research evolved over time?,0.6608
11,How has the proportion of replications evolved over time?,How do empirical RE studies address the issue of replicability?,0.4888
12,How has the use of triangulation for research design evolved over time?,How has the methodology for empirical RE research evolved over time?,0.4515
13,How often are those who conduct the studies also the authors of the papers?,How often are longitudinal studies conducted in the field of RE?,0.6142
14,How do the authors justify preventing bias in the study results?,What are the common limitations reported in empirical RE studies?,0.4678
15,How has the proportion of pure demonstrations (proof of concept) and simple experience reports (lessons learned) evolved over time?,How has the methodology for empirical RE research evolved over time?,0.4674
16,How has comparing new approaches with relevant alternative approaches used in the industry evolved over time?,How do empirical studies in RE compare against industry best practices?,0.6357
17,How often are which statistical methods used?,How often are mixed-methods studies conducted in empirical RE research?,0.6304
18,How has the use of statistical methods evolved over time?,How has the methodology for empirical RE research evolved over time?,0.5906
19,Do authors report that assumptions and limitations of statistical methods are met before using them?,What are the common limitations reported in empirical RE studies?,0.5533
20,How has the definition of the population evolved over time?,How has the methodology for empirical RE research evolved over time?,0.3291
21,How has the use of power analysis and effect size estimation evolved over time?,What are the typical sample sizes in empirical RE research?,0.4117
22,How has the reporting of threats to validity evolved over time?,What are the most significant findings from empirical RE studies in the past decade?,0.3845
23,What types of threats to validity do the authors report?,What are the common limitations reported in empirical RE studies?,0.4555
24,How has the use of theories for a diverse and reflective generalization of study results evolved over time?,How frequently are grounded theory approaches used in RE studies?,0.6173
