,expertCQs,best_genCQs,best_cos_score
0,How has the proportion of empirical studies evolved over time?,What are the most significant findings from the last decade of empirical RE studies?,0.6757
1,How often are which empirical methods used over time?,How do different empirical methods compare in studying RE practices?,0.6447
2,Which sub-fields of SE and RE do the empirical studies cover over time?,What are the most significant findings from the last decade of empirical RE studies?,0.7358
3, How do the authors justify the lack of a proper study?,How can the findings of RE studies be consistently transferred into practice?,0.4818
4,How has the proportion of papers that do not have an empirical study evolved over time?,What are the most significant findings from the last decade of empirical RE studies?,0.5502
5,How many empirical studies are by authors working for large software development companies?,What are the most significant findings from the last decade of empirical RE studies?,0.5636
6,How has the proportion of studies by authors working for large software development companies evolved over time?,How does the quality and relevance of empirical studies impact their adoption in industry?,0.5355
7,"""How has building on previous research data and results, including from other disciplines, evolved over time?""",What are the most significant findings from the last decade of empirical RE studies?,0.5578
8,How do the authors justify the selection and combination of empirical methods and design elements?,How can empirical methods be integrated into requirements engineering practice?,0.5949
9,How often are which empirical methods used?,What are the best methods for collecting empirical data in RE?,0.6689
10,"""How have the proportions of experiments, secondary research (reviews), surveys, case studies, and action research in the empirical methods used evolved over time?""",What are the most significant findings from the last decade of empirical RE studies?,0.6263
11,How has the proportion of replications evolved over time?,How can the replication of RE studies be improved?,0.3968
12,How has the use of triangulation for research design evolved over time?,How can empirical research in RE guide the development of new technology?,0.402
13,How often are those who conduct the studies also the authors of the papers?,What are the best practices for conducting longitudinal studies in RE?,0.4214
14,How do the authors justify preventing bias in the study results?,How can future empirical studies in RE be designed to maximize their impact?,0.4769
15,How has the proportion of pure demonstrations (proof of concept) and simple experience reports (lessons learned) evolved over time?,How can empirical evidence be more effectively communicated to practitioners?,0.5046
16,How has comparing new approaches with relevant alternative approaches used in the industry evolved over time?,How does the quality and relevance of empirical studies impact their adoption in industry?,0.5533
17,How often are which statistical methods used?,How frequently are specific requirements engineering techniques used in industry?,0.5051
18,How has the use of statistical methods evolved over time?,How have empirical research methods in requirements engineering evolved over time?,0.5162
