,expertCQs,best_genCQs,best_cos_score
0,How has the proportion of empirical studies evolved over time?,How can the success factors identified in empirical studies be validated and adopted more widely?,0.5528
1,How often are which empirical methods used over time?,What methodologies are commonly used in empirical studies on Requirements Engineering?,0.5148
2,Which sub-fields of SE and RE do the empirical studies cover over time?,What are the common perceptions about the usefulness of different empirical research practices among RE researchers?,0.5986
3, How do the authors justify the lack of a proper study?,What recommended practices reported in the literature do researchers and practitioners consider useful for designing and reporting empirical research?,0.4689
4,How has the proportion of papers that do not have an empirical study evolved over time?,How does empirical research contribute to the overall body of knowledge in Requirements Engineering?,0.466
5,How many empirical studies are by authors working for large software development companies?,What are common practices in designing and reporting empirical research carried out by researchers and practitioners?,0.5909
6,How has the proportion of studies by authors working for large software development companies evolved over time?,How does the complexity of software systems impact empirical research in Requirements Engineering?,0.5074
7,"""How has building on previous research data and results, including from other disciplines, evolved over time?""",What are the implications of the diversity in RE methodologies for empirical research?,0.4841
8,How do the authors justify the selection and combination of empirical methods and design elements?,"How does empirical research inform the choice of techniques, methods, and tools in Requirements Engineering?",0.6343
9,How often are which empirical methods used?,What methodologies are commonly used in empirical studies on Requirements Engineering?,0.5561
10,"""How have the proportions of experiments, secondary research (reviews), surveys, case studies, and action research in the empirical methods used evolved over time?""",How can the success factors identified in empirical studies be validated and adopted more widely?,0.5874
11,How has the proportion of replications evolved over time?,What are the implications of the diversity in RE methodologies for empirical research?,0.2411
12,How has the use of triangulation for research design evolved over time?,What are common practices in designing and reporting empirical research carried out by researchers and practitioners?,0.4387
13,How often are those who conduct the studies also the authors of the papers?,What are common practices in designing and reporting empirical research carried out by researchers and practitioners?,0.4381
14,How do the authors justify preventing bias in the study results?,How can the success factors identified in empirical studies be validated and adopted more widely?,0.4373
15,How has the proportion of pure demonstrations (proof of concept) and simple experience reports (lessons learned) evolved over time?,What are the common perceptions about the usefulness of different empirical research practices among RE researchers?,0.371
16,How has comparing new approaches with relevant alternative approaches used in the industry evolved over time?,What are the implications of the diversity in RE methodologies for empirical research?,0.4866
17,How often are which statistical methods used?,How can the success factors identified in empirical studies be validated and adopted more widely?,0.457
18,How has the use of statistical methods evolved over time?,What are the key factors influencing the adoption of empirical research methods in Requirements Engineering?,0.4253
19,Do authors report that assumptions and limitations of statistical methods are met before using them?,How can the success factors identified in empirical studies be validated and adopted more widely?,0.4657
20,How has the definition of the population evolved over time?,What are the implications of the diversity in RE methodologies for empirical research?,0.2464
21,How has the use of power analysis and effect size estimation evolved over time?,How can the success factors identified in empirical studies be validated and adopted more widely?,0.3253
22,How has the reporting of threats to validity evolved over time?,What are the main challenges in reporting empirical research findings in Requirements Engineering?,0.4105
23,What types of threats to validity do the authors report?,What recommended practices reported in the literature do researchers and practitioners consider useful for designing and reporting empirical research?,0.4449
24,How has the use of theories for a diverse and reflective generalization of study results evolved over time?,What are the implications of the diversity in RE methodologies for empirical research?,0.5917
25,How have the proportions of case studies and action research in the empirical methods used evolved over time?,How can the success factors identified in empirical studies be validated and adopted more widely?,0.6247
26,How has the reporting of the subjects evolved over time?,What are common practices in designing and reporting empirical research carried out by researchers and practitioners?,0.4225
27,How has the reporting of the objects of study / treatments evolved over time?,What are common practices in designing and reporting empirical research carried out by researchers and practitioners?,0.5633
28,How has the reporting of the tasks evolved over time?,What are the main challenges in reporting empirical research findings in Requirements Engineering?,0.4813
29,How has the reporting of the setting evolved over time?,What are common practices in designing and reporting empirical research carried out by researchers and practitioners?,0.4497
30,Do the authors synthesize and present the results as checklists or guidelines applicable for industrial users?,How can a unified checklist improve the design and reporting of empirical research in Requirements Engineering?,0.5069
31,How has the the reporting of the population evolved over time?,What are common practices in designing and reporting empirical research carried out by researchers and practitioners?,0.3276
32,How has the reporting of the context evolved over time?,What are the main challenges in reporting empirical research findings in Requirements Engineering?,0.3929
33,Do the authors exlain WHY their apporach is better than others in a selected context with specific characteristics?,What are the implications of the diversity in RE methodologies for empirical research?,0.3553
34,Do the authors exlain WHEN their apporach is better than others in a selected context with specific characteristics?,What are the implications of the diversity in RE methodologies for empirical research?,0.3136
35,Do the authors exlain HOW their apporach is better than others in a selected context with specific characteristics?,What are the implications of the diversity in RE methodologies for empirical research?,0.3622
36,Do the authors report the selected context of their study with specific characteristics?,What recommended practices reported in the literature do researchers and practitioners consider useful for designing and reporting empirical research?,0.564
37,Does the research design allow for efficient reuse of study (results) by other researchers?,What are the common perceptions about the usefulness of different empirical research practices among RE researchers?,0.6104
38,"""How has the provision of data (the materials used, raw data collected, and study results identified) evolved over time?""",What are common practices in designing and reporting empirical research carried out by researchers and practitioners?,0.4428
39,How has the reporting of research questions and answers evolved over time?,What are common practices in designing and reporting empirical research carried out by researchers and practitioners?,0.5495
40,How has the use of language (academic vs. plain) in scientific publications evolved over time?,What are common practices in designing and reporting empirical research carried out by researchers and practitioners?,0.3291
41,Do the authors use a well defined taxonomy for their research design?,What are common practices in designing and reporting empirical research carried out by researchers and practitioners?,0.4908
42,Do the authors use other channels to publish their results for making them available to industrial users?,What are common practices in designing and reporting empirical research carried out by researchers and practitioners?,0.4029
43,"""What empirical methods are used to conduct integrative and interpretive (systematic literature) reviews, so-called secondary research?""",What recommended practices reported in the literature do researchers and practitioners consider useful for designing and reporting empirical research?,0.6644
44,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",What recommended practices reported in the literature do researchers and practitioners consider useful for designing and reporting empirical research?,0.6462
45,Have the authors done a systematic review of related work?,What recommended practices reported in the literature do researchers and practitioners consider useful for designing and reporting empirical research?,0.4819
46,"""How up-to-date (and relevant) are reported (systematic) reviews, so-called secondary research?""",What recommended practices reported in the literature do researchers and practitioners consider useful for designing and reporting empirical research?,0.5355
47,How many publications are analyzed in (systematic literature) reviews?,What recommended practices reported in the literature do researchers and practitioners consider useful for designing and reporting empirical research?,0.5624
48,"""Do the authors synthesize and present the results as checklists or guidelines applicable for industrial users, such as policy-makers, practitioners, and the general public?""",What are common practices in designing and reporting empirical research carried out by researchers and practitioners?,0.4716
