,expertCQs,best_genCQs,best_cos_score
0,How has the proportion of empirical studies evolved over time?,How does empirical research address fluctuating and conflicting requirements?,0.6086
1,How often are which empirical methods used over time?,What is the frequency and distribution of different empirical research methods in requirements engineering?,0.5996
2,Which sub-fields of SE and RE do the empirical studies cover over time?,What are the general RE needs identified in empirical studies?,0.6879
3, How do the authors justify the lack of a proper study?,What are the general RE needs identified in empirical studies?,0.4609
4,How has the proportion of papers that do not have an empirical study evolved over time?,How does empirical research address fluctuating and conflicting requirements?,0.5272
5,How many empirical studies are by authors working for large software development companies?,How does empirical research address the complexity of software engineering?,0.6383
6,How has the proportion of studies by authors working for large software development companies evolved over time?,How does empirical research address the complexity of software engineering?,0.5248
7,"""How has building on previous research data and results, including from other disciplines, evolved over time?""",How do empirical requirements engineering studies track the evolution of practice over time?,0.5117
8,How do the authors justify the selection and combination of empirical methods and design elements?,What is the role of empirical methods in the development of software engineering knowledge?,0.6179
9,How often are which empirical methods used?,What is the frequency and distribution of different empirical research methods in requirements engineering?,0.6409
10,"""How have the proportions of experiments, secondary research (reviews), surveys, case studies, and action research in the empirical methods used evolved over time?""",What are the general RE needs identified in empirical studies?,0.5647
11,How has the proportion of replications evolved over time?,"How frequently are empirical requirements engineering studies replicated, and what are their outcomes?",0.3489
12,How has the use of triangulation for research design evolved over time?,How do researchers develop a research map in requirements engineering?,0.4061
13,How often are those who conduct the studies also the authors of the papers?,"How frequently are empirical requirements engineering studies replicated, and what are their outcomes?",0.3517
14,How do the authors justify preventing bias in the study results?,How does empirical research address fluctuating and conflicting requirements?,0.4294
15,How has the proportion of pure demonstrations (proof of concept) and simple experience reports (lessons learned) evolved over time?,How does empirical evidence support the development of new RE techniques?,0.4508
16,How has comparing new approaches with relevant alternative approaches used in the industry evolved over time?,How do empirical studies compare practices in large-scale and small- to medium-sized enterprises (SMEs)?,0.4646
17,How often are which statistical methods used?,What is the frequency and distribution of different empirical research methods in requirements engineering?,0.5273
18,How has the use of statistical methods evolved over time?,How do empirical requirements engineering studies track the evolution of practice over time?,0.4139
19,Do authors report that assumptions and limitations of statistical methods are met before using them?,How do empirical studies compare practices in large-scale and small- to medium-sized enterprises (SMEs)?,0.3848
20,How has the definition of the population evolved over time?,How do empirical requirements engineering studies track the evolution of practice over time?,0.2995
21,How has the use of power analysis and effect size estimation evolved over time?,How do empirical studies compare practices in large-scale and small- to medium-sized enterprises (SMEs)?,0.3712
22,How has the reporting of threats to validity evolved over time?,How do researchers ensure the validity and reliability of empirical requirements engineering studies?,0.3482
23,What types of threats to validity do the authors report?,How do researchers ensure the validity and reliability of empirical requirements engineering studies?,0.3679
24,How has the use of theories for a diverse and reflective generalization of study results evolved over time?,How does empirical evidence support the development of new RE techniques?,0.4158
25,How have the proportions of case studies and action research in the empirical methods used evolved over time?,What is the frequency and distribution of different empirical research methods in requirements engineering?,0.5651
26,How has the reporting of the subjects evolved over time?,How do empirical requirements engineering studies track the evolution of practice over time?,0.4556
27,How has the reporting of the objects of study / treatments evolved over time?,How do empirical requirements engineering studies track the evolution of practice over time?,0.4886
28,How has the reporting of the tasks evolved over time?,How do empirical requirements engineering studies track the evolution of practice over time?,0.4929
29,How has the reporting of the setting evolved over time?,How do empirical requirements engineering studies track the evolution of practice over time?,0.4029
30,Do the authors synthesize and present the results as checklists or guidelines applicable for industrial users?,How do checklists support empirical requirements engineering research?,0.5295
31,How has the the reporting of the population evolved over time?,How do empirical requirements engineering studies track the evolution of practice over time?,0.3135
32,How has the reporting of the context evolved over time?,How do empirical requirements engineering studies track the evolution of practice over time?,0.4073
33,Do the authors exlain WHY their apporach is better than others in a selected context with specific characteristics?,How does empirical research address fluctuating and conflicting requirements?,0.3504
34,Do the authors exlain WHEN their apporach is better than others in a selected context with specific characteristics?,How does empirical research address fluctuating and conflicting requirements?,0.3237
35,Do the authors exlain HOW their apporach is better than others in a selected context with specific characteristics?,How does empirical research address fluctuating and conflicting requirements?,0.3417
36,Do the authors report the selected context of their study with specific characteristics?,What are the general RE needs identified in empirical studies?,0.4987
37,Does the research design allow for efficient reuse of study (results) by other researchers?,How does empirical evidence support the development of new RE techniques?,0.4769
38,"""How has the provision of data (the materials used, raw data collected, and study results identified) evolved over time?""",How do empirical requirements engineering studies track the evolution of practice over time?,0.5112
39,How has the reporting of research questions and answers evolved over time?,How do empirical requirements engineering studies track the evolution of practice over time?,0.4738
40,How has the use of language (academic vs. plain) in scientific publications evolved over time?,How has the practice of empirical requirements engineering evolved over time?,0.2964
41,Do the authors use a well defined taxonomy for their research design?,How do empirical requirements engineering studies handle the diversity of terminology and factors affecting SE projects?,0.4863
42,Do the authors use other channels to publish their results for making them available to industrial users?,What role does industry play in shaping requirements engineering research?,0.3369
43,"""What empirical methods are used to conduct integrative and interpretive (systematic literature) reviews, so-called secondary research?""",What are the general RE needs identified in empirical studies?,0.5603
44,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",What is the frequency and distribution of different empirical research methods in requirements engineering?,0.555
45,Have the authors done a systematic review of related work?,"How frequently are empirical requirements engineering studies replicated, and what are their outcomes?",0.3744
46,"""How up-to-date (and relevant) are reported (systematic) reviews, so-called secondary research?""",How does empirical evidence support the development of new RE techniques?,0.389
47,How many publications are analyzed in (systematic literature) reviews?,What is the frequency and distribution of different empirical research methods in requirements engineering?,0.471
48,"""Do the authors synthesize and present the results as checklists or guidelines applicable for industrial users, such as policy-makers, practitioners, and the general public?""",How do checklists support empirical requirements engineering research?,0.4782
49,"""Do the authors refer to and consistently use a basic terminology, descriptors, and keywords to identify and select primary studies for (systematic literature) reviews?""",How do empirical requirements engineering studies handle the diversity of terminology and factors affecting SE projects?,0.3801
50,"""Do electronic resources (digital libraries and databases) provide all the functionalies that support the identification, selection, and retrieval of bibliographic and full-text information about SE research?""",How do researchers develop a research map in requirements engineering?,0.3388
51,Do the authors use multiple digital libraries including publications from SE and RE and related disciplines for (systematic literature) reviews?,"How frequently are empirical requirements engineering studies replicated, and what are their outcomes?",0.3522
52,Which digital libraries with publications from SE and RE and related disciplines do authors use for (systematic literature) reviews?,What are the primary sources of data for empirical requirements engineering research?,0.3625
53,Do the authors use (a common set of empirically derived) criteria to assess the quality of individual studies?,What are the general RE needs identified in empirical studies?,0.5449
54,How has the use of (a common set of empirically derived) criteria to assess the quality of individual studies evolved over time?,What are the general RE needs identified in empirical studies?,0.5489
55,Do the authors use (a common set of empirically derived) criteria to characterize the quality of secondary research and thus the overall strength of a body of evidence?,How do researchers ensure the validity and reliability of empirical requirements engineering studies?,0.5016
56,How has the use of (a common set of empirically derived) criteria to characterize the quality of secondary research and thus the overall strength of a body of evidence evolved over time?,How is empirical evidence synthesized in requirements engineering research?,0.5334
57,Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,What are the general RE needs identified in empirical studies?,0.6057
58,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,What are the general RE needs identified in empirical studies?,0.6627
59,How has the use of conceptual and operational definitions for key constructs and variables evolved over time in empirical research in SE and RE?,What is the impact of standardized requirements engineering terminologies in empirical studies?,0.5792
60,How many different empirical methods are used per publication?,What is the frequency and distribution of different empirical research methods in requirements engineering?,0.6567
61,How has the number of empirical methods used per publication evolved over time?,What is the frequency and distribution of different empirical research methods in requirements engineering?,0.637
62,Which methods are used to synthesize evidence from data of different empirical methods?,What methods are used to collect and analyze data in empirical requirements engineering research?,0.5941
63,How many studies incorporate theories?,"How do different types of empirical research (case studies, experiments, etc.) contribute to requirements engineering knowledge?",0.431
64,How has the incorporation of theories in studies evolved over time?,How do empirical requirements engineering studies track the evolution of practice over time?,0.3949
65,"""For which purpose do authors incorporate theories into their studies (use, testing, modification, formulation)?""",What are the general RE needs identified in empirical studies?,0.4169
66,"""What is the proportion of theories from other disciplines, from other disciplines with adaptions for the SE and RE, and from SE and RE itself?""",How does empirical evidence support the development of new RE techniques?,0.3933
67,"""How has the proportion of theories from other disciplines, from other disciplines with adaptions for the SE (RE), and from SE (RE) itself evolved over time?""",How does empirical evidence support the development of new RE techniques?,0.4239
68,How many theories from the SE and RE are there?,How does empirical evidence support the development of new RE techniques?,0.4637
69,How has the number of theories from SE and RE evolved over time?,How do empirical requirements engineering studies track the evolution of practice over time?,0.3975
70,"""On which levels of sophistication are the theories from SE and RE? (level 1, level 2, or level 3 defined in Sjøberg et al. [1])""",How does empirical evidence support the development of new RE techniques?,0.3471
71,What is the proportion of each of the three levels of sophistication for theories from SE and RE?,How does empirical evidence support the development of new RE techniques?,0.3651
72,How has the proportion of each of the three levels of sophistication for theories from SE and RE evolved over time?,How do empirical requirements engineering studies track the evolution of practice over time?,0.3277
73,"""Do the authors use standards to describe the theories incorporated (used, tested, modified, formulated)?""",What is the impact of standardized requirements engineering terminologies in empirical studies?,0.4259
74,How often are standards used to describe the theories incorporated?,What is the impact of standardized requirements engineering terminologies in empirical studies?,0.4563
75,How has the use of standards to describe the theories incorporated evolved over time?,What is the impact of standardized requirements engineering terminologies in empirical studies?,0.4592
76,Do the authors refer to a reference (website or systematic review) that systematizes and characterizes the theory incorporated?,What are the general RE needs identified in empirical studies?,0.3292
