,expertCQs,best_genCQs,best_cos_score
0,How has the proportion of empirical studies evolved over time?,What are the major results of empirical RE studies conducted over the past decade?,0.6839
1,How often are which empirical methods used over time?,How do empirical RE methods evolve over time?,0.7315
2,Which sub-fields of SE and RE do the empirical studies cover over time?,What are the major results of empirical RE studies conducted over the past decade?,0.7675
3, How do the authors justify the lack of a proper study?,What are the common pitfalls in designing empirical RE studies?,0.5185
4,How has the proportion of papers that do not have an empirical study evolved over time?,What are the major results of empirical RE studies conducted over the past decade?,0.5675
5,How many empirical studies are by authors working for large software development companies?,What are the major results of empirical RE studies conducted over the past decade?,0.5821
6,How has the proportion of studies by authors working for large software development companies evolved over time?,What are the major results of empirical RE studies conducted over the past decade?,0.5317
7,"""How has building on previous research data and results, including from other disciplines, evolved over time?""",What are the major results of empirical RE studies conducted over the past decade?,0.5297
8,How do the authors justify the selection and combination of empirical methods and design elements?,What are the barriers to adopting empirical methods in RE?,0.6794
9,How often are which empirical methods used?,What are common empirical research methods used in RE?,0.7682
10,"""How have the proportions of experiments, secondary research (reviews), surveys, case studies, and action research in the empirical methods used evolved over time?""",What are the trends in the methodological approaches used in empirical RE research?,0.6521
11,How has the proportion of replications evolved over time?,What conclusions can be drawn from replications of empirical RE studies?,0.4631
12,How has the use of triangulation for research design evolved over time?,Which popular research techniques are rarely adopted in industry for RE?,0.4442
13,How often are those who conduct the studies also the authors of the papers?,What are the major results of empirical RE studies conducted over the past decade?,0.4045
14,How do the authors justify preventing bias in the study results?,What are the common pitfalls in designing empirical RE studies?,0.4969
15,How has the proportion of pure demonstrations (proof of concept) and simple experience reports (lessons learned) evolved over time?,How important is the replication of empirical studies to track RE practice progress?,0.4821
16,How has comparing new approaches with relevant alternative approaches used in the industry evolved over time?,What are the trends in the methodological approaches used in empirical RE research?,0.6277
17,How often are which statistical methods used?,What are common empirical research methods used in RE?,0.617
18,How has the use of statistical methods evolved over time?,How do empirical RE methods evolve over time?,0.538
19,Do authors report that assumptions and limitations of statistical methods are met before using them?,What are the barriers to adopting empirical methods in RE?,0.4724
20,How has the definition of the population evolved over time?,How do empirical RE methods evolve over time?,0.3082
21,How has the use of power analysis and effect size estimation evolved over time?,How do empirical RE methods evolve over time?,0.3511
22,How has the reporting of threats to validity evolved over time?,What evidence do we have about current RE practices?,0.4085
23,What types of threats to validity do the authors report?,What lessons can be learned from systematic literature reviews in RE?,0.4365
24,How has the use of theories for a diverse and reflective generalization of study results evolved over time?,What are the main motivations behind choosing specific theories in empirical RE?,0.5877
25,How have the proportions of case studies and action research in the empirical methods used evolved over time?,What are the trends in the methodological approaches used in empirical RE research?,0.6827
26,How has the reporting of the subjects evolved over time?,What are the major results of empirical RE studies conducted over the past decade?,0.4684
27,How has the reporting of the objects of study / treatments evolved over time?,How important is the replication of empirical studies to track RE practice progress?,0.5463
28,How has the reporting of the tasks evolved over time?,What are the most recommended practices for designing and reporting empirical RE?,0.4456
29,How has the reporting of the setting evolved over time?,How can we sketch findings of new RE studies conducted in different geographical locations?,0.4067
30,Do the authors synthesize and present the results as checklists or guidelines applicable for industrial users?,How do empirical surveys in RE contribute to understanding industry practices?,0.5084
31,How has the the reporting of the population evolved over time?,What are the major results of empirical RE studies conducted over the past decade?,0.4391
32,How has the reporting of the context evolved over time?,How can interdisciplinary research improve the understanding of context factors for RE?,0.3735
33,Do the authors exlain WHY their apporach is better than others in a selected context with specific characteristics?,What are the main motivations behind choosing specific theories in empirical RE?,0.3736
34,Do the authors exlain WHEN their apporach is better than others in a selected context with specific characteristics?,How does the level of user knowledge affect the effectiveness of RE techniques?,0.3303
35,Do the authors exlain HOW their apporach is better than others in a selected context with specific characteristics?,How does the level of user knowledge affect the effectiveness of RE techniques?,0.3731
36,Do the authors report the selected context of their study with specific characteristics?,What are the common themes in systematic reviews of empirical RE studies?,0.5769
37,Does the research design allow for efficient reuse of study (results) by other researchers?,How can empirical RE researchers extend and improve their research designs?,0.6371
38,"""How has the provision of data (the materials used, raw data collected, and study results identified) evolved over time?""",How is empirical RE research collected and analyzed?,0.5285
39,How has the reporting of research questions and answers evolved over time?,What are the major results of empirical RE studies conducted over the past decade?,0.5207
40,How has the use of language (academic vs. plain) in scientific publications evolved over time?,How do literature databases facilitate or hinder empirical RE research?,0.3902
41,Do the authors use a well defined taxonomy for their research design?,How do empirical studies in RE manage the diversity of terminologies and factors?,0.5434
42,Do the authors use other channels to publish their results for making them available to industrial users?,What are the processes involved in preparing empirical RE results for publication?,0.4136
43,"""What empirical methods are used to conduct integrative and interpretive (systematic literature) reviews, so-called secondary research?""",What are the common themes in systematic reviews of empirical RE studies?,0.7443
44,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",What are the common themes in systematic reviews of empirical RE studies?,0.7547
45,Have the authors done a systematic review of related work?,What lessons can be learned from systematic literature reviews in RE?,0.6913
46,"""How up-to-date (and relevant) are reported (systematic) reviews, so-called secondary research?""",What lessons can be learned from systematic literature reviews in RE?,0.6936
47,How many publications are analyzed in (systematic literature) reviews?,What lessons can be learned from systematic literature reviews in RE?,0.7262
