,expertCQs,best_genCQs,best_cos_score
0,How has the proportion of empirical studies evolved over time?,What are the most cited empirical RE studies?,0.7111
1,How often are which empirical methods used over time?,How has the use of empirical methods in RE evolved over time?,0.8254
2,Which sub-fields of SE and RE do the empirical studies cover over time?,What are the most cited empirical RE studies?,0.7775
3, How do the authors justify the lack of a proper study?,How do researchers ensure the validity of their empirical RE studies?,0.5238
4,How has the proportion of papers that do not have an empirical study evolved over time?,How has the use of empirical methods in RE evolved over time?,0.6035
5,How many empirical studies are by authors working for large software development companies?,What is the impact of empirical RE research on software development practices?,0.6413
6,How has the proportion of studies by authors working for large software development companies evolved over time?,What is the impact of empirical RE research on software development practices?,0.5573
7,"""How has building on previous research data and results, including from other disciplines, evolved over time?""",What are the most significant findings of empirical research in RE over the past decade?,0.5923
8,How do the authors justify the selection and combination of empirical methods and design elements?,How have empirical methods in RE been adapted from other disciplines?,0.726
9,How often are which empirical methods used?,How has the use of empirical methods in RE evolved over time?,0.8123
10,"""How have the proportions of experiments, secondary research (reviews), surveys, case studies, and action research in the empirical methods used evolved over time?""",What are the most cited empirical RE studies?,0.6685
11,How has the proportion of replications evolved over time?,How often are empirical studies in RE replicated?,0.5694
12,How has the use of triangulation for research design evolved over time?,How do empirical findings influence the evolution of RE methodologies?,0.4194
13,How often are those who conduct the studies also the authors of the papers?,How often are empirical studies in RE replicated?,0.4723
14,How do the authors justify preventing bias in the study results?,What are the common sources of bias in empirical RE research?,0.674
15,How has the proportion of pure demonstrations (proof of concept) and simple experience reports (lessons learned) evolved over time?,How has the use of empirical methods in RE evolved over time?,0.4826
16,How has comparing new approaches with relevant alternative approaches used in the industry evolved over time?,What are the findings from cross-industry empirical RE studies?,0.5691
17,How often are which statistical methods used?,What types of data analysis methods are used in empirical RE studies?,0.5991
18,How has the use of statistical methods evolved over time?,How has the use of empirical methods in RE evolved over time?,0.7123
19,Do authors report that assumptions and limitations of statistical methods are met before using them?,How do RE researchers perceive the usefulness of empirical methods?,0.4856
20,How has the definition of the population evolved over time?,How has the use of empirical methods in RE evolved over time?,0.4065
21,How has the use of power analysis and effect size estimation evolved over time?,How has the use of empirical methods in RE evolved over time?,0.4004
22,How has the reporting of threats to validity evolved over time?,How do RE empirical studies handle data privacy and ethical considerations?,0.4238
23,What types of threats to validity do the authors report?,How do researchers ensure the validity of their empirical RE studies?,0.4535
24,How has the use of theories for a diverse and reflective generalization of study results evolved over time?,How are empirical research findings in RE disseminated to a broader audience?,0.551
25,How have the proportions of case studies and action research in the empirical methods used evolved over time?,What is the role of case studies in empirical RE research?,0.7238
26,How has the reporting of the subjects evolved over time?,What are the most significant findings of empirical research in RE over the past decade?,0.4567
27,How has the reporting of the objects of study / treatments evolved over time?,How are empirical findings in RE communicated to practitioners?,0.5286
28,How has the reporting of the tasks evolved over time?,What are the most significant findings of empirical research in RE over the past decade?,0.4511
29,How has the reporting of the setting evolved over time?,How are empirical research findings in RE disseminated to a broader audience?,0.4421
30,Do the authors synthesize and present the results as checklists or guidelines applicable for industrial users?,What are the contributions of empirical RE research to standards and certifications?,0.512
31,How has the the reporting of the population evolved over time?,What are the most significant findings of empirical research in RE over the past decade?,0.4362
32,How has the reporting of the context evolved over time?,How are empirical research findings in RE disseminated to a broader audience?,0.436
33,Do the authors exlain WHY their apporach is better than others in a selected context with specific characteristics?,How do RE researchers perceive the usefulness of empirical methods?,0.4057
34,Do the authors exlain WHEN their apporach is better than others in a selected context with specific characteristics?,What role do expert opinions play in empirical RE research?,0.3855
35,Do the authors exlain HOW their apporach is better than others in a selected context with specific characteristics?,What role do expert opinions play in empirical RE research?,0.4242
36,Do the authors report the selected context of their study with specific characteristics?,How are empirical findings in RE communicated to practitioners?,0.5648
37,Does the research design allow for efficient reuse of study (results) by other researchers?,What are the most common empirical practices used by RE researchers?,0.5846
38,"""How has the provision of data (the materials used, raw data collected, and study results identified) evolved over time?""",How has the use of empirical methods in RE evolved over time?,0.5562
39,How has the reporting of research questions and answers evolved over time?,What are the most significant findings of empirical research in RE over the past decade?,0.5845
40,How has the use of language (academic vs. plain) in scientific publications evolved over time?,How has the use of empirical methods in RE evolved over time?,0.466
41,Do the authors use a well defined taxonomy for their research design?,How do empirical RE studies address the diversity of terminology in RE?,0.4526
42,Do the authors use other channels to publish their results for making them available to industrial users?,How are empirical findings in RE communicated to practitioners?,0.4297
43,"""What empirical methods are used to conduct integrative and interpretive (systematic literature) reviews, so-called secondary research?""",What are the most commonly used empirical methods in RE research?,0.6169
44,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",How do RE researchers perceive the usefulness of empirical methods?,0.6402
45,Have the authors done a systematic review of related work?,How do researchers ensure the validity of their empirical RE studies?,0.4232
46,"""How up-to-date (and relevant) are reported (systematic) reviews, so-called secondary research?""",What are the most significant findings of empirical research in RE over the past decade?,0.5165
47,How many publications are analyzed in (systematic literature) reviews?,What are the main types of empirical evidence collected in RE research?,0.5134
48,"""Do the authors synthesize and present the results as checklists or guidelines applicable for industrial users, such as policy-makers, practitioners, and the general public?""",How are empirical findings in RE communicated to practitioners?,0.5274
49,"""Do the authors refer to and consistently use a basic terminology, descriptors, and keywords to identify and select primary studies for (systematic literature) reviews?""",How do empirical RE studies address the diversity of terminology in RE?,0.498
50,"""Do electronic resources (digital libraries and databases) provide all the functionalies that support the identification, selection, and retrieval of bibliographic and full-text information about SE research?""",What are the primary data sources used in empirical RE research?,0.4368
51,Do the authors use multiple digital libraries including publications from SE and RE and related disciplines for (systematic literature) reviews?,How do empirical RE studies evaluate the adoption of RE tools in practice?,0.464
52,Which digital libraries with publications from SE and RE and related disciplines do authors use for (systematic literature) reviews?,What are the primary data sources used in empirical RE research?,0.4845
53,Do the authors use (a common set of empirically derived) criteria to assess the quality of individual studies?,How do empirical RE studies validate their findings?,0.6377
54,How has the use of (a common set of empirically derived) criteria to assess the quality of individual studies evolved over time?,How do researchers ensure the validity of their empirical RE studies?,0.6375
55,Do the authors use (a common set of empirically derived) criteria to characterize the quality of secondary research and thus the overall strength of a body of evidence?,What are the main types of empirical evidence collected in RE research?,0.6191
56,How has the use of (a common set of empirically derived) criteria to characterize the quality of secondary research and thus the overall strength of a body of evidence evolved over time?,What are the main types of empirical evidence collected in RE research?,0.6512
57,Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,What are the common themes in empirical RE research?,0.6279
58,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,What are the common themes in empirical RE research?,0.6679
59,How has the use of conceptual and operational definitions for key constructs and variables evolved over time in empirical research in SE and RE?,How do empirical RE studies address the diversity of terminology in RE?,0.5677
60,How many different empirical methods are used per publication?,How have empirical methods in RE been adapted from other disciplines?,0.7314
61,How has the number of empirical methods used per publication evolved over time?,How has the use of empirical methods in RE evolved over time?,0.8104
62,Which methods are used to synthesize evidence from data of different empirical methods?,What types of data analysis methods are used in empirical RE studies?,0.7611
63,How many studies incorporate theories?,What are the most cited empirical RE studies?,0.5391
64,How has the incorporation of theories in studies evolved over time?,How has the use of empirical methods in RE evolved over time?,0.5492
65,"""For which purpose do authors incorporate theories into their studies (use, testing, modification, formulation)?""",What are the most common empirical practices used by RE researchers?,0.4601
66,"""What is the proportion of theories from other disciplines, from other disciplines with adaptions for the SE and RE, and from SE and RE itself?""",How do empirical RE studies contribute to the theoretical development of RE?,0.5108
67,"""How has the proportion of theories from other disciplines, from other disciplines with adaptions for the SE (RE), and from SE (RE) itself evolved over time?""",How do empirical RE studies contribute to the theoretical development of RE?,0.5469
68,How many theories from the SE and RE are there?,How do empirical RE studies contribute to the theoretical development of RE?,0.579
69,How has the number of theories from SE and RE evolved over time?,How has the use of empirical methods in RE evolved over time?,0.5132
