,expertCQs,best_genCQs,best_cos_score
0,How has the proportion of empirical studies evolved over time?,How has empirical research in RE evolved over the past decade?,0.7917
1,How often are which empirical methods used over time?,How do different empirical methods compare in their application to RE research?,0.6827
2,Which sub-fields of SE and RE do the empirical studies cover over time?,What are the major findings of broad empirical studies in RE conducted in the last decade?,0.7605
3, How do the authors justify the lack of a proper study?,What are the specific empirical studies identified as critical in RE?,0.4655
4,How has the proportion of papers that do not have an empirical study evolved over time?,How has empirical research in RE evolved over the past decade?,0.6787
5,How many empirical studies are by authors working for large software development companies?,What kinds of case studies are prominent in RE empirical research?,0.6137
6,How has the proportion of studies by authors working for large software development companies evolved over time?,How has empirical research in RE evolved over the past decade?,0.5984
7,"""How has building on previous research data and results, including from other disciplines, evolved over time?""",How has empirical research in RE evolved over the past decade?,0.7196
8,How do the authors justify the selection and combination of empirical methods and design elements?,How do different empirical methods compare in their application to RE research?,0.6552
9,How often are which empirical methods used?,How do different empirical methods compare in their application to RE research?,0.7152
10,"""How have the proportions of experiments, secondary research (reviews), surveys, case studies, and action research in the empirical methods used evolved over time?""",How has empirical research in RE evolved over the past decade?,0.7234
11,How has the proportion of replications evolved over time?,How important is replication in RE empirical studies?,0.576
12,How has the use of triangulation for research design evolved over time?,How does the research map help in visualizing empirical RE research results?,0.4847
13,How often are those who conduct the studies also the authors of the papers?,What common empirical practices are employed by RE researchers and practitioners?,0.4696
14,How do the authors justify preventing bias in the study results?,What hypotheses have been formulated and tested in RE empirical studies?,0.4874
15,How has the proportion of pure demonstrations (proof of concept) and simple experience reports (lessons learned) evolved over time?,How has empirical research in RE evolved over the past decade?,0.5201
16,How has comparing new approaches with relevant alternative approaches used in the industry evolved over time?,What evidence do we have about the current RE practices in the industry?,0.5774
17,How often are which statistical methods used?,What quantitative methods are most frequently used in RE research?,0.66
18,How has the use of statistical methods evolved over time?,How has empirical research in RE evolved over the past decade?,0.5843
19,Do authors report that assumptions and limitations of statistical methods are met before using them?,What mixed methods approaches are seen in RE empirical studies?,0.4883
20,How has the definition of the population evolved over time?,How has empirical research in RE evolved over the past decade?,0.4173
21,How has the use of power analysis and effect size estimation evolved over time?,What significant evidence exists for the use of techniques and tools in RE?,0.3653
22,How has the reporting of threats to validity evolved over time?,What are the major findings of broad empirical studies in RE conducted in the last decade?,0.3924
23,What types of threats to validity do the authors report?,What are the specific empirical studies identified as critical in RE?,0.418
24,How has the use of theories for a diverse and reflective generalization of study results evolved over time?,How has empirical research in RE evolved over the past decade?,0.5808
25,How have the proportions of case studies and action research in the empirical methods used evolved over time?,What kinds of case studies are prominent in RE empirical research?,0.767
26,How has the reporting of the subjects evolved over time?,How has empirical research in RE evolved over the past decade?,0.4993
27,How has the reporting of the objects of study / treatments evolved over time?,How has empirical research in RE evolved over the past decade?,0.5571
28,How has the reporting of the tasks evolved over time?,How has empirical research in RE evolved over the past decade?,0.4628
29,How has the reporting of the setting evolved over time?,How has empirical research in RE evolved over the past decade?,0.4123
30,Do the authors synthesize and present the results as checklists or guidelines applicable for industrial users?,How are the practices recommended in Unified Checklists used in empirical RE research?,0.5888
31,How has the the reporting of the population evolved over time?,How has empirical research in RE evolved over the past decade?,0.4845
32,How has the reporting of the context evolved over time?,How has empirical research in RE evolved over the past decade?,0.4189
33,Do the authors exlain WHY their apporach is better than others in a selected context with specific characteristics?,How do empirical researchers evaluate the rigor of applied research methods in RE?,0.3971
34,Do the authors exlain WHEN their apporach is better than others in a selected context with specific characteristics?,How do empirical researchers evaluate the rigor of applied research methods in RE?,0.3548
35,Do the authors exlain HOW their apporach is better than others in a selected context with specific characteristics?,How do empirical researchers evaluate the rigor of applied research methods in RE?,0.4099
36,Do the authors report the selected context of their study with specific characteristics?,What are the frequently examined variables in empirical RE studies?,0.5663
37,Does the research design allow for efficient reuse of study (results) by other researchers?,What common empirical practices are employed by RE researchers and practitioners?,0.5701
38,"""How has the provision of data (the materials used, raw data collected, and study results identified) evolved over time?""",How has empirical research in RE evolved over the past decade?,0.6271
39,How has the reporting of research questions and answers evolved over time?,How has empirical research in RE evolved over the past decade?,0.6559
40,How has the use of language (academic vs. plain) in scientific publications evolved over time?,How has empirical research in RE evolved over the past decade?,0.4691
41,Do the authors use a well defined taxonomy for their research design?,How does the diversity of terminology in RE impact empirical research?,0.542
42,Do the authors use other channels to publish their results for making them available to industrial users?,What common empirical practices are employed by RE researchers and practitioners?,0.3854
43,"""What empirical methods are used to conduct integrative and interpretive (systematic literature) reviews, so-called secondary research?""",How have systematic literature reviews contributed to understanding RE empirical research?,0.766
44,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",How have systematic literature reviews contributed to understanding RE empirical research?,0.8105
45,Have the authors done a systematic review of related work?,How have systematic literature reviews contributed to understanding RE empirical research?,0.6661
46,"""How up-to-date (and relevant) are reported (systematic) reviews, so-called secondary research?""",How have systematic literature reviews contributed to understanding RE empirical research?,0.6736
47,How many publications are analyzed in (systematic literature) reviews?,How have systematic literature reviews contributed to understanding RE empirical research?,0.7044
48,"""Do the authors synthesize and present the results as checklists or guidelines applicable for industrial users, such as policy-makers, practitioners, and the general public?""",How are the practices recommended in Unified Checklists used in empirical RE research?,0.5334
49,"""Do the authors refer to and consistently use a basic terminology, descriptors, and keywords to identify and select primary studies for (systematic literature) reviews?""",How have systematic literature reviews contributed to understanding RE empirical research?,0.6812
50,"""Do electronic resources (digital libraries and databases) provide all the functionalies that support the identification, selection, and retrieval of bibliographic and full-text information about SE research?""",What role does technology play in supporting evidence-based empirical RE research?,0.3844
51,Do the authors use multiple digital libraries including publications from SE and RE and related disciplines for (systematic literature) reviews?,How have systematic literature reviews contributed to understanding RE empirical research?,0.6114
52,Which digital libraries with publications from SE and RE and related disciplines do authors use for (systematic literature) reviews?,How have systematic literature reviews contributed to understanding RE empirical research?,0.6119
53,Do the authors use (a common set of empirically derived) criteria to assess the quality of individual studies?,What are the evaluation criteria for empirical research in RE?,0.6138
54,How has the use of (a common set of empirically derived) criteria to assess the quality of individual studies evolved over time?,How has empirical research in RE evolved over the past decade?,0.6335
55,Do the authors use (a common set of empirically derived) criteria to characterize the quality of secondary research and thus the overall strength of a body of evidence?,How is empirical evidence aggregated in RE research?,0.5943
56,How has the use of (a common set of empirically derived) criteria to characterize the quality of secondary research and thus the overall strength of a body of evidence evolved over time?,How has empirical research in RE evolved over the past decade?,0.6252
57,Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,What are the frequently examined variables in empirical RE studies?,0.6457
58,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,What are the frequently examined variables in empirical RE studies?,0.6853
59,How has the use of conceptual and operational definitions for key constructs and variables evolved over time in empirical research in SE and RE?,What are the empirical methods of high relevance within the conceptual modeling closely related to RE?,0.5797
60,How many different empirical methods are used per publication?,How do different empirical methods compare in their application to RE research?,0.7012
61,How has the number of empirical methods used per publication evolved over time?,How do different empirical methods compare in their application to RE research?,0.6792
62,Which methods are used to synthesize evidence from data of different empirical methods?,What are the key empirical methods used in RE research?,0.7118
63,How many studies incorporate theories?,What are the implications of integrating theories from other disciplines into RE research?,0.5814
64,How has the incorporation of theories in studies evolved over time?,What are the implications of integrating theories from other disciplines into RE research?,0.6176
65,"""For which purpose do authors incorporate theories into their studies (use, testing, modification, formulation)?""",What are the implications of integrating theories from other disciplines into RE research?,0.5278
66,"""What is the proportion of theories from other disciplines, from other disciplines with adaptions for the SE and RE, and from SE and RE itself?""",What are the implications of integrating theories from other disciplines into RE research?,0.6595
67,"""How has the proportion of theories from other disciplines, from other disciplines with adaptions for the SE (RE), and from SE (RE) itself evolved over time?""",How does the empirical RE community integrate theories from other disciplines?,0.6648
68,How many theories from the SE and RE are there?,How does the empirical RE community integrate theories from other disciplines?,0.5869
69,How has the number of theories from SE and RE evolved over time?,How does the empirical RE community integrate theories from other disciplines?,0.5541
70,"""On which levels of sophistication are the theories from SE and RE? (level 1, level 2, or level 3 defined in Sjøberg et al. [1])""",What are the empirical methods of high relevance within the conceptual modeling closely related to RE?,0.4743
71,What is the proportion of each of the three levels of sophistication for theories from SE and RE?,How does the empirical RE community integrate theories from other disciplines?,0.4924
72,How has the proportion of each of the three levels of sophistication for theories from SE and RE evolved over time?,How does the empirical RE community integrate theories from other disciplines?,0.4554
73,"""Do the authors use standards to describe the theories incorporated (used, tested, modified, formulated)?""",How have systematic literature reviews contributed to understanding RE empirical research?,0.4
74,How often are standards used to describe the theories incorporated?,How does the empirical RE community integrate theories from other disciplines?,0.4485
75,How has the use of standards to describe the theories incorporated evolved over time?,How has empirical research in RE evolved over the past decade?,0.4296
76,Do the authors refer to a reference (website or systematic review) that systematizes and characterizes the theory incorporated?,How have systematic literature reviews contributed to understanding RE empirical research?,0.5878
