,expertCQs,best_genCQs,best_cos_score
0,How has the proportion of empirical studies evolved over time?,What are the most frequently cited empirical RE studies?,0.7129
1,How often are which empirical methods used over time?,How has the use of empirical methods in RE evolved over time?,0.8254
2,Which sub-fields of SE and RE do the empirical studies cover over time?,What are the main topics covered by empirical RE studies?,0.7866
3, How do the authors justify the lack of a proper study?,What are the perceptions of RE researchers on the usefulness of various practices?,0.4687
4,How has the proportion of papers that do not have an empirical study evolved over time?,How has the use of empirical methods in RE evolved over time?,0.6035
5,How many empirical studies are by authors working for large software development companies?,What is the impact of empirical RE research on software engineering?,0.6008
6,How has the proportion of studies by authors working for large software development companies evolved over time?,What are the trends in empirical research methodologies in RE?,0.5211
7,"""How has building on previous research data and results, including from other disciplines, evolved over time?""",How has the use of empirical methods in RE evolved over time?,0.5414
8,How do the authors justify the selection and combination of empirical methods and design elements?,How has the use of empirical methods in RE evolved over time?,0.7169
9,How often are which empirical methods used?,How has the use of empirical methods in RE evolved over time?,0.8123
10,"""How have the proportions of experiments, secondary research (reviews), surveys, case studies, and action research in the empirical methods used evolved over time?""",What are the most frequently cited empirical RE studies?,0.6616
11,How has the proportion of replications evolved over time?,What are the challenges in empirical RE research replication?,0.4836
12,How has the use of triangulation for research design evolved over time?,What are the common experimental designs used in empirical RE studies?,0.445
13,How often are those who conduct the studies also the authors of the papers?,What are the most frequently cited empirical RE studies?,0.4845
14,How do the authors justify preventing bias in the study results?,What are the most significant findings in empirical RE research?,0.4432
15,How has the proportion of pure demonstrations (proof of concept) and simple experience reports (lessons learned) evolved over time?,How has the use of empirical methods in RE evolved over time?,0.4826
16,How has comparing new approaches with relevant alternative approaches used in the industry evolved over time?,What are the trends in empirical research methodologies in RE?,0.5625
17,How often are which statistical methods used?,What research methods are most commonly used in empirical RE studies?,0.6391
18,How has the use of statistical methods evolved over time?,How has the use of empirical methods in RE evolved over time?,0.7123
19,Do authors report that assumptions and limitations of statistical methods are met before using them?,What are the limitations of current empirical RE research methods?,0.4967
20,How has the definition of the population evolved over time?,How has the use of empirical methods in RE evolved over time?,0.4065
21,How has the use of power analysis and effect size estimation evolved over time?,How has the use of empirical methods in RE evolved over time?,0.4004
22,How has the reporting of threats to validity evolved over time?,What are the most significant findings in empirical RE research?,0.35
23,What types of threats to validity do the authors report?,What are the most significant findings in empirical RE research?,0.3903
24,How has the use of theories for a diverse and reflective generalization of study results evolved over time?,How are theoretical frameworks applied in empirical RE research?,0.5342
25,How have the proportions of case studies and action research in the empirical methods used evolved over time?,How are case studies conducted in empirical RE research?,0.7444
26,How has the reporting of the subjects evolved over time?,What are the most frequently cited empirical RE studies?,0.4095
27,How has the reporting of the objects of study / treatments evolved over time?,What research methods are most commonly used in empirical RE studies?,0.5047
28,How has the reporting of the tasks evolved over time?,What are the trends in empirical research methodologies in RE?,0.4115
29,How has the reporting of the setting evolved over time?,What are the trends in empirical research methodologies in RE?,0.3555
30,Do the authors synthesize and present the results as checklists or guidelines applicable for industrial users?,How are empirical RE research results synthesized?,0.4836
31,How has the the reporting of the population evolved over time?,How does the geographic distribution of empirical RE studies look like?,0.4169
32,How has the reporting of the context evolved over time?,What is the impact of context on the effectiveness of RE techniques?,0.4473
33,Do the authors exlain WHY their apporach is better than others in a selected context with specific characteristics?,What is the impact of context on the effectiveness of RE techniques?,0.4027
34,Do the authors exlain WHEN their apporach is better than others in a selected context with specific characteristics?,What is the impact of context on the effectiveness of RE techniques?,0.3753
35,Do the authors exlain HOW their apporach is better than others in a selected context with specific characteristics?,What is the impact of context on the effectiveness of RE techniques?,0.4246
36,Do the authors report the selected context of their study with specific characteristics?,How are empirical studies in RE structured and evaluated?,0.5652
37,Does the research design allow for efficient reuse of study (results) by other researchers?,What are the perceptions of RE researchers on the usefulness of various practices?,0.5932
38,"""How has the provision of data (the materials used, raw data collected, and study results identified) evolved over time?""",How has the use of empirical methods in RE evolved over time?,0.5562
39,How has the reporting of research questions and answers evolved over time?,What are the trends in empirical research methodologies in RE?,0.4945
40,How has the use of language (academic vs. plain) in scientific publications evolved over time?,How has the use of empirical methods in RE evolved over time?,0.466
41,Do the authors use a well defined taxonomy for their research design?,How do empirical RE studies handle the diversity in terminology?,0.4936
42,Do the authors use other channels to publish their results for making them available to industrial users?,How are empirical RE research results synthesized?,0.3599
43,"""What empirical methods are used to conduct integrative and interpretive (systematic literature) reviews, so-called secondary research?""",What research methods are most commonly used in empirical RE studies?,0.6573
44,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",What research methods are most commonly used in empirical RE studies?,0.6538
45,Have the authors done a systematic review of related work?,How well do empirical RE studies replicate previous findings?,0.4173
46,"""How up-to-date (and relevant) are reported (systematic) reviews, so-called secondary research?""",What are the most significant findings in empirical RE research?,0.5043
47,How many publications are analyzed in (systematic literature) reviews?,What are the most frequently cited empirical RE studies?,0.5282
48,"""Do the authors synthesize and present the results as checklists or guidelines applicable for industrial users, such as policy-makers, practitioners, and the general public?""",What are the perceptions of RE researchers on the usefulness of various practices?,0.4401
49,"""Do the authors refer to and consistently use a basic terminology, descriptors, and keywords to identify and select primary studies for (systematic literature) reviews?""",How do empirical RE studies handle the diversity in terminology?,0.5075
50,"""Do electronic resources (digital libraries and databases) provide all the functionalies that support the identification, selection, and retrieval of bibliographic and full-text information about SE research?""",What are the common contexts analyzed in empirical RE research?,0.3852
51,Do the authors use multiple digital libraries including publications from SE and RE and related disciplines for (systematic literature) reviews?,How do empirical RE studies handle the diversity in terminology?,0.4399
52,Which digital libraries with publications from SE and RE and related disciplines do authors use for (systematic literature) reviews?,What are the most frequently cited empirical RE studies?,0.4754
53,Do the authors use (a common set of empirically derived) criteria to assess the quality of individual studies?,How are empirical studies in RE structured and evaluated?,0.6387
54,How has the use of (a common set of empirically derived) criteria to assess the quality of individual studies evolved over time?,How are empirical studies in RE structured and evaluated?,0.6356
55,Do the authors use (a common set of empirically derived) criteria to characterize the quality of secondary research and thus the overall strength of a body of evidence?,How are empirical studies in RE structured and evaluated?,0.5487
56,How has the use of (a common set of empirically derived) criteria to characterize the quality of secondary research and thus the overall strength of a body of evidence evolved over time?,What are the most significant findings in empirical RE research?,0.5737
57,Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,What are the common contexts analyzed in empirical RE research?,0.6952
58,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,What are the common contexts analyzed in empirical RE research?,0.7321
59,How has the use of conceptual and operational definitions for key constructs and variables evolved over time in empirical research in SE and RE?,What are the common contexts analyzed in empirical RE research?,0.6121
60,How many different empirical methods are used per publication?,What research methods are most commonly used in empirical RE studies?,0.6987
61,How has the number of empirical methods used per publication evolved over time?,How has the use of empirical methods in RE evolved over time?,0.8104
62,Which methods are used to synthesize evidence from data of different empirical methods?,What research methods are most commonly used in empirical RE studies?,0.7287
63,How many studies incorporate theories?,What are the main topics covered by empirical RE studies?,0.5211
64,How has the incorporation of theories in studies evolved over time?,How has the use of empirical methods in RE evolved over time?,0.5492
65,"""For which purpose do authors incorporate theories into their studies (use, testing, modification, formulation)?""",How are theoretical frameworks applied in empirical RE research?,0.5132
66,"""What is the proportion of theories from other disciplines, from other disciplines with adaptions for the SE and RE, and from SE and RE itself?""",How do empirical RE studies evaluate RE frameworks?,0.4763
67,"""How has the proportion of theories from other disciplines, from other disciplines with adaptions for the SE (RE), and from SE (RE) itself evolved over time?""",How are theoretical frameworks applied in empirical RE research?,0.4984
68,How many theories from the SE and RE are there?,What are the gaps in current empirical RE research?,0.5099
69,How has the number of theories from SE and RE evolved over time?,How has the use of empirical methods in RE evolved over time?,0.5132
70,"""On which levels of sophistication are the theories from SE and RE? (level 1, level 2, or level 3 defined in Sjøberg et al. [1])""",How do empirical RE studies classify and categorize RE methods?,0.4201
71,What is the proportion of each of the three levels of sophistication for theories from SE and RE?,What are the trends in empirical research methodologies in RE?,0.4157
72,How has the proportion of each of the three levels of sophistication for theories from SE and RE evolved over time?,How has the use of empirical methods in RE evolved over time?,0.4084
