,expertCQs,best_genCQs,best_cos_score
0,How has the proportion of empirical studies evolved over time?,How has the volume of empirical RE research publications evolved over the years?,0.7195
1,How often are which empirical methods used over time?,What methodologies are most effective for empirical studies in RE?,0.7034
2,Which sub-fields of SE and RE do the empirical studies cover over time?,How has the volume of empirical RE research publications evolved over the years?,0.7442
3, How do the authors justify the lack of a proper study?,What are the common pitfalls in designing empirical RE studies?,0.5185
4,How has the proportion of papers that do not have an empirical study evolved over time?,How has the volume of empirical RE research publications evolved over the years?,0.6989
5,How many empirical studies are by authors working for large software development companies?,What are the implications of empirical RE findings for large-scale software projects?,0.6666
6,How has the proportion of studies by authors working for large software development companies evolved over time?,How has the volume of empirical RE research publications evolved over the years?,0.5777
7,"""How has building on previous research data and results, including from other disciplines, evolved over time?""",How has the methodological diversity in empirical RE research changed over time?,0.6039
8,How do the authors justify the selection and combination of empirical methods and design elements?,What are the common research designs used in empirical RE studies?,0.6518
9,How often are which empirical methods used?,What methodologies are most effective for empirical studies in RE?,0.7523
10,"""How have the proportions of experiments, secondary research (reviews), surveys, case studies, and action research in the empirical methods used evolved over time?""",What are the common research designs used in empirical RE studies?,0.6694
11,How has the proportion of replications evolved over time?,How often are empirical studies in RE replicated to validate findings?,0.4544
12,How has the use of triangulation for research design evolved over time?,What are the common research designs used in empirical RE studies?,0.5174
13,How often are those who conduct the studies also the authors of the papers?,How has the volume of empirical RE research publications evolved over the years?,0.4673
14,How do the authors justify preventing bias in the study results?,What are common ethical considerations in empirical RE studies?,0.5174
15,How has the proportion of pure demonstrations (proof of concept) and simple experience reports (lessons learned) evolved over time?,What types of empirical evidence are most valued by RE practitioners?,0.4919
16,How has comparing new approaches with relevant alternative approaches used in the industry evolved over time?,How are empirical studies contributing to the development of new RE methodologies?,0.6006
17,How often are which statistical methods used?,What methodologies are most effective for empirical studies in RE?,0.6002
18,How has the use of statistical methods evolved over time?,How has the methodological diversity in empirical RE research changed over time?,0.5399
19,Do authors report that assumptions and limitations of statistical methods are met before using them?,How do empirical studies in RE handle data privacy and security concerns?,0.4426
20,How has the definition of the population evolved over time?,How has the methodological diversity in empirical RE research changed over time?,0.3376
21,How has the use of power analysis and effect size estimation evolved over time?,What are the typical sample sizes used in empirical RE research?,0.4213
22,How has the reporting of threats to validity evolved over time?,How do empirical studies in RE handle data privacy and security concerns?,0.4586
23,What types of threats to validity do the authors report?,What are the risks associated with empirical studies in RE?,0.5384
24,How has the use of theories for a diverse and reflective generalization of study results evolved over time?,How has the methodological diversity in empirical RE research changed over time?,0.6502
25,How have the proportions of case studies and action research in the empirical methods used evolved over time?,How has the methodological diversity in empirical RE research changed over time?,0.6526
26,How has the reporting of the subjects evolved over time?,How has the volume of empirical RE research publications evolved over the years?,0.4818
27,How has the reporting of the objects of study / treatments evolved over time?,How often are empirical studies in RE replicated to validate findings?,0.5291
28,How has the reporting of the tasks evolved over time?,How are empirical findings in RE integrated into automated tools?,0.4784
29,How has the reporting of the setting evolved over time?,How do empirical findings in RE shape the future research agendas?,0.4298
30,Do the authors synthesize and present the results as checklists or guidelines applicable for industrial users?,How do empirical findings influence RE standards and guidelines?,0.539
31,How has the the reporting of the population evolved over time?,What are the long-term trends identified in empirical RE research?,0.4046
32,How has the reporting of the context evolved over time?,How are context factors considered in empirical RE studies?,0.5283
33,Do the authors exlain WHY their apporach is better than others in a selected context with specific characteristics?,How are context factors considered in empirical RE studies?,0.3857
34,Do the authors exlain WHEN their apporach is better than others in a selected context with specific characteristics?,How are context factors considered in empirical RE studies?,0.3609
35,Do the authors exlain HOW their apporach is better than others in a selected context with specific characteristics?,How are context factors considered in empirical RE studies?,0.4233
36,Do the authors report the selected context of their study with specific characteristics?,How are context factors considered in empirical RE studies?,0.5556
37,Does the research design allow for efficient reuse of study (results) by other researchers?,What are the common research designs used in empirical RE studies?,0.6345
38,"""How has the provision of data (the materials used, raw data collected, and study results identified) evolved over time?""",How do empirical findings in RE shape the future research agendas?,0.521
39,How has the reporting of research questions and answers evolved over time?,How has the volume of empirical RE research publications evolved over the years?,0.6075
40,How has the use of language (academic vs. plain) in scientific publications evolved over time?,How has the volume of empirical RE research publications evolved over the years?,0.5285
41,Do the authors use a well defined taxonomy for their research design?,What are the common research designs used in empirical RE studies?,0.4956
42,Do the authors use other channels to publish their results for making them available to industrial users?,What role does industry collaboration play in empirical RE research?,0.4281
43,"""What empirical methods are used to conduct integrative and interpretive (systematic literature) reviews, so-called secondary research?""",What role does systematic observation play in empirical RE research?,0.6403
44,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",What role does systematic observation play in empirical RE research?,0.6811
45,Have the authors done a systematic review of related work?,What role does systematic observation play in empirical RE research?,0.5109
46,"""How up-to-date (and relevant) are reported (systematic) reviews, so-called secondary research?""",How is empirical evidence synthesized in RE research to create comprehensive reviews?,0.5815
47,How many publications are analyzed in (systematic literature) reviews?,How is empirical evidence synthesized in RE research to create comprehensive reviews?,0.5582
48,"""Do the authors synthesize and present the results as checklists or guidelines applicable for industrial users, such as policy-makers, practitioners, and the general public?""",How do empirical findings influence RE standards and guidelines?,0.5406
49,"""Do the authors refer to and consistently use a basic terminology, descriptors, and keywords to identify and select primary studies for (systematic literature) reviews?""",What role does systematic observation play in empirical RE research?,0.5096
50,"""Do electronic resources (digital libraries and databases) provide all the functionalies that support the identification, selection, and retrieval of bibliographic and full-text information about SE research?""",How has the volume of empirical RE research publications evolved over the years?,0.4393
51,Do the authors use multiple digital libraries including publications from SE and RE and related disciplines for (systematic literature) reviews?,How has the volume of empirical RE research publications evolved over the years?,0.5223
52,Which digital libraries with publications from SE and RE and related disciplines do authors use for (systematic literature) reviews?,How has the volume of empirical RE research publications evolved over the years?,0.5387
53,Do the authors use (a common set of empirically derived) criteria to assess the quality of individual studies?,What frameworks are used to evaluate empirical research quality in RE?,0.6092
54,How has the use of (a common set of empirically derived) criteria to assess the quality of individual studies evolved over time?,How can empirical research methods be improved for future RE studies?,0.6215
55,Do the authors use (a common set of empirically derived) criteria to characterize the quality of secondary research and thus the overall strength of a body of evidence?,What types of empirical evidence are most valued by RE practitioners?,0.6057
56,How has the use of (a common set of empirically derived) criteria to characterize the quality of secondary research and thus the overall strength of a body of evidence evolved over time?,What types of empirical evidence are most valued by RE practitioners?,0.623
57,Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,What are the primary objectives of empirical studies in RE?,0.6397
58,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,What are the primary objectives of empirical studies in RE?,0.6937
59,How has the use of conceptual and operational definitions for key constructs and variables evolved over time in empirical research in SE and RE?,What theoretical frameworks are most commonly employed in empirical RE studies?,0.5673
60,How many different empirical methods are used per publication?,What methodologies are most effective for empirical studies in RE?,0.6954
61,How has the number of empirical methods used per publication evolved over time?,How has the volume of empirical RE research publications evolved over the years?,0.7292
62,Which methods are used to synthesize evidence from data of different empirical methods?,What are the common data analysis methods used in empirical RE research?,0.7354
63,How many studies incorporate theories?,What theoretical frameworks are most commonly employed in empirical RE studies?,0.5389
64,How has the incorporation of theories in studies evolved over time?,How has the methodological diversity in empirical RE research changed over time?,0.5173
65,"""For which purpose do authors incorporate theories into their studies (use, testing, modification, formulation)?""",What are the common research designs used in empirical RE studies?,0.4931
66,"""What is the proportion of theories from other disciplines, from other disciplines with adaptions for the SE and RE, and from SE and RE itself?""",What gaps are identified in the current empirical research on RE?,0.5067
67,"""How has the proportion of theories from other disciplines, from other disciplines with adaptions for the SE (RE), and from SE (RE) itself evolved over time?""",How has the methodological diversity in empirical RE research changed over time?,0.5666
68,How many theories from the SE and RE are there?,What gaps are identified in the current empirical research on RE?,0.5772
69,How has the number of theories from SE and RE evolved over time?,How has the methodological diversity in empirical RE research changed over time?,0.5327
70,"""On which levels of sophistication are the theories from SE and RE? (level 1, level 2, or level 3 defined in Sjøberg et al. [1])""",What gaps are identified in the current empirical research on RE?,0.4336
71,What is the proportion of each of the three levels of sophistication for theories from SE and RE?,What gaps are identified in the current empirical research on RE?,0.4774
72,How has the proportion of each of the three levels of sophistication for theories from SE and RE evolved over time?,How has the methodological diversity in empirical RE research changed over time?,0.4287
73,"""Do the authors use standards to describe the theories incorporated (used, tested, modified, formulated)?""",How do empirical findings influence RE standards and guidelines?,0.5089
74,How often are standards used to describe the theories incorporated?,How do empirical findings influence RE standards and guidelines?,0.4915
75,How has the use of standards to describe the theories incorporated evolved over time?,How do empirical findings influence RE standards and guidelines?,0.5247
76,Do the authors refer to a reference (website or systematic review) that systematizes and characterizes the theory incorporated?,What role does systematic observation play in empirical RE research?,0.4864
