,expertCQs,best_genCQs,best_cos_score
0,How has the proportion of empirical studies evolved over time?,How frequently are empirical methods used in Requirements Engineering research?,0.5282
1,How often are which empirical methods used over time?,How frequently are empirical methods used in Requirements Engineering research?,0.704
2,Which sub-fields of SE and RE do the empirical studies cover over time?,How frequently are empirical methods used in Requirements Engineering research?,0.5576
3, How do the authors justify the lack of a proper study?,How can empirical studies facilitate the certification and training of Requirements Engineers?,0.3692
4,How has the proportion of papers that do not have an empirical study evolved over time?,How often do Requirements Engineering studies get published in high-impact journals?,0.4964
5,How many empirical studies are by authors working for large software development companies?,How do empirical studies in Requirements Engineering impact software project outcomes?,0.6158
6,How has the proportion of studies by authors working for large software development companies evolved over time?,How do empirical studies in Requirements Engineering impact software project outcomes?,0.5286
7,"""How has building on previous research data and results, including from other disciplines, evolved over time?""",What are the most frequent research questions addressed in empirical Requirements Engineering studies?,0.3966
8,How do the authors justify the selection and combination of empirical methods and design elements?,What are the key reasons for selecting specific empirical methods in Requirements Engineering research?,0.7124
9,How often are which empirical methods used?,How frequently are empirical methods used in Requirements Engineering research?,0.7278
10,"""How have the proportions of experiments, secondary research (reviews), surveys, case studies, and action research in the empirical methods used evolved over time?""",What are the most frequent research questions addressed in empirical Requirements Engineering studies?,0.5245
11,How has the proportion of replications evolved over time?,How can empirical research address the challenges of fluctuating requirements in distributed software development?,0.269
12,How has the use of triangulation for research design evolved over time?,What are the typical components of a research map for empirical Requirements Engineering studies?,0.3819
13,How often are those who conduct the studies also the authors of the papers?,How often do Requirements Engineering studies get published in high-impact journals?,0.5016
14,How do the authors justify preventing bias in the study results?,What are the benefits of replicating empirical studies in Requirements Engineering?,0.388
15,How has the proportion of pure demonstrations (proof of concept) and simple experience reports (lessons learned) evolved over time?,What are the benefits of replicating empirical studies in Requirements Engineering?,0.3708
16,How has comparing new approaches with relevant alternative approaches used in the industry evolved over time?,What are the trends in empirical research methodologies in Requirements Engineering over the past decade?,0.462
17,How often are which statistical methods used?,How frequently are empirical methods used in Requirements Engineering research?,0.5748
18,How has the use of statistical methods evolved over time?,How frequently are empirical methods used in Requirements Engineering research?,0.4451
19,Do authors report that assumptions and limitations of statistical methods are met before using them?,What are the key reasons for selecting specific empirical methods in Requirements Engineering research?,0.3966
20,How has the definition of the population evolved over time?,How can empirical research address the evolving needs of Requirements Engineering in the software industry?,0.1485
21,How has the use of power analysis and effect size estimation evolved over time?,What are the key reasons for selecting specific empirical methods in Requirements Engineering research?,0.2838
22,How has the reporting of threats to validity evolved over time?,How can empirical research methods validate design-oriented results in Requirements Engineering?,0.3299
