,genCQ,expertCQ,cos_score
0,How often are case study research methods used in empirical Requirements Engineering research?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.7322
1,What is the role of systematic literature reviews in synthesizing empirical research in Requirements Engineering?,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",0.6664
2,Which research method is frequently used in primary studies?,How often are which statistical methods used?,0.6637
3,How do case studies differ from experiments in empirical Requirements Engineering research?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.6580
4,How often are case study research methods used in empirical Requirements Engineering research?,How often are which empirical methods used over time?,0.6565
5,How often are case study research methods used in empirical Requirements Engineering research?,How often are which empirical methods used?,0.6521
6,Which research method is frequently used in primary studies?,"""What empirical methods are used to conduct integrative and interpretive (systematic literature) reviews, so-called secondary research?""",0.6422
7,What is the frequency of different research types of primary studies?,How often are those who conduct the studies also the authors of the papers?,0.6418
8,Which empirical methods are most commonly used in Requirements Engineering research?,How often are which empirical methods used?,0.6411
9,What kind of research participants are frequently involved in primary studies?,How often are those who conduct the studies also the authors of the papers?,0.6333
10,What is the role of systematic literature reviews in synthesizing empirical research in Requirements Engineering?,"""What empirical methods are used to conduct integrative and interpretive (systematic literature) reviews, so-called secondary research?""",0.6314
11,Which empirical methods are most commonly used in Requirements Engineering research?,How do the authors justify the selection and combination of empirical methods and design elements?,0.6219
12,Which empirical methods are most commonly used in Requirements Engineering research?,How many different empirical methods are used per publication?,0.6149
13,How often are case study research methods used in empirical Requirements Engineering research?,How many empirical studies are by authors working for large software development companies?,0.6127
14,How often are case study research methods used in empirical Requirements Engineering research?,How has the number of empirical methods used per publication evolved over time?,0.6096
15,What is the frequency of different research types of primary studies?,How has the proportion of empirical studies evolved over time?,0.6062
16,Which research method is frequently used in primary studies?,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",0.6034
17,What is the frequency of different research types of primary studies?,How many publications are analyzed in (systematic literature) reviews?,0.5978
18,Which research method is frequently used in primary studies?,"""How have the proportions of experiments, secondary research (reviews), surveys, case studies, and action research in the empirical methods used evolved over time?""",0.5970
