,genCQ,expertCQ,cos_score
0,In which contexts have empirical studies of RE been conducted over time?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7663
1,How often are experiments used in empirical RE research compared to other methods?,How often are which empirical methods used?,0.7615
2,How often are experiments used in empirical RE research compared to other methods?,How often are which empirical methods used over time?,0.7613
3,What are the most frequently cited empirical techniques in RE?,How often are which empirical methods used?,0.7529
4,What are the common themes observed in systematic reviews of empirical RE?,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",0.7442
5,What is the contribution of case studies to empirical RE research?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.7370
6,What are the common themes observed in systematic reviews of empirical RE?,"""What empirical methods are used to conduct integrative and interpretive (systematic literature) reviews, so-called secondary research?""",0.7118
7,What are the most frequently cited empirical techniques in RE?,How often are which empirical methods used over time?,0.7086
8,How has empirical research in various RE knowledge areas evolved over the years?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7080
9,How has empirical research in various RE knowledge areas evolved over the years?,How has the proportion of empirical studies evolved over time?,0.7036
10,How rigorous is the empirical research reported in different RE core areas?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7000
11,What are the common issues faced in validating empirical RE studies?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6954
12,What are the risks associated with the use of empirical methods in RE research?,How often are which empirical methods used?,0.6871
13,What frameworks are commonly used in empirical RE research?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.6867
14,How do findings from empirical RE studies vary across different software development domains?,How many empirical studies are by authors working for large software development companies?,0.6860
15,What are the most frequently cited empirical techniques in RE?,Which methods are used to synthesize evidence from data of different empirical methods?,0.6844
16,How often are experiments used in empirical RE research compared to other methods?,How has the number of empirical methods used per publication evolved over time?,0.6835
17,What are the most frequently cited empirical techniques in RE?,How has the number of empirical methods used per publication evolved over time?,0.6812
18,How does the rigor of empirical methods used in RE studies compare across different regions?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6806
19,What are the common gaps identified in empirical RE research?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6802
20,What are the most frequently cited empirical techniques in RE?,How many different empirical methods are used per publication?,0.6747
21,What are the most frequently cited empirical techniques in RE?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6745
22,How often are empirical RE research findings replicated in different contexts?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6737
23,What frameworks are commonly used in empirical RE research?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6735
24,How do empirical RE studies address the dynamics of global software development?,How many empirical studies are by authors working for large software development companies?,0.6683
25,What are the latest advancements in empirical methodologies applied to RE?,How often are which empirical methods used?,0.6657
26,What are the latest advancements in empirical methodologies applied to RE?,How has the number of empirical methods used per publication evolved over time?,0.6631
27,How are empirical findings used to develop RE guidelines and processes?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.6629
28,Which empirical RE studies have had significant industrial uptake?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6607
29,How does the rigor of empirical methods used in RE studies compare across different regions?,How often are which empirical methods used?,0.6592
30,How often are experiments used in empirical RE research compared to other methods?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6577
31,What are the risks associated with the use of empirical methods in RE research?,How do the authors justify the selection and combination of empirical methods and design elements?,0.6571
32,How often are experiments used in empirical RE research compared to other methods?,How many different empirical methods are used per publication?,0.6569
33,How often are experiments used in empirical RE research compared to other methods?,How has the proportion of empirical studies evolved over time?,0.6559
34,What is the role of empirical research in formal methods for RE?,How often are which empirical methods used?,0.6556
35,How comprehensive are the existing empirical evidence bases in RE?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6555
36,How does the rigor of empirical methods used in RE studies compare across different regions?,How has the number of empirical methods used per publication evolved over time?,0.6550
37,What is the role of longitudinal studies in empirical RE research?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6534
38,What are the implications of empirical RE research findings for future RE studies?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6523
39,How do practitioners perceive the usefulness of empirical RE studies?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6520
40,In which contexts have empirical studies of RE been conducted over time?,How often are which empirical methods used over time?,0.6498
41,How comprehensive are the existing empirical evidence bases in RE?,Which methods are used to synthesize evidence from data of different empirical methods?,0.6495
42,How often are experiments used in empirical RE research compared to other methods?,How often are which statistical methods used?,0.6489
43,How often are empirical RE research findings replicated in different contexts?,How has the proportion of empirical studies evolved over time?,0.6476
44,What are the risks associated with the use of empirical methods in RE research?,How often are which empirical methods used over time?,0.6450
45,What are the latest advancements in empirical methodologies applied to RE?,How often are which empirical methods used over time?,0.6439
46,How does the rigor of empirical methods used in RE studies compare across different regions?,How many different empirical methods are used per publication?,0.6434
47,What are the common themes observed in systematic reviews of empirical RE?,How many publications are analyzed in (systematic literature) reviews?,0.6428
