,genCQ,expertCQ,cos_score
0,Do you consider all the assumptions of inference techniques to be used in your empirical research?,Do authors report that assumptions and limitations of statistical methods are met before using them?,0.7203
1,What are the typical findings and issues in the interpretations of empirical RE studies?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7116
2,How has empirical research in various RE knowledge areas evolved over the years?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7080
3,"In which context, these empirical studies of RE have been carried out over the period of RE research?",Which sub-fields of SE and RE do the empirical studies cover over time?,0.7051
4,In which channels are the empirical studies of RE published?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7048
5,How has empirical research in various RE knowledge areas evolved over the years?,How has the proportion of empirical studies evolved over time?,0.7036
6,"How are empirical-based SE theories collected, documented, and utilized in improving RE research?",Which sub-fields of SE and RE do the empirical studies cover over time?,0.7036
7,Do you consider all assumptions of inference techniques to be used?,Do authors report that assumptions and limitations of statistical methods are met before using them?,0.7002
8,What methodologies are used to assess the quality of empirical RE studies?,How has the use of (a common set of empirically derived) criteria to assess the quality of individual studies evolved over time?,0.6935
9,What methodologies are used to assess the quality of empirical RE studies?,Do the authors use (a common set of empirically derived) criteria to assess the quality of individual studies?,0.6932
10,What is the state of the art in empirical studies of RE?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6891
11,How useful are operationalization and validation of relevant concepts in empirical RE research?,Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,0.6846
12,"How are empirical-based SE theories collected, documented, and utilized in improving RE research?",What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.6832
13,"Do you consider the validity of the measures, measurement procedures, and instruments in your empirical research?",Do the authors use (a common set of empirically derived) criteria to assess the quality of individual studies?,0.6780
14,How useful are operationalization and validation of relevant concepts in empirical RE research?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.6777
15,"How are empirical-based SE theories collected, documented, and utilized in improving RE research?",Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,0.6746
16,Do you explain your observations in terms of underlying mechanisms or available theories?,How many studies incorporate theories?,0.6704
17,"What is the role of other types of empirical studies on RE, such as experiments?",Which sub-fields of SE and RE do the empirical studies cover over time?,0.6685
18,What methodologies are used to assess the quality of empirical RE studies?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6663
19,How are conceptual metamodels used to describe components and relationships in empirical RE studies?,Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,0.6663
20,How do empirical studies investigate the state of the art and state of practice in RE?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6655
21,What recommended practices reported in the literature do researchers and practitioners consider useful for designing and reporting empirical research?,"""What empirical methods are used to conduct integrative and interpretive (systematic literature) reviews, so-called secondary research?""",0.6644
22,Which research method is frequently used in primary studies?,How often are which statistical methods used?,0.6637
23,What are the typical findings and issues in the interpretations of empirical RE studies?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.6623
24,How are conceptual metamodels used to describe components and relationships in empirical RE studies?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.6622
25,How are empirical data synthesized to create meaningful comparative analyses in RE?,Which methods are used to synthesize evidence from data of different empirical methods?,0.6586
26,What existing RE approaches are integrated into frameworks for empirical research?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6580
27,What existing RE approaches are integrated into frameworks for empirical research?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.6557
28,What are the typical findings and issues in the interpretations of empirical RE studies?,Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,0.6506
