,genCQ,expertCQ,cos_score
0,How frequently are case studies used as a method in empirical requirements engineering research?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.7375
1,Which research methods are most commonly used in empirical requirements engineering research?,How often are which empirical methods used?,0.6408
2,What is the role of empirical research in validating requirements engineering methods and tools?,How do the authors justify the selection and combination of empirical methods and design elements?,0.6317
3,Which research methods are most commonly used in empirical requirements engineering research?,How do the authors justify the selection and combination of empirical methods and design elements?,0.6197
4,Which research methods are most commonly used in empirical requirements engineering research?,How many different empirical methods are used per publication?,0.6175
5,How often do empirical studies in requirements engineering employ mixed methods approaches?,How often are which empirical methods used?,0.6109
6,How often do empirical studies in requirements engineering employ mixed methods approaches?,How often are which empirical methods used over time?,0.6016
7,What are the most cited empirical studies in requirements engineering research?,How many empirical studies are by authors working for large software development companies?,0.5972
8,How frequently are case studies used as a method in empirical requirements engineering research?,How many empirical studies are by authors working for large software development companies?,0.5965
9,How frequently are case studies used as a method in empirical requirements engineering research?,How often are which empirical methods used?,0.5930
10,Which research methods are most commonly used in empirical requirements engineering research?,How often are which empirical methods used over time?,0.5929
11,How is evidence synthesized in empirical requirements engineering research?,Which methods are used to synthesize evidence from data of different empirical methods?,0.5904
12,Which research methods are most commonly used in empirical requirements engineering research?,Which methods are used to synthesize evidence from data of different empirical methods?,0.5879
13,How frequently are case studies used as a method in empirical requirements engineering research?,How often are which empirical methods used over time?,0.5877
14,What are the typical data collection methods in empirical requirements engineering studies?,How many different empirical methods are used per publication?,0.5841
15,How is empirical research in requirements engineering typically documented?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5769
16,What is the role of empirical research in validating requirements engineering methods and tools?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5763
17,Which research methods are most commonly used in empirical requirements engineering research?,How has the number of empirical methods used per publication evolved over time?,0.5748
18,How often are existing empirical studies replicated in the field of requirements engineering?,How many empirical studies are by authors working for large software development companies?,0.5730
19,What are the typical data collection methods in empirical requirements engineering studies?,How often are which empirical methods used?,0.5712
20,How is evidence synthesized in empirical requirements engineering research?,How do the authors justify the selection and combination of empirical methods and design elements?,0.5707
21,How often do empirical studies in requirements engineering employ mixed methods approaches?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.5684
22,How often are existing empirical studies replicated in the field of requirements engineering?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.5652
23,How often are existing empirical studies replicated in the field of requirements engineering?,How has the proportion of empirical studies evolved over time?,0.5641
24,Which research methods are most commonly used in empirical requirements engineering research?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.5634
25,What are the primary sources of data for empirical requirements engineering studies?,How many empirical studies are by authors working for large software development companies?,0.5624
26,Which research methods are most commonly used in empirical requirements engineering research?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5620
27,What is the role of empirical research in validating requirements engineering methods and tools?,Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,0.5575
28,How frequently are case studies used as a method in empirical requirements engineering research?,"""How have the proportions of experiments, secondary research (reviews), surveys, case studies, and action research in the empirical methods used evolved over time?""",0.5567
29,How often do empirical studies in requirements engineering employ mixed methods approaches?,How do the authors justify the selection and combination of empirical methods and design elements?,0.5566
30,How has the focus of empirical research in requirements engineering evolved since 2000?,How has the use of conceptual and operational definitions for key constructs and variables evolved over time in empirical research in SE and RE?,0.5564
31,How has industry participation in empirical requirements engineering research changed over time?,How has the proportion of studies by authors working for large software development companies evolved over time?,0.5557
32,What are the typical data collection methods in empirical requirements engineering studies?,Which methods are used to synthesize evidence from data of different empirical methods?,0.5547
33,How are research participants selected in empirical requirements engineering studies?,How do the authors justify the selection and combination of empirical methods and design elements?,0.5535
34,How do qualitative and quantitative research methods compare in empirical requirements engineering research?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5533
35,How is empirical research in requirements engineering typically documented?,Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,0.5516
36,How is empirical research in requirements engineering typically documented?,How many empirical studies are by authors working for large software development companies?,0.5516
37,How often do empirical studies in requirements engineering employ mixed methods approaches?,How has the number of empirical methods used per publication evolved over time?,0.5475
38,What are the primary sources of data for empirical requirements engineering studies?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5473
39,How often are existing empirical studies replicated in the field of requirements engineering?,How has the number of empirical methods used per publication evolved over time?,0.5467
40,How has the focus of empirical research in requirements engineering evolved since 2000?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.5467
41,What are the typical data collection methods in empirical requirements engineering studies?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5461
42,How often are existing empirical studies replicated in the field of requirements engineering?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.5457
43,How is evidence synthesized in empirical requirements engineering research?,How has the use of (a common set of empirically derived) criteria to characterize the quality of secondary research and thus the overall strength of a body of evidence evolved over time?,0.5449
44,How often are existing empirical studies replicated in the field of requirements engineering?,How often are which empirical methods used over time?,0.5447
45,How frequently are case studies used as a method in empirical requirements engineering research?,How has the proportion of studies by authors working for large software development companies evolved over time?,0.5441
46,How do empirical studies inform the development of new requirements engineering frameworks?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5431
47,Which research methods are most commonly used in empirical requirements engineering research?,"""What empirical methods are used to conduct integrative and interpretive (systematic literature) reviews, so-called secondary research?""",0.5428
48,What types of interventions are most commonly proposed in empirical requirements engineering research?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5418
49,How frequently are case studies used as a method in empirical requirements engineering research?,How has the number of empirical methods used per publication evolved over time?,0.5415
50,How frequently are case studies used as a method in empirical requirements engineering research?,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",0.5413
51,What are the primary sources of data for empirical requirements engineering studies?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.5408
52,What are the typical data collection methods in empirical requirements engineering studies?,How many empirical studies are by authors working for large software development companies?,0.5407
53,What are the common themes in empirical requirements engineering studies published between 2010 and 2020?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5407
54,How do empirical studies address the impact of requirements engineering on software maintenance?,How many empirical studies are by authors working for large software development companies?,0.5405
55,What are the success factors for requirements engineering identified by empirical studies?,How many empirical studies are by authors working for large software development companies?,0.5404
56,How are empirical findings in software engineering translated into requirements engineering practice?,How many empirical studies are by authors working for large software development companies?,0.5396
57,What research areas are most frequently investigated in empirical requirements engineering studies?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.5384
58,How has industry participation in empirical requirements engineering research changed over time?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.5379
59,How often do empirical studies in requirements engineering employ mixed methods approaches?,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",0.5376
