,genCQ,expertCQ,cos_score
0,How frequently are case studies used in empirical requirements engineering research?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.7065
1,How is empirical knowledge in requirements engineering synthesized in systematic reviews?,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",0.6254
2,How often are mixed-methods approaches used in empirical requirements engineering research?,How often are which empirical methods used?,0.6233
3,How often are experiments conducted in empirical requirements engineering?,How often are which empirical methods used?,0.6226
4,What is the significance of using standardized terminologies in empirical requirements engineering research?,How has the use of conceptual and operational definitions for key constructs and variables evolved over time in empirical research in SE and RE?,0.6147
5,How frequently are case studies used in empirical requirements engineering research?,How many empirical studies are by authors working for large software development companies?,0.6128
6,What are the common research methodologies used in empirical requirements engineering studies?,How do the authors justify the selection and combination of empirical methods and design elements?,0.6075
7,What is the significance of using standardized terminologies in empirical requirements engineering research?,Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,0.6062
8,What methodological frameworks are commonly used in empirical requirements engineering research?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.6041
9,What are the common research methodologies used in empirical requirements engineering studies?,How often are which empirical methods used?,0.6017
10,How often are mixed-methods approaches used in empirical requirements engineering research?,How often are which empirical methods used over time?,0.6002
11,What are the common research methodologies used in empirical requirements engineering studies?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5991
12,How often are experiments conducted in empirical requirements engineering?,How often are which empirical methods used over time?,0.5984
13,What is the significance of using standardized terminologies in empirical requirements engineering research?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5984
14,What are the common research methodologies used in empirical requirements engineering studies?,How many different empirical methods are used per publication?,0.5929
15,How do empirical studies address the validation and verification of requirements?,How do the authors justify the selection and combination of empirical methods and design elements?,0.5909
16,How has the empirical research in requirements analysis evolved over time?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.5881
17,What are the typical data collection methods used in empirical requirements engineering research?,How many different empirical methods are used per publication?,0.5850
18,What is the role of action research in empirical requirements engineering studies?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.5822
19,What are the prevalent research designs in empirical requirements engineering?,How do the authors justify the selection and combination of empirical methods and design elements?,0.5822
20,How do empirical studies address the integration of requirements engineering with other software development practices?,How many empirical studies are by authors working for large software development companies?,0.5820
21,How often are mixed-methods approaches used in empirical requirements engineering research?,How do the authors justify the selection and combination of empirical methods and design elements?,0.5805
22,How is empirical knowledge in requirements engineering synthesized in systematic reviews?,"""What empirical methods are used to conduct integrative and interpretive (systematic literature) reviews, so-called secondary research?""",0.5804
23,What methodological frameworks are commonly used in empirical requirements engineering research?,How do the authors justify the selection and combination of empirical methods and design elements?,0.5776
24,How has the empirical research in requirements analysis evolved over time?,How has the proportion of empirical studies evolved over time?,0.5770
25,What are the typical data collection methods used in empirical requirements engineering research?,How often are which empirical methods used?,0.5767
26,What are the common research methodologies used in empirical requirements engineering studies?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.5754
27,How frequently are case studies used in empirical requirements engineering research?,How often are which empirical methods used over time?,0.5748
28,How frequently are case studies used in empirical requirements engineering research?,How often are which empirical methods used?,0.5741
29,What are the main sources of empirical evidence in requirements engineering research?,How many empirical studies are by authors working for large software development companies?,0.5718
30,What methodological frameworks are commonly used in empirical requirements engineering research?,Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,0.5657
31,How is the data from empirical requirements engineering studies typically analyzed?,How many empirical studies are by authors working for large software development companies?,0.5657
32,How is the data from empirical requirements engineering studies typically analyzed?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5639
33,How are results from empirical requirements engineering studies integrated into practice?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5639
34,How often are mixed-methods approaches used in empirical requirements engineering research?,How many different empirical methods are used per publication?,0.5623
35,How often are mixed-methods approaches used in empirical requirements engineering research?,How has the number of empirical methods used per publication evolved over time?,0.5615
36,What are the common research methodologies used in empirical requirements engineering studies?,How has the number of empirical methods used per publication evolved over time?,0.5614
37,How often are grounded theory methods used in empirical requirements engineering research?,How often are which empirical methods used?,0.5613
38,What are the typical data collection methods used in empirical requirements engineering research?,Which methods are used to synthesize evidence from data of different empirical methods?,0.5606
39,What metrics are commonly used to evaluate empirical research in requirements engineering?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5605
40,What are the primary focus areas in empirical requirements engineering studies published after 2010?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5600
41,How is empirical knowledge in requirements engineering synthesized in systematic reviews?,How many publications are analyzed in (systematic literature) reviews?,0.5598
