,genCQs,best_expertCQs,best_cos_score
0,What kind of empirical knowledge exists for requirements engineering?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5303
1,What types of questions can be asked to understand RE practice?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.396
2,What evidence exists about RE practice?,Does the research design allow for efficient reuse of study (results) by other researchers?,0.4472
3,What further evidence is needed about RE practice?,How has the use of (a common set of empirically derived) criteria to characterize the quality of secondary research and thus the overall strength of a body of evidence evolved over time?,0.4163
4,How can surveys be used to collect RE practice data?,Does the research design allow for efficient reuse of study (results) by other researchers?,0.4825
5,What are the outcomes of large-scale empirical surveys on RE practice?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.5976
6,How do new RE practice studies compare to established ones?,How has the use of (a common set of empirically derived) criteria to assess the quality of individual studies evolved over time?,0.6145
7,What are the major gaps in empirical RE research?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6807
8,How has the terminology in empirical RE evolved over the past decade?,How has the number of empirical methods used per publication evolved over time?,0.6686
9,How have empirical methods impacted the understanding of RE practice?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.595
10,What are the key success factors for RE practice according to empirical studies?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.4939
11,How are RE techniques like formal modeling adopted in practice compared to others?,How often are standards used to describe the theories incorporated?,0.4714
12,What are the main problems encountered in RE practice?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.4104
13,How can interdisciplinary research help standardize RE terminology and practices?,Do the authors use a well defined taxonomy for their research design?,0.5183
14,What role do certification schemes play in standardizing RE terminology?,How often are standards used to describe the theories incorporated?,0.4568
15,How are the results of empirical RE studies collected and compared?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6935
16,What are common empirical research patterns in RE?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.718
17,How do empirical studies in RE handle data collection and analysis?,Which methods are used to synthesize evidence from data of different empirical methods?,0.6611
18,What are the primary research methodologies used in empirical RE studies?,How often are which empirical methods used?,0.7171
19,How do empirical RE researchers design their studies?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6875
20,What are the most common empirical research practices in RE?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7024
21,How do researchers in the RE community perceive the usefulness of various empirical practices?,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",0.5827
22,What empirical methods are recommended for studying RE practices?,How often are which empirical methods used?,0.5987
