,genCQs,best_expertCQs,best_cos_score
0,What are the challenges in bridging the gap between research and practice in requirements engineering?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.366
1,Which empirical studies have been conducted to gather data on requirements engineering practices in the last decade?,How many empirical studies are by authors working for large software development companies?,0.5113
2,What are the key questions to ask for understanding requirements engineering practices?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.398
3,What empirical evidence do we have about current requirements engineering practices?,How has the use of conceptual and operational definitions for key constructs and variables evolved over time in empirical research in SE and RE?,0.4498
4,What further empirical evidence is needed in the field of requirements engineering?,How many empirical studies are by authors working for large software development companies?,0.4562
5,What are the common problems encountered in requirements engineering practices?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.3713
6,What are the success factors for requirements engineering in practice?,How many empirical studies are by authors working for large software development companies?,0.4051
7,"How widely adopted are various requirements engineering techniques in the industry, such as formal modeling and QFD?",How often are standards used to describe the theories incorporated?,0.3996
8,How can knowledge transfer between industry and academia be enhanced for requirements engineering?,"""What is the proportion of theories from other disciplines, from other disciplines with adaptions for the SE and RE, and from SE and RE itself?""",0.3434
9,What framework can be used for designing questionnaires on requirements engineering?,Do the authors use a well defined taxonomy for their research design?,0.3723
10,How has the state of requirements engineering practice evolved over time?,How has the use of conceptual and operational definitions for key constructs and variables evolved over time in empirical research in SE and RE?,0.4808
11,What are the typical findings of recent requirements engineering practice studies?,How many empirical studies are by authors working for large software development companies?,0.487
12,"What role do different types of empirical studies (e.g., experiments) play in understanding requirements engineering practices?",What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5942
13,What is the impact of strategic requirements on project success?,How many empirical studies are by authors working for large software development companies?,0.3622
14,How can interdisciplinary research help understand context factors relevant for software engineering projects?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.389
15,How can standard terminology enhance the replication of empirical studies in requirements engineering?,How has the use of conceptual and operational definitions for key constructs and variables evolved over time in empirical research in SE and RE?,0.5708
16,What are the critical success factors for industrial uptake of specific requirements engineering techniques?,How has comparing new approaches with relevant alternative approaches used in the industry evolved over time?,0.3912
17,What are the challenges and approaches for generalizing empirical RE validation research to future practices?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5218
18,Which empirical knowledge exists about requirements engineering?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5123
19,What are the research methods used in empirical requirements engineering studies?,How do the authors justify the selection and combination of empirical methods and design elements?,0.6211
