,genCQ,expertCQ,cos_score
0,What are the core components of an interactive system in the context of human-computer interaction?,What does make up the user interface of an interactive computer system?,0.8335
1,What are the core components of an interactive system in the context of human-computer interaction?,What is an interactive computer system?,0.8039
2,What are the core components of an interactive system in the context of human-computer interaction?,What is a complex interactive computer system?,0.7679
3,What are the core components of an interactive system in the context of human-computer interaction?,What is an interactive software system?,0.7220
4,What are the core components of an interactive system in the context of human-computer interaction?,What is a human–computer interaction?,0.7121
5,What are the core components of an interactive system in the context of human-computer interaction?,How is a user input processed by an interactive computer system?,0.6765
6,What are the core components of an interactive system in the context of human-computer interaction?,How can a user interact in human–computer interactions?,0.6707
7,What are the core components of an interactive system in the context of human-computer interaction?,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,0.6548
8,What are the core components of an interactive system in the context of human-computer interaction?,Why does a user intentionally interact with an interactive computer system?,0.6530
9,What are the core components of an interactive system in the context of human-computer interaction?,"Considering intentionality, how can a user interact with an interactive computer system?",0.6404
10,What are the methods to assess the effectiveness of adaptive interactive systems?,What is an interactive computer system?,0.5950
11,What are the methods to assess the effectiveness of adaptive interactive systems?,What does make up the user interface of an interactive computer system?,0.5794
12,What are the methods to assess the effectiveness of adaptive interactive systems?,What is an interactive software system?,0.5718
13,What are the methods to assess the effectiveness of adaptive interactive systems?,What is a complex interactive computer system?,0.5702
14,What are the core components of an interactive system in the context of human-computer interaction?,How does a user receive an output from an interactive computer system?,0.5515
15,How is multimodality represented in a human-computer interaction ontology?,How can a user interact in human–computer interactions?,0.5410
16,What is the role of input and output modalities in HCI systems?,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,0.5365
17,How is multimodality represented in a human-computer interaction ontology?,What is a human–computer interaction?,0.5254
18,How can an ontology be used to describe user characteristics in adaptive user interfaces?,What does make up the user interface of an interactive computer system?,0.5228
19,What are the methods to assess the effectiveness of adaptive interactive systems?,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,0.5124
20,What are the methods to assess the effectiveness of adaptive interactive systems?,How is a user input processed by an interactive computer system?,0.5122
21,What are the essential criteria for selecting interaction modalities based on user characteristics?,How can a user interact in human–computer interactions?,0.5059
22,What are the methods to assess the effectiveness of adaptive interactive systems?,"Considering intentionality, how can a user interact with an interactive computer system?",0.5040
23,How is multimodality represented in a human-computer interaction ontology?,What is a complex interactive computer system?,0.5007
24,What are the essential criteria for selecting interaction modalities based on user characteristics?,What does make up the user interface of an interactive computer system?,0.4951
25,What are the methods to assess the effectiveness of adaptive interactive systems?,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,0.4943
26,How is multimodality represented in a human-computer interaction ontology?,What does make up the user interface of an interactive computer system?,0.4931
27,How does the ontological representation support reasoning about user interactions in adaptive systems?,Why does a user intentionally interact with an interactive computer system?,0.4919
28,How does the ontological representation support reasoning about user interactions in adaptive systems?,What does make up the user interface of an interactive computer system?,0.4908
29,How is user feedback incorporated into the refinement of adaptive user interfaces using ontologies?,What does make up the user interface of an interactive computer system?,0.4896
30,How does the ontological representation support reasoning about user interactions in adaptive systems?,How can a user interact in human–computer interactions?,0.4853
31,How does the ontological representation support reasoning about user interactions in adaptive systems?,"Considering intentionality, how can a user interact with an interactive computer system?",0.4848
32,What are the methods to assess the effectiveness of adaptive interactive systems?,Why does a user intentionally interact with an interactive computer system?,0.4820
33,What are the core components of an interactive system in the context of human-computer interaction?,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,0.4795
34,How does the ontological representation support reasoning about user interactions in adaptive systems?,How is a user input processed by an interactive computer system?,0.4770
35,How does the ontological representation support reasoning about user interactions in adaptive systems?,What is an interactive software system?,0.4750
36,How does the ontological representation support reasoning about user interactions in adaptive systems?,What is an interactive computer system?,0.4740
37,What is the role of input and output modalities in HCI systems?,How is a user input processed by an interactive computer system?,0.4738
38,How is multimodality represented in a human-computer interaction ontology?,What is an interactive computer system?,0.4701
39,What is the role of input and output modalities in HCI systems?,How does a user receive an output from an interactive computer system?,0.4655
40,What are the core components of an interactive system in the context of human-computer interaction?,What does make up a complex user participation?,0.4594
41,How does the ontological representation support reasoning about user interactions in adaptive systems?,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,0.4560
42,How can an ontology be used to describe user characteristics in adaptive user interfaces?,How can a user interact in human–computer interactions?,0.4554
