,genCQ,expertCQ,cos_score
0,What are the distinct input and output modalities in an interactive system?,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,0.7347
1,What are the distinct input and output modalities in an interactive system?,How is a user input processed by an interactive computer system?,0.6878
2,What are the distinct input and output modalities in an interactive system?,How does a user receive an output from an interactive computer system?,0.6308
3,What are the distinct input and output modalities in an interactive system?,What does make up the user interface of an interactive computer system?,0.6124
4,What are the distinct input and output modalities in an interactive system?,What is an interactive computer system?,0.5853
5,What types of interactions are classified in HCI systems?,What is a complex interactive computer system?,0.5756
6,What types of interactions are classified in HCI systems?,What does make up the user interface of an interactive computer system?,0.5501
7,What are the distinct input and output modalities in an interactive system?,What is a complex interactive computer system?,0.5472
8,What types of interactions are classified in HCI systems?,What is a human–computer interaction?,0.5314
9,How do physical and logical interaction resources differ in HCI?,What does make up the user interface of an interactive computer system?,0.5291
10,How do physical and logical interaction resources differ in HCI?,What is a human–computer interaction?,0.5271
11,What are the distinct input and output modalities in an interactive system?,What is an interactive software system?,0.5271
12,What types of interactions are classified in HCI systems?,How can a user interact in human–computer interactions?,0.5204
13,What types of interactions are classified in HCI systems?,What is an interactive computer system?,0.5181
14,How do physical and logical interaction resources differ in HCI?,What is a complex interactive computer system?,0.5156
15,What criteria are used to evaluate user capabilities in HCI?,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,0.4898
16,How are user preferences integrated into adaptive HCI systems?,What does make up the user interface of an interactive computer system?,0.4862
17,How do physical and logical interaction resources differ in HCI?,How can a user interact in human–computer interactions?,0.4784
18,What are the common design patterns for adaptive HCI systems?,What is a complex interactive computer system?,0.4757
19,How do physical and logical interaction resources differ in HCI?,What is an interactive computer system?,0.4736
20,How do different sensory modalities influence user interaction modes?,How can a user interact in human–computer interactions?,0.4647
21,What types of interactions are classified in HCI systems?,What is an interactive software system?,0.4606
22,What are the core components of an HCI system?,What is a complex interactive computer system?,0.4530
23,What are the distinct input and output modalities in an interactive system?,"Considering intentionality, how can a user interact with an interactive computer system?",0.4419
24,What are the distinct input and output modalities in an interactive system?,Why does a user intentionally interact with an interactive computer system?,0.4411
25,How are user preferences integrated into adaptive HCI systems?,How can a user interact in human–computer interactions?,0.4402
26,What are the core components of an HCI system?,What does make up the user interface of an interactive computer system?,0.4384
27,How is semantic reasoning utilized for interface adaptation?,What does make up the user interface of an interactive computer system?,0.4339
28,What are the common design patterns for adaptive HCI systems?,What does make up the user interface of an interactive computer system?,0.4315
29,How are user preferences integrated into adaptive HCI systems?,How is a user input processed by an interactive computer system?,0.4314
30,What types of interactions are classified in HCI systems?,How is a user input processed by an interactive computer system?,0.4311
31,How are user profiles represented in HCI ontology?,What is a User?,0.4300
32,How do different user disabilities impact the adaptation of user interfaces?,What does make up the user interface of an interactive computer system?,0.4289
33,How do ontology-based systems support personalization in HCI?,How can a user interact in human–computer interactions?,0.4276
34,How are user preferences integrated into adaptive HCI systems?,Why does a user intentionally interact with an interactive computer system?,0.4271
35,What types of interactions are classified in HCI systems?,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,0.4268
36,What criteria are used to evaluate user capabilities in HCI?,What does make up a complex user participation?,0.4231
37,How are user preferences integrated into adaptive HCI systems?,"Considering intentionality, how can a user interact with an interactive computer system?",0.4231
38,How do different sensory modalities influence user interaction modes?,What does make up the user interface of an interactive computer system?,0.4215
39,What types of interactions are classified in HCI systems?,Why does a user intentionally interact with an interactive computer system?,0.4204
40,"What are the key relationships between interaction modes, modalities, and media?",How can a user interact in human–computer interactions?,0.4200
41,How are user preferences integrated into adaptive HCI systems?,What is an interactive computer system?,0.4193
42,How do physical and logical interaction resources differ in HCI?,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,0.4174
43,"What are the key relationships between interaction modes, modalities, and media?",What does make up the user interface of an interactive computer system?,0.4162
44,How do physical and logical interaction resources differ in HCI?,Why does a user intentionally interact with an interactive computer system?,0.4144
45,How do physical and logical interaction resources differ in HCI?,What is an interactive software system?,0.4118
46,How do physical and logical interaction resources differ in HCI?,How is a user input processed by an interactive computer system?,0.4094
47,How are user preferences integrated into adaptive HCI systems?,What is a complex interactive computer system?,0.4083
48,How are user preferences integrated into adaptive HCI systems?,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,0.4062
49,How do ontology-based systems support personalization in HCI?,What does make up the user interface of an interactive computer system?,0.4054
50,How do different user disabilities impact the adaptation of user interfaces?,How can a user interact in human–computer interactions?,0.4043
51,How do ontology-based systems support personalization in HCI?,What is a human–computer interaction?,0.4033
52,What are the common design patterns for adaptive HCI systems?,What is an interactive computer system?,0.4007
53,What criteria are used to evaluate user capabilities in HCI?,What does make up the user interface of an interactive computer system?,0.3989
54,How are user preferences integrated into adaptive HCI systems?,What is an interactive software system?,0.3989
55,How is semantic reasoning utilized for interface adaptation?,"Considering intentionality, how can a user interact with an interactive computer system?",0.3956
56,What are the core components of an HCI system?,What is an interactive computer system?,0.3945
57,How are user profiles represented in HCI ontology?,What does make up a complex user participation?,0.3919
58,How do physical and logical interaction resources differ in HCI?,"Considering intentionality, how can a user interact with an interactive computer system?",0.3900
59,How is semantic reasoning utilized for interface adaptation?,How can a user interact in human–computer interactions?,0.3897
60,What types of interactions are classified in HCI systems?,"Considering intentionality, how can a user interact with an interactive computer system?",0.3888
61,How do ontology-based systems support personalization in HCI?,What is a complex interactive computer system?,0.3866
62,"What are the key relationships between interaction modes, modalities, and media?",What is a human–computer interaction?,0.3832
63,How do different sensory modalities influence user interaction modes?,"Considering the human–computer interaction, how can a user participation cause another user participation?",0.3832
64,How are user preferences integrated into adaptive HCI systems?,"Considering the human–computer interaction, how can a user participation cause another user participation?",0.3827
65,How is semantic reasoning utilized for interface adaptation?,What is an interactive software system?,0.3825
66,What are the distinct input and output modalities in an interactive system?,How can a user interact in human–computer interactions?,0.3822
67,What are the distinct input and output modalities in an interactive system?,What is a human–computer interaction?,0.3812
68,How do ontology-based systems support personalization in HCI?,What is an interactive software system?,0.3783
69,"What are the key relationships between interaction modes, modalities, and media?",What is a complex interactive computer system?,0.3780
70,What types of interactions are classified in HCI systems?,How does a user receive an output from an interactive computer system?,0.3755
71,How are user preferences integrated into adaptive HCI systems?,What does make up a complex user participation?,0.3740
72,How do different sensory modalities influence user interaction modes?,"Considering intentionality, how can a user interact with an interactive computer system?",0.3731
73,What criteria are used to evaluate user capabilities in HCI?,What is a human–computer interaction?,0.3726
74,How do different sensory modalities influence user interaction modes?,Why does a user intentionally interact with an interactive computer system?,0.3717
75,How do ontology-based systems support personalization in HCI?,What is an interactive computer system?,0.3716
76,How are user profiles represented in HCI ontology?,What does make up the user interface of an interactive computer system?,0.3711
77,How do ontology-based systems support personalization in HCI?,How is a user input processed by an interactive computer system?,0.3707
78,How is semantic reasoning utilized for interface adaptation?,How is a user input processed by an interactive computer system?,0.3670
79,"What are the key relationships between interaction modes, modalities, and media?",What does make up a complex user participation?,0.3669
80,How is semantic reasoning utilized for interface adaptation?,What is an interactive computer system?,0.3648
81,What are the core components of an HCI system?,What is a human–computer interaction?,0.3614
82,How are user preferences integrated into adaptive HCI systems?,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,0.3598
83,How do different user disabilities impact the adaptation of user interfaces?,"Considering intentionality, how can a user interact with an interactive computer system?",0.3597
84,How are user preferences integrated into adaptive HCI systems?,How does a user receive an output from an interactive computer system?,0.3573
85,What are the common design patterns for adaptive HCI systems?,What is a human–computer interaction?,0.3571
86,What criteria are used to evaluate user capabilities in HCI?,What is a User?,0.3558
87,How are user preferences integrated into adaptive HCI systems?,What is a human–computer interaction?,0.3544
88,How is semantic reasoning utilized for interface adaptation?,Why does a user intentionally interact with an interactive computer system?,0.3542
89,What are the common design patterns for adaptive HCI systems?,What is an interactive software system?,0.3539
90,"What are the key relationships between interaction modes, modalities, and media?",What is an interactive computer system?,0.3530
91,What criteria are used to evaluate user capabilities in HCI?,How can a user interact in human–computer interactions?,0.3525
92,What criteria are used to evaluate user capabilities in HCI?,"Considering the human–computer interaction, how can a user participation cause another user participation?",0.3504
93,How do ontology-based systems support personalization in HCI?,"Considering intentionality, how can a user interact with an interactive computer system?",0.3503
94,How do different sensory modalities influence user interaction modes?,What is a human–computer interaction?,0.3500
95,How do ontology-based systems support personalization in HCI?,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,0.3458
96,How is semantic reasoning utilized for interface adaptation?,What is a complex interactive computer system?,0.3453
97,How do different sensory modalities influence user interaction modes?,What does make up a complex user participation?,0.3429
98,How do ontology-based systems support personalization in HCI?,What does make up a complex user participation?,0.3414
99,How do different sensory modalities influence user interaction modes?,How is a user input processed by an interactive computer system?,0.3404
100,How do ontology-based systems support personalization in HCI?,"Considering the human–computer interaction, how can a user participation cause another user participation?",0.3386
101,How do different user disabilities impact the adaptation of user interfaces?,"Considering the human–computer interaction, how can a user participation cause another user participation?",0.3382
102,How do physical and logical interaction resources differ in HCI?,What does make up a complex user participation?,0.3380
103,How do physical and logical interaction resources differ in HCI?,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,0.3352
104,How do different user disabilities impact the adaptation of user interfaces?,What is a human–computer interaction?,0.3330
105,How do different user disabilities impact the adaptation of user interfaces?,Why does a user intentionally interact with an interactive computer system?,0.3313
106,How is semantic reasoning utilized for interface adaptation?,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,0.3282
107,How do physical and logical interaction resources differ in HCI?,How does a user receive an output from an interactive computer system?,0.3279
108,What are the common design patterns for adaptive HCI systems?,How is a user input processed by an interactive computer system?,0.3272
109,What types of interactions are classified in HCI systems?,What does make up a complex user participation?,0.3272
110,"What are the key relationships between interaction modes, modalities, and media?","Considering intentionality, how can a user interact with an interactive computer system?",0.3269
111,How are user profiles represented in HCI ontology?,How can a user interact in human–computer interactions?,0.3266
112,What criteria are used to evaluate user capabilities in HCI?,What is a complex interactive computer system?,0.3258
113,"What are the key relationships between interaction modes, modalities, and media?","Considering the human–computer interaction, how can a user participation cause another user participation?",0.3254
114,How do ontology-based systems support personalization in HCI?,Why does a user intentionally interact with an interactive computer system?,0.3242
115,What are the distinct input and output modalities in an interactive system?,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,0.3238
116,What are the common design patterns for adaptive HCI systems?,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,0.3227
117,How do different sensory modalities influence user interaction modes?,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,0.3220
118,What are the common design patterns for adaptive HCI systems?,How can a user interact in human–computer interactions?,0.3211
119,"What are the key relationships between interaction modes, modalities, and media?",Why does a user intentionally interact with an interactive computer system?,0.3201
120,What are the core components of an HCI system?,How is a user input processed by an interactive computer system?,0.3196
121,What are the core components of an HCI system?,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,0.3183
122,How is semantic reasoning utilized for interface adaptation?,What is a human–computer interaction?,0.3164
123,How do different sensory modalities influence user interaction modes?,What is a complex interactive computer system?,0.3150
124,What criteria are used to evaluate user capabilities in HCI?,What is an interactive software system?,0.3142
125,How are user profiles represented in HCI ontology?,"Considering the human–computer interaction, how can a user participation cause another user participation?",0.3139
126,What criteria are used to evaluate user capabilities in HCI?,What is an interactive computer system?,0.3127
127,How do different user disabilities impact the adaptation of user interfaces?,What does make up a complex user participation?,0.3118
128,What are the core components of an HCI system?,What is an interactive software system?,0.3104
129,How are user profiles represented in HCI ontology?,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,0.3101
130,What are the common design patterns for adaptive HCI systems?,"Considering intentionality, how can a user interact with an interactive computer system?",0.3094
131,"What are the key relationships between interaction modes, modalities, and media?",What is an interactive software system?,0.3087
132,How do ontology-based systems support personalization in HCI?,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,0.3082
133,How do different sensory modalities influence user interaction modes?,What is an interactive computer system?,0.3071
134,What role does the Semantic Web Rule Language (SWRL) play in HCI ontologies?,What is a human–computer interaction?,0.3065
135,What criteria are used to evaluate user capabilities in HCI?,Why does a user intentionally interact with an interactive computer system?,0.2966
136,What are the common design patterns for adaptive HCI systems?,Why does a user intentionally interact with an interactive computer system?,0.2966
137,How do different user disabilities impact the adaptation of user interfaces?,How is a user input processed by an interactive computer system?,0.2953
138,What role does the Semantic Web Rule Language (SWRL) play in HCI ontologies?,What is a complex interactive computer system?,0.2949
139,What are the common design patterns for adaptive HCI systems?,What does make up a complex user participation?,0.2947
140,How is semantic reasoning utilized for interface adaptation?,"Considering the human–computer interaction, how can a user participation cause another user participation?",0.2938
141,How do physical and logical interaction resources differ in HCI?,"Considering the human–computer interaction, how can a user participation cause another user participation?",0.2931
142,How do different sensory modalities influence user interaction modes?,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,0.2914
143,How do different user disabilities impact the adaptation of user interfaces?,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,0.2914
144,How is the consistency of HCI ontology checked and maintained?,What is a complex interactive computer system?,0.2886
145,What criteria are used to evaluate user capabilities in HCI?,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,0.2870
146,What are the common design patterns for adaptive HCI systems?,How does a user receive an output from an interactive computer system?,0.2866
147,How is the consistency of HCI ontology checked and maintained?,What is an interactive software system?,0.2852
148,What are the core components of an HCI system?,How can a user interact in human–computer interactions?,0.2842
149,How are user profiles represented in HCI ontology?,"Considering intentionality, how can a user interact with an interactive computer system?",0.2827
150,How are user profiles represented in HCI ontology?,What is a complex interactive computer system?,0.2801
151,How are user profiles represented in HCI ontology?,Why does a user intentionally interact with an interactive computer system?,0.2795
152,How are user profiles represented in HCI ontology?,What is a human–computer interaction?,0.2779
153,How do different user disabilities impact the adaptation of user interfaces?,What is an interactive computer system?,0.2778
154,What role does the Semantic Web Rule Language (SWRL) play in HCI ontologies?,What is an interactive software system?,0.2772
155,How are user profiles represented in HCI ontology?,How is a user input processed by an interactive computer system?,0.2771
156,How do different user disabilities impact the adaptation of user interfaces?,What is a complex interactive computer system?,0.2735
157,How are user profiles represented in HCI ontology?,What is an interactive computer system?,0.2731
158,How do different sensory modalities influence user interaction modes?,How does a user receive an output from an interactive computer system?,0.2723
159,What criteria are used to evaluate user capabilities in HCI?,"Considering intentionality, how can a user interact with an interactive computer system?",0.2712
160,How are user profiles represented in HCI ontology?,What is an interactive software system?,0.2680
161,How do ontology-based systems support personalization in HCI?,How does a user receive an output from an interactive computer system?,0.2675
162,What are the core components of an HCI system?,How does a user receive an output from an interactive computer system?,0.2650
163,"What are the key relationships between interaction modes, modalities, and media?",How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,0.2635
164,How is semantic reasoning utilized for interface adaptation?,How does a user receive an output from an interactive computer system?,0.2630
165,How are user profiles represented in HCI ontology?,How does a user receive an output from an interactive computer system?,0.2623
166,What criteria are used to evaluate user capabilities in HCI?,How does a user receive an output from an interactive computer system?,0.2618
167,How do different user disabilities impact the adaptation of user interfaces?,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,0.2606
168,How is the consistency of HCI ontology checked and maintained?,What is an interactive computer system?,0.2585
169,What are the core components of an HCI system?,What does make up a complex user participation?,0.2576
170,How do different user disabilities impact the adaptation of user interfaces?,What is a User?,0.2563
171,What types of interactions are classified in HCI systems?,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,0.2563
172,"What are the key relationships between interaction modes, modalities, and media?",How is a user input processed by an interactive computer system?,0.2558
173,How is semantic reasoning utilized for interface adaptation?,What does make up a complex user participation?,0.2545
174,What are the distinct input and output modalities in an interactive system?,What does make up a complex user participation?,0.2540
175,What criteria are used to evaluate user capabilities in HCI?,How is a user input processed by an interactive computer system?,0.2540
176,How is the consistency of HCI ontology checked and maintained?,What does make up the user interface of an interactive computer system?,0.2538
177,What role does the Semantic Web Rule Language (SWRL) play in HCI ontologies?,What does make up a complex user participation?,0.2537
178,"What are the key relationships between interaction modes, modalities, and media?",How does a user evaluate if his/her goal was achieved in a human–computer interaction?,0.2533
179,What are the common design patterns for adaptive HCI systems?,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,0.2509
180,What role does the Semantic Web Rule Language (SWRL) play in HCI ontologies?,What is an interactive computer system?,0.2506
181,How are user preferences integrated into adaptive HCI systems?,What is a User?,0.2495
182,What role does the Semantic Web Rule Language (SWRL) play in HCI ontologies?,What does make up the user interface of an interactive computer system?,0.2483
183,How do ontology-based systems support personalization in HCI?,What is a User?,0.2481
184,What types of interactions are classified in HCI systems?,"Considering the human–computer interaction, how can a user participation cause another user participation?",0.2470
185,How do different user disabilities impact the adaptation of user interfaces?,What is an interactive software system?,0.2462
186,What role does the Semantic Web Rule Language (SWRL) play in HCI ontologies?,How can a user interact in human–computer interactions?,0.2450
187,What are the core components of an HCI system?,Why does a user intentionally interact with an interactive computer system?,0.2443
188,How do different sensory modalities influence user interaction modes?,What is an interactive software system?,0.2436
189,How is the consistency of HCI ontology checked and maintained?,What is a human–computer interaction?,0.2432
190,How is semantic reasoning utilized for interface adaptation?,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,0.2431
191,How is the consistency of HCI ontology checked and maintained?,"Considering intentionality, how can a user interact with an interactive computer system?",0.2423
192,What are the core components of an HCI system?,"Considering intentionality, how can a user interact with an interactive computer system?",0.2378
193,How is the consistency of HCI ontology checked and maintained?,How can a user interact in human–computer interactions?,0.2237
194,What are the distinct input and output modalities in an interactive system?,"Considering the human–computer interaction, how can a user participation cause another user participation?",0.2235
195,How are user profiles represented in HCI ontology?,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,0.2204
196,"What are the key relationships between interaction modes, modalities, and media?",How does a user receive an output from an interactive computer system?,0.2124
197,How do different user disabilities impact the adaptation of user interfaces?,How does a user receive an output from an interactive computer system?,0.2111
198,How is the consistency of HCI ontology checked and maintained?,How is a user input processed by an interactive computer system?,0.2103
199,What are the core components of an HCI system?,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,0.2019
200,How do different sensory modalities influence user interaction modes?,What is a User?,0.1974
201,How is the consistency of HCI ontology checked and maintained?,Why does a user intentionally interact with an interactive computer system?,0.1966
202,What role does the Semantic Web Rule Language (SWRL) play in HCI ontologies?,"Considering intentionality, how can a user interact with an interactive computer system?",0.1937
203,How is the consistency of HCI ontology checked and maintained?,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,0.1934
204,How is the consistency of HCI ontology checked and maintained?,What does make up a complex user participation?,0.1917
205,What role does the Semantic Web Rule Language (SWRL) play in HCI ontologies?,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,0.1897
206,What role does the Semantic Web Rule Language (SWRL) play in HCI ontologies?,How is a user input processed by an interactive computer system?,0.1885
207,What role does the Semantic Web Rule Language (SWRL) play in HCI ontologies?,"Considering the human–computer interaction, how can a user participation cause another user participation?",0.1842
208,What role does the Semantic Web Rule Language (SWRL) play in HCI ontologies?,Why does a user intentionally interact with an interactive computer system?,0.1836
