,genCQs,best_expertCQs,best_cos_score
0,What empirical evidence exists in Requirements Engineering (RE) practice?,Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,0.5028
1,What are the main challenges in empirical research within Requirements Engineering?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5046
2,What evidence do we have about current RE practices in industry?,How has comparing new approaches with relevant alternative approaches used in the industry evolved over time?,0.5817
3,What further empirical evidence is needed in RE?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6442
4,How do different RE techniques compare in empirical studies?,How often are which empirical methods used?,0.6213
5,What methods are most commonly used for empirical research in RE?,How often are which empirical methods used?,0.7784
6,What are the key findings of recent empirical studies on RE in Germany and Australia?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.548
7,How has empirical RE research evolved over the last decade?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7643
8,What are the main categories of questions used in empirical RE surveys?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.5891
9,What are the common strategies for data collection and analysis in empirical RE studies?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6612
10,How do postpositive claims influence RE empirical research design?,How has the use of (a common set of empirically derived) criteria to characterize the quality of secondary research and thus the overall strength of a body of evidence evolved over time?,0.5482
11,How do socially constructed knowledge claims impact RE empirical studies?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.5661
12,What are the advocacy/participatory claims in RE empirical research?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.6125
13,How does the pragmatic knowledge claim relate to RE empirical research?,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",0.5135
14,What is the role of surveys in empirical RE research?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.607
15,How are experiments conducted in empirical RE studies?,Which methods are used to synthesize evidence from data of different empirical methods?,0.6656
16,What is the significance of case studies in empirical RE research?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.7269
17,How is grounded theory applied in RE empirical studies?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.5758
18,What are the typical challenges in ethnographic studies within RE?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.5025
19,How is narrative research utilized in RE empirical studies?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.5098
20,What is the importance of phenomenological research in RE?,Do the authors report the selected context of their study with specific characteristics?,0.5082
21,How do quantitative studies differ from qualitative studies in RE empirical research?,How has the use of (a common set of empirically derived) criteria to assess the quality of individual studies evolved over time?,0.5772
22,What are mixed methods studies in RE and how are they conducted?,"""What empirical methods are used to conduct integrative and interpretive (systematic literature) reviews, so-called secondary research?""",0.5253
23,What is the role of empirical methods in software engineering research?,How do the authors justify the selection and combination of empirical methods and design elements?,0.7025
24,What empirical methods are most effective for evaluating RE techniques?,How often are which empirical methods used?,0.5983
25,How can empirical RE research be improved to increase quality and relevance?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.562
26,What is the importance of meta-analyses and narrative reviews in RE?,"""What empirical methods are used to conduct integrative and interpretive (systematic literature) reviews, so-called secondary research?""",0.5467
27,How does empirical evidence support RE decision-making processes?,Which methods are used to synthesize evidence from data of different empirical methods?,0.5239
