,genCQs,best_expertCQs,best_cos_score
0,What kind of questions can and should we ask to understand practice in Requirements Engineering (RE)?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.4464
1,What evidence do we have about practice in RE?,How has the proportion of pure demonstrations (proof of concept) and simple experience reports (lessons learned) evolved over time?,0.4438
2,What further evidence do we need about practice in RE?, How do the authors justify the lack of a proper study?,0.4375
3,How is the current state of large-scale empirical evidence on RE practice?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.5564
4,What are the findings of new RE practice studies conducted in different countries?,How has the reporting of the objects of study / treatments evolved over time?,0.5189
5,"What is the role of different types of empirical studies on RE, such as experiments?",Which sub-fields of SE and RE do the empirical studies cover over time?,0.6749
6,What basic terminology is used in empirical software engineering?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.6305
7,What are the three elements for empirical research design according to Creswell?,How do the authors justify the selection and combination of empirical methods and design elements?,0.6672
8,What assumptions are made in different knowledge claims in empirical research?,Do authors report that assumptions and limitations of statistical methods are met before using them?,0.5823
9,What are the basic strategies for inquiry in empirical research?,"""How have the proportions of experiments, secondary research (reviews), surveys, case studies, and action research in the empirical methods used evolved over time?""",0.5637
10,How effective are surveys in gathering data from representative samples regarding RE?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.4645
11,What variables are manipulated in RE experiments to measure performance?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.4125
12,What insights do case studies provide in the RE process over sustained periods of time?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.5707
13,How is grounded theory used to compare data across different groups in RE research?,How has the use of theories for a diverse and reflective generalization of study results evolved over time?,0.4948
14,What is the significance of observational data in ethnographic RE research?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.5294
15,How are narrative chronologies used in RE to study the lives of individuals?,How has the reporting of the subjects evolved over time?,0.4518
16,How do phenomenological studies identify the essence of experiences in RE research?,Do the authors report the selected context of their study with specific characteristics?,0.5496
17,"What are the differences between quantitative, qualitative, and mixed methods in RE research?","""What empirical methods are used to conduct integrative and interpretive (systematic literature) reviews, so-called secondary research?""",0.4787
18,What are the challenges to the applicability of empirical methods in software engineering?,How do the authors justify the selection and combination of empirical methods and design elements?,0.6858
19,How can empirical research surface laws and theories in RE?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6237
20,What is the significance of systematic observation and experiment in empirical RE research?,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",0.661
21,What are the current gaps between RE research and industry practices?,How has comparing new approaches with relevant alternative approaches used in the industry evolved over time?,0.5723
22,How is empirical evidence used to address these gaps?,How has the proportion of empirical studies evolved over time?,0.5819
23,What kind of evidence is necessary to confirm findings in RE research?,How has the use of (a common set of empirically derived) criteria to characterize the quality of secondary research and thus the overall strength of a body of evidence evolved over time?,0.5755
24,What specific problems encountered in RE practice need detailed study?, How do the authors justify the lack of a proper study?,0.5555
25,Why are some RE techniques widely adopted while others are not?,How often are which empirical methods used?,0.4229
26,How do interdisciplinary studies contribute to understanding RE context factors?,"""What is the proportion of theories from other disciplines, from other disciplines with adaptions for the SE and RE, and from SE and RE itself?""",0.5002
27,What are the benefits of standard RE terminology and practices for empirical research?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.6433
28,How can the standardization of RE practices facilitate study replication?,Does the research design allow for efficient reuse of study (results) by other researchers?,0.5535
29,What are the implications of combining practice analysis with improvement actions in RE?,Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,0.4373
30,What are the critical success factors for the industrial uptake of specific RE techniques?,How has comparing new approaches with relevant alternative approaches used in the industry evolved over time?,0.5014
31,How do the outcomes of RE empirical studies inform future studies?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6269
32,What is the impact of RE practices on project productivity and success?,Does the research design allow for efficient reuse of study (results) by other researchers?,0.4366
33,How do various RE techniques and tools influence project outcomes?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.4427
