,genCQ,expertCQ,cos_score
0,What newer topics in empirical RE have emerged post-2005?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7676
1,What are the core areas of RE with the highest number of empirical studies?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7615
2,What are the most frequent domains in which empirical RE research has been conducted?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7518
3,What are the key emerging trends in empirical RE research after the year 2000?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7245
4,What are the significant domains of empirical RE work recently?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7244
5,What are the primary research methods used in empirical RE studies from 1991 to 2012?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7193
6,In which context have these empirical studies of RE been carried out over the period of RE research?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7130
7,How has empirical research in various RE knowledge areas evolved over the years?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7080
8,In which channels are the empirical studies of RE published?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7048
9,What are the prevailing data collection techniques in empirical studies of RE?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7041
10,How has empirical research in various RE knowledge areas evolved over the years?,How has the proportion of empirical studies evolved over time?,0.7036
11,What are the most commonly proposed new techniques in RE empirical research?,Which methods are used to synthesize evidence from data of different empirical methods?,0.6996
12,What are the core areas of RE with the highest number of empirical studies?,How has the proportion of empirical studies evolved over time?,0.6960
13,How well do empirical studies in RE cover both general and specific domain applications?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6940
14,"How do case studies, experiments, and experience reports compare in usage in empirical RE research?",How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.6886
15,"How has the pattern of research outputs, such as techniques and tools, changed over years in RE?",How has the reporting of research questions and answers evolved over time?,0.6863
16,Which new emerging areas are being investigated in empirical RE research?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6846
17,What are the most commonly proposed new techniques in RE empirical research?,How often are which empirical methods used?,0.6790
18,What role do case studies and surveys play in empirical RE research focused on best practices and patterns?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.6774
19,What are the primary research methods used in empirical RE studies from 1991 to 2012?,How often are which empirical methods used over time?,0.6765
20,Which non-core areas have seen empirical research contributions in RE?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6756
21,"How has the pattern of research outputs, such as techniques and tools, changed over years in RE?",How has the reporting of the objects of study / treatments evolved over time?,0.6751
22,How do formal methods and empirical studies correlate in RE research?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6743
23,What are the primary research methods used in empirical RE studies from 1991 to 2012?,How often are which empirical methods used?,0.6711
24,Which conferences and journals are most prolific in publishing empirical RE studies?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6689
25,What is the quality assessment strategy for evaluating empirical studies in RE?,Do the authors use (a common set of empirically derived) criteria to assess the quality of individual studies?,0.6684
26,Which publication channels have relatively high empirical content in RE studies?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6676
27,Which theoretical frameworks have been frequently validated through empirical studies in RE?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6666
28,Which research method is frequently used in primary studies?,How often are which statistical methods used?,0.6637
29,What are the most commonly proposed new techniques in RE empirical research?,How often are which empirical methods used over time?,0.6635
30,What is the distribution of empirical RE studies by country from 1991 to 2012?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6620
31,What are the primary research methods used in empirical RE studies from 1991 to 2012?,Which methods are used to synthesize evidence from data of different empirical methods?,0.6606
32,What newer topics in empirical RE have emerged post-2005?,How has the proportion of empirical studies evolved over time?,0.6571
33,What is the year-wise trend in empirical studies in emerging RE areas?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6560
34,What are the common intervention types in empirical RE research studies?,"""What empirical methods are used to conduct integrative and interpretive (systematic literature) reviews, so-called secondary research?""",0.6560
35,What are the primary research methods used in empirical RE studies from 1991 to 2012?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.6551
36,What are the primary research methods used in empirical RE studies from 1991 to 2012?,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",0.6550
37,What are the primary research methods used in empirical RE studies from 1991 to 2012?,"""How have the proportions of experiments, secondary research (reviews), surveys, case studies, and action research in the empirical methods used evolved over time?""",0.6544
38,What are the primary research methods used in empirical RE studies from 1991 to 2012?,How has the number of empirical methods used per publication evolved over time?,0.6533
39,What are the key emerging trends in empirical RE research after the year 2000?,How has the proportion of empirical studies evolved over time?,0.6527
40,Which conferences and journals are most prolific in publishing empirical RE studies?,How has the number of empirical methods used per publication evolved over time?,0.6522
41,What are the primary research methods used in empirical RE studies from 1991 to 2012?,"""What empirical methods are used to conduct integrative and interpretive (systematic literature) reviews, so-called secondary research?""",0.6508
42,What is the year-wise trend in empirical studies in emerging RE areas?,How has the proportion of empirical studies evolved over time?,0.6484
43,How has the volume of empirical work in RE changed annually since 1991?,How has the proportion of empirical studies evolved over time?,0.6472
44,How do formal methods and empirical studies correlate in RE research?,How often are which empirical methods used?,0.6471
45,What are the most commonly proposed new techniques in RE empirical research?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6464
46,What is the geographical distribution of empirical RE research?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6457
47,How do formal methods and empirical studies correlate in RE research?,Which methods are used to synthesize evidence from data of different empirical methods?,0.6457
48,What key lessons have researchers derived from empirical studies on RE in different contexts?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6447
49,What is the distribution of empirical RE studies by country from 1991 to 2012?,How has the proportion of empirical studies evolved over time?,0.6443
50,How do formal methods and empirical studies correlate in RE research?,How has the number of empirical methods used per publication evolved over time?,0.6442
51,What is the role of systematic mapping and systematic literature reviews in guiding future RE research?,"""What empirical methods are used to conduct integrative and interpretive (systematic literature) reviews, so-called secondary research?""",0.6431
52,Which research method is frequently used in primary studies?,"""What empirical methods are used to conduct integrative and interpretive (systematic literature) reviews, so-called secondary research?""",0.6422
53,What newer topics in empirical RE have emerged post-2005?,How has the number of empirical methods used per publication evolved over time?,0.6421
54,What is the frequency of different research types of primary studies?,How often are those who conduct the studies also the authors of the papers?,0.6418
55,What is the quality assessment strategy for evaluating empirical studies in RE?,How has the use of (a common set of empirically derived) criteria to assess the quality of individual studies evolved over time?,0.6418
56,How are empirical studies in RE distributed across industries like telecom and finance?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6405
57,What types of pragmatic considerations have been derived from empirical RE research?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.6403
58,"How has the pattern of research outputs, such as techniques and tools, changed over years in RE?",Which sub-fields of SE and RE do the empirical studies cover over time?,0.6383
59,What are the most commonly proposed new techniques in RE empirical research?,How has the number of empirical methods used per publication evolved over time?,0.6380
