,genCQ,expertCQ,cos_score
0,What are the key observations from trends in empirical RE research since 1990?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7514
1,What is the distribution of empirical studies across RE core and sub-areas?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7424
2,How has the interest in RE empirical research evolved as a whole?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7402
3,What new areas have emerged in empirical RE research after 2005?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7352
4,"What is the distribution of empirical RE studies across different domains such as embedded, telecom, and finance?",Which sub-fields of SE and RE do the empirical studies cover over time?,0.7277
5,What are the common themes and trends emerging from the overall analysis of empirical literature in RE?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7151
6,In which context have these empirical studies of RE been carried out over the period of RE research?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7130
7,What are the major focus areas of empirical RE research?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7120
8,How has the interest in RE empirical research evolved as a whole?,How has the proportion of empirical studies evolved over time?,0.7083
9,How has empirical research in various RE knowledge areas evolved over the years?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7080
10,In which channels are the empirical studies of RE published?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7048
11,How has empirical research in various RE knowledge areas evolved over the years?,How has the proportion of empirical studies evolved over time?,0.7036
12,What tools and techniques have emerged as significant from the empirical RE studies?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7034
13,How is the empirical RE research methodologically evolving?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6978
14,How is the empirical RE research methodologically evolving?,How has the proportion of empirical studies evolved over time?,0.6907
15,What are the quality assessment criteria used to evaluate empirical RE studies?,Do the authors use (a common set of empirically derived) criteria to assess the quality of individual studies?,0.6904
16,What factors contributed to the rise in empirical RE research since 2000?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6901
17,How can empirical RE studies be synthesized to present a comprehensive state-of-the-art overview?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6895
18,What is the state of the art in empirical studies of RE?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6891
19,Which RE sub-areas need more empirical research attention due to lack of current studies?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6877
20,What are the major empirical RE research contributions in the past decade?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6847
21,"Which systematic reviews have focused on specific sub-areas within RE, and what were their findings?","""How up-to-date (and relevant) are reported (systematic) reviews, so-called secondary research?""",0.6838
22,What are the key observations from trends in empirical RE research since 1990?,How has the proportion of empirical studies evolved over time?,0.6821
23,How is the empirical RE research methodologically evolving?,How has the number of empirical methods used per publication evolved over time?,0.6790
24,What are the common themes and trends emerging from the overall analysis of empirical literature in RE?,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",0.6771
25,How is the empirical RE research methodologically evolving?,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",0.6771
26,What factors contributed to the rise in empirical RE research since 2000?,How has the proportion of empirical studies evolved over time?,0.6764
27,How does the quality score distribution of empirical studies vary across different RE core areas?,Do the authors use (a common set of empirically derived) criteria to assess the quality of individual studies?,0.6748
28,Which RE core areas have shown consistent research interest over the years?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6747
29,"Which guidelines, techniques, and processes are most frequently investigated in empirical RE research?",What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.6730
30,"Which guidelines, techniques, and processes are most frequently investigated in empirical RE research?",Which sub-fields of SE and RE do the empirical studies cover over time?,0.6729
31,How do the various domains affect the focus areas of empirical RE research?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6664
32,What are the common themes and trends emerging from the overall analysis of empirical literature in RE?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.6647
33,Which research method is frequently used in primary studies?,How often are which statistical methods used?,0.6637
34,What are the trends and opportunities in empirical RE research for both industry and academia?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6635
35,What are the quality assessment criteria used to evaluate empirical RE studies?,How has the use of (a common set of empirically derived) criteria to assess the quality of individual studies evolved over time?,0.6609
36,How has the interest in RE empirical research evolved as a whole?,"""How have the proportions of experiments, secondary research (reviews), surveys, case studies, and action research in the empirical methods used evolved over time?""",0.6604
37,What are the major research interventions in empirical RE studies?,"""What empirical methods are used to conduct integrative and interpretive (systematic literature) reviews, so-called secondary research?""",0.6581
38,What is the distribution of empirical studies across RE core and sub-areas?,How has the proportion of empirical studies evolved over time?,0.6571
39,What are the common themes and trends emerging from the overall analysis of empirical literature in RE?,Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,0.6559
40,What are some of the lessons learned from empirical studies in practical considerations of RE?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6526
41,How has the interest in RE empirical research evolved as a whole?,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",0.6510
42,What are the major research interventions in empirical RE studies?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6486
