,genCQ,expertCQ,cos_score
0,In what contexts have empirical RE studies been carried out?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7832
1,How has the focus of empirical RE research shifted over the decades?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7488
2,Which core areas within RE have seen the most empirical research?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7461
3,In what ways have RE researchers synthesized empirical data?,Which methods are used to synthesize evidence from data of different empirical methods?,0.7314
4,What are the top research themes derived from empirical RE studies?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7149
5,How are empirical studies in RE contributing to the development of global software engineering?,How many empirical studies are by authors working for large software development companies?,0.7134
6,What tools are most frequently used or proposed in empirical RE studies?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7116
7,What has been done empirically in the RE field as per evidence-based paradigms?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7111
8,How has empirical research in various RE knowledge areas evolved over the years?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7080
9,How has empirical research in various RE knowledge areas evolved over the years?,How has the proportion of empirical studies evolved over time?,0.7036
10,How significant are the lessons learned from empirical RE studies?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7018
11,In which channels are empirical studies of RE published?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6989
12,How is empirical research in RE contributing to global software development practices?,How many empirical studies are by authors working for large software development companies?,0.6956
13,What new techniques have been proposed in RE empirical studies?,How often are which empirical methods used?,0.6953
14,What new techniques have been proposed in RE empirical studies?,Which methods are used to synthesize evidence from data of different empirical methods?,0.6950
15,What tools are most frequently used or proposed in empirical RE studies?,How often are which empirical methods used?,0.6917
16,In what contexts have empirical RE studies been carried out?,How has the proportion of empirical studies evolved over time?,0.6912
17,How are empirical studies in RE peer-reviewed?,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",0.6898
18,What is the state of the art in empirical studies of RE?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6891
19,What new techniques have been proposed in RE empirical studies?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6873
20,What frameworks have been suggested within empirical RE research?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6845
21,What tools are most frequently used or proposed in empirical RE studies?,How often are which empirical methods used over time?,0.6829
22,What are the challenges and improvements for using empirical methods in RE?,How often are which empirical methods used?,0.6824
23,How do systematic reviews in RE contribute to planning future empirical studies?,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",0.6817
24,What tools are most frequently used or proposed in empirical RE studies?,Which methods are used to synthesize evidence from data of different empirical methods?,0.6800
25,What are the systematic literature review protocols used in RE?,How many publications are analyzed in (systematic literature) reviews?,0.6796
26,What new techniques have been proposed in RE empirical studies?,How often are which empirical methods used over time?,0.6792
27,What guidelines have emerged from empirical RE research?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.6787
28,How has the focus of empirical RE research shifted over the decades?,How has the proportion of empirical studies evolved over time?,0.6774
29,How rigorous are the primary studies evaluated in systematic reviews of RE?,"""How up-to-date (and relevant) are reported (systematic) reviews, so-called secondary research?""",0.6745
30,What frameworks have been suggested within empirical RE research?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.6740
31,What practical considerations emerge from empirical RE research?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6738
32,What are the systematic literature review protocols used in RE?,"""What empirical methods are used to conduct integrative and interpretive (systematic literature) reviews, so-called secondary research?""",0.6734
33,Which journals most frequently publish empirical RE research?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6704
34,How do systematic reviews in RE contribute to planning future empirical studies?,"""How up-to-date (and relevant) are reported (systematic) reviews, so-called secondary research?""",0.6697
35,In what ways have RE researchers synthesized empirical data?,How often are which empirical methods used?,0.6652
36,What new techniques have been proposed in RE empirical studies?,How has the proportion of empirical studies evolved over time?,0.6649
37,What is the strength of empirical evidence in empirical RE literature?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6644
38,In what ways have RE researchers synthesized empirical data?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6643
39,What new techniques have been proposed in RE empirical studies?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.6627
40,How rigorous are the primary studies evaluated in systematic reviews of RE?,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",0.6627
41,What are the challenges and improvements for using empirical methods in RE?,How do the authors justify the selection and combination of empirical methods and design elements?,0.6627
42,How rigorous are the primary studies evaluated in systematic reviews of RE?,"""What empirical methods are used to conduct integrative and interpretive (systematic literature) reviews, so-called secondary research?""",0.6606
43,What guidelines have emerged from empirical RE research?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6592
44,What are the emergent research areas within RE over the years?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6574
45,How significant are the lessons learned from empirical RE studies?,How has the proportion of empirical studies evolved over time?,0.6571
46,How do systematic reviews in RE contribute to planning future empirical studies?,"""What empirical methods are used to conduct integrative and interpretive (systematic literature) reviews, so-called secondary research?""",0.6565
47,What trends emerged from aggregating primary RE studies?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6564
48,What guidelines have emerged from empirical RE research?,Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,0.6559
49,In what ways have RE researchers synthesized empirical data?,How has the number of empirical methods used per publication evolved over time?,0.6558
50,What quality assessment strategies are employed in empirical RE studies?,Do the authors use (a common set of empirically derived) criteria to assess the quality of individual studies?,0.6556
51,What new techniques have been proposed in RE empirical studies?,How has the number of empirical methods used per publication evolved over time?,0.6547
52,How rigorous are the primary studies evaluated in systematic reviews of RE?,How many publications are analyzed in (systematic literature) reviews?,0.6536
53,How are empirical studies in RE peer-reviewed?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6515
54,In what ways have RE researchers synthesized empirical data?,How often are which empirical methods used over time?,0.6514
55,In what contexts have empirical RE studies been carried out?,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",0.6507
56,What are the systematic literature review protocols used in RE?,Which digital libraries with publications from SE and RE and related disciplines do authors use for (systematic literature) reviews?,0.6502
57,How are empirical studies in RE peer-reviewed?,"""What empirical methods are used to conduct integrative and interpretive (systematic literature) reviews, so-called secondary research?""",0.6493
58,What tools are most frequently used or proposed in empirical RE studies?,How has the number of empirical methods used per publication evolved over time?,0.6491
59,In what contexts have empirical RE studies been carried out?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.6488
60,What frameworks have been suggested within empirical RE research?,Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,0.6485
61,What tools are most frequently used or proposed in empirical RE studies?,How many different empirical methods are used per publication?,0.6481
62,What is the strength of empirical evidence in empirical RE literature?,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",0.6475
63,What is the strength of empirical evidence in empirical RE literature?,Which methods are used to synthesize evidence from data of different empirical methods?,0.6471
64,What are the systematic literature review protocols used in RE?,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",0.6471
65,How do systematic reviews in RE contribute to planning future empirical studies?,Have the authors done a systematic review of related work?,0.6461
66,What are the challenges and improvements for using empirical methods in RE?,Which methods are used to synthesize evidence from data of different empirical methods?,0.6442
67,In what contexts have empirical RE studies been carried out?,"""How have the proportions of experiments, secondary research (reviews), surveys, case studies, and action research in the empirical methods used evolved over time?""",0.6435
68,What is the strength of empirical evidence in empirical RE literature?,Do the authors use (a common set of empirically derived) criteria to characterize the quality of secondary research and thus the overall strength of a body of evidence?,0.6434
69,What is the strength of empirical evidence in empirical RE literature?,How has the proportion of empirical studies evolved over time?,0.6429
70,What practical considerations emerge from empirical RE research?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.6428
71,In what contexts have empirical RE studies been carried out?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.6425
72,What new techniques have been proposed in RE empirical studies?,"""How have the proportions of experiments, secondary research (reviews), surveys, case studies, and action research in the empirical methods used evolved over time?""",0.6424
73,Which journals most frequently publish empirical RE research?,How has the number of empirical methods used per publication evolved over time?,0.6419
74,What are the systematic literature review protocols used in RE?,Have the authors done a systematic review of related work?,0.6419
75,What are the systematic literature review protocols used in RE?,"""Do the authors refer to and consistently use a basic terminology, descriptors, and keywords to identify and select primary studies for (systematic literature) reviews?""",0.6409
76,How rigorous are the primary studies evaluated in systematic reviews of RE?,"""Do the authors refer to and consistently use a basic terminology, descriptors, and keywords to identify and select primary studies for (systematic literature) reviews?""",0.6404
77,How is RE specification handled in empirical research?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.6399
