,genCQ,expertCQ,cos_score
0,How has the empirical research in RE evolved over the years?,How has the proportion of empirical studies evolved over time?,0.7820
1,What are the major domains where empirical RE studies are conducted?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7783
2,How has the focus of empirical RE research shifted over different eras?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7684
3,What is the trend in the publication of empirical RE studies?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7662
4,Which research methods are most commonly used in empirical RE studies?,How often are which empirical methods used?,0.7552
5,How has the empirical research in RE evolved over the years?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7483
6,How many empirical RE studies involve case studies?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.7461
7,Which empirical methods are most frequently validated in RE research?,How often are which empirical methods used?,0.7423
8,Which research methods are most commonly used in empirical RE studies?,Which methods are used to synthesize evidence from data of different empirical methods?,0.7305
9,Which research methods are most commonly used in empirical RE studies?,How often are which empirical methods used over time?,0.7296
10,How rigorously conducted are empirical studies in different RE core areas?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7274
11,What is the trend in the publication of empirical RE studies?,How has the proportion of empirical studies evolved over time?,0.7217
12,Which empirical methods are most frequently validated in RE research?,Which methods are used to synthesize evidence from data of different empirical methods?,0.7192
13,What are the emerging areas in empirical RE research?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7182
14,Which RE core areas have seen the most empirical research?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7137
15,Which RE sub-areas lack empirical research?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7137
16,Who are the common participants in primary empirical RE studies?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7127
17,What guidelines are proposed in empirical RE studies?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7104
18,Which research methods are most commonly used in empirical RE studies?,How many different empirical methods are used per publication?,0.7091
19,How does the quality of empirical RE studies vary across different domains?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7081
20,Which empirical methods are most frequently validated in RE research?,How often are which empirical methods used over time?,0.7076
21,How has the empirical research in RE evolved over the years?,"""How have the proportions of experiments, secondary research (reviews), surveys, case studies, and action research in the empirical methods used evolved over time?""",0.7067
22,What is the frequency of different research types in empirical RE?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7066
23,In which publication channels are empirical RE studies most frequently published?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7062
24,What models are frequently used in empirical RE research?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7047
25,Which research methods are most commonly used in empirical RE studies?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7033
26,What is the frequency of different research types in empirical RE?,How many different empirical methods are used per publication?,0.7008
27,What is the trend in the publication of empirical RE studies?,How has the number of empirical methods used per publication evolved over time?,0.7002
28,What kinds of frameworks are proposed in empirical RE studies?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6990
29,What research areas are identified as needing more empirical investigation in RE?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6978
30,What kinds of practical considerations are proposed in empirical RE studies?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6963
31,What techniques are frequently proposed in empirical RE research?,How often are which empirical methods used?,0.6954
32,What techniques are frequently proposed in empirical RE research?,Which methods are used to synthesize evidence from data of different empirical methods?,0.6949
33,How many empirical RE studies involve case studies?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6947
34,What is the frequency of different research types in empirical RE?,How has the number of empirical methods used per publication evolved over time?,0.6944
35,How has the empirical research in RE evolved over the years?,"""How has building on previous research data and results, including from other disciplines, evolved over time?""",0.6930
36,What types of data collection methods are used in empirical RE research?,Which methods are used to synthesize evidence from data of different empirical methods?,0.6921
37,What kinds of frameworks are proposed in empirical RE studies?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.6898
38,Which research methods are most commonly used in empirical RE studies?,How has the number of empirical methods used per publication evolved over time?,0.6860
39,What percentage of empirical RE studies are experiments?,How has the proportion of empirical studies evolved over time?,0.6847
40,What guidelines are proposed in empirical RE studies?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.6847
41,What is the frequency of different research types in empirical RE?,How often are which empirical methods used?,0.6834
42,How has the focus of empirical RE research shifted over different eras?,How has the proportion of empirical studies evolved over time?,0.6823
43,What types of data collection methods are used in empirical RE research?,How often are which empirical methods used?,0.6810
44,What is the trend in the publication of empirical RE studies?,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",0.6795
45,What techniques are frequently proposed in empirical RE research?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6792
46,In which publication channels are empirical RE studies most frequently published?,How has the number of empirical methods used per publication evolved over time?,0.6787
47,In which publication channels are empirical RE studies most frequently published?,How many different empirical methods are used per publication?,0.6766
48,What types of data collection methods are used in empirical RE research?,How many different empirical methods are used per publication?,0.6762
