,genCQ,expertCQ,cos_score
0,What contributions do case studies make to the empirical research landscape in Requirements Engineering?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.6570
1,How have systematic reviews shaped the direction of empirical research in Requirements Engineering?,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",0.6462
2,How are practical considerations such as best practices and patterns documented in empirical studies?,How often are which empirical methods used?,0.6307
3,What is the distribution of empirical studies in Requirements Engineering among different software domains?,How many empirical studies are by authors working for large software development companies?,0.6191
4,How are practical considerations such as best practices and patterns documented in empirical studies?,"""What empirical methods are used to conduct integrative and interpretive (systematic literature) reviews, so-called secondary research?""",0.6071
5,How are practical considerations such as best practices and patterns documented in empirical studies?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.6033
6,How are practical considerations such as best practices and patterns documented in empirical studies?,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",0.5916
7,What is the influence of global software development trends on empirical Requirements Engineering research?,How many empirical studies are by authors working for large software development companies?,0.5912
8,How are practical considerations such as best practices and patterns documented in empirical studies?,How often are which empirical methods used over time?,0.5902
9,What are the most common empirical methods used for data extraction in Requirements Engineering studies?,Which methods are used to synthesize evidence from data of different empirical methods?,0.5879
10,How have systematic reviews shaped the direction of empirical research in Requirements Engineering?,"""What empirical methods are used to conduct integrative and interpretive (systematic literature) reviews, so-called secondary research?""",0.5874
11,What trends are apparent in the use of research methods over the history of empirical Requirements Engineering?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.5874
12,How are practical considerations such as best practices and patterns documented in empirical studies?,How do the authors justify the selection and combination of empirical methods and design elements?,0.5849
13,Which scientific publications have most significantly contributed to empirical Requirements Engineering research?,How has the number of empirical methods used per publication evolved over time?,0.5830
14,What significant publications outline the state of empirical research in Requirements Engineering?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5807
15,What types of new guidelines have been proposed in empirical Requirements Engineering studies?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5805
16,What contributions do case studies make to the empirical research landscape in Requirements Engineering?,How many empirical studies are by authors working for large software development companies?,0.5767
17,How are practical considerations such as best practices and patterns documented in empirical studies?,Which methods are used to synthesize evidence from data of different empirical methods?,0.5731
18,How is the quality of empirical studies assessed in Requirements Engineering research?,Do the authors use (a common set of empirically derived) criteria to assess the quality of individual studies?,0.5713
19,How has empirical research in various Requirements Engineering knowledge areas evolved over time?,How has the use of conceptual and operational definitions for key constructs and variables evolved over time in empirical research in SE and RE?,0.5689
20,"How have guidelines, techniques, and processes evolved in empirical Requirements Engineering research?",How has the use of conceptual and operational definitions for key constructs and variables evolved over time in empirical research in SE and RE?,0.5680
21,How are practical considerations such as best practices and patterns documented in empirical studies?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.5673
22,"How have guidelines, techniques, and processes evolved in empirical Requirements Engineering research?",What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5673
23,What is the distribution of empirical studies among various Requirements Engineering sub-areas?,How many empirical studies are by authors working for large software development companies?,0.5667
24,Which scientific publications have most significantly contributed to empirical Requirements Engineering research?,How many different empirical methods are used per publication?,0.5643
25,How are practical considerations such as best practices and patterns documented in empirical studies?,Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,0.5638
26,How has empirical research in various Requirements Engineering knowledge areas evolved over time?,How has the proportion of empirical studies evolved over time?,0.5637
27,How are practical considerations such as best practices and patterns documented in empirical studies?,How has the use of (a common set of empirically derived) criteria to assess the quality of individual studies evolved over time?,0.5601
28,What specific empirical studies provide insights into requirements planning and management?,How many empirical studies are by authors working for large software development companies?,0.5594
29,What significant publications outline the state of empirical research in Requirements Engineering?,Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,0.5592
30,Which scientific publications have most significantly contributed to empirical Requirements Engineering research?,How do the authors justify the selection and combination of empirical methods and design elements?,0.5580
31,Which scientific publications have most significantly contributed to empirical Requirements Engineering research?,How many empirical studies are by authors working for large software development companies?,0.5578
32,How has empirical research in various Requirements Engineering knowledge areas evolved over time?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.5574
33,How is the quality of empirical studies assessed in Requirements Engineering research?,How many empirical studies are by authors working for large software development companies?,0.5564
34,What trends are apparent in the use of research methods over the history of empirical Requirements Engineering?,How has the number of empirical methods used per publication evolved over time?,0.5562
35,How are existing guidelines and techniques validated in new empirical research within Requirements Engineering?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5547
36,What are the most common empirical methods used for data extraction in Requirements Engineering studies?,How often are which empirical methods used?,0.5545
37,What is the strength of empirical evidence in empirical requirements engineering literature?,How many empirical studies are by authors working for large software development companies?,0.5525
38,How have systematic reviews shaped the direction of empirical research in Requirements Engineering?,"""How up-to-date (and relevant) are reported (systematic) reviews, so-called secondary research?""",0.5522
39,How is the quality of empirical studies assessed in Requirements Engineering research?,How has the use of (a common set of empirically derived) criteria to assess the quality of individual studies evolved over time?,0.5506
40,How does the evidence-based paradigm influence the aggregation of empirical results in Requirements Engineering?,How has the use of (a common set of empirically derived) criteria to characterize the quality of secondary research and thus the overall strength of a body of evidence evolved over time?,0.5505
41,Which scientific publications have most significantly contributed to empirical Requirements Engineering research?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.5504
42,What types of new techniques have been proposed in empirical Requirements Engineering studies?,How do the authors justify the selection and combination of empirical methods and design elements?,0.5501
43,What trends are apparent in the use of research methods over the history of empirical Requirements Engineering?,"""How have the proportions of experiments, secondary research (reviews), surveys, case studies, and action research in the empirical methods used evolved over time?""",0.5489
44,What significant publications outline the state of empirical research in Requirements Engineering?,How many empirical studies are by authors working for large software development companies?,0.5487
45,What types of new guidelines have been proposed in empirical Requirements Engineering studies?,Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,0.5472
46,What trends are apparent in the use of research methods over the history of empirical Requirements Engineering?,How has the use of conceptual and operational definitions for key constructs and variables evolved over time in empirical research in SE and RE?,0.5470
47,What is the distribution of empirical studies among various Requirements Engineering sub-areas?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.5462
48,How are practical considerations such as best practices and patterns documented in empirical studies?,How many different empirical methods are used per publication?,0.5454
49,What are the common themes in empirical Requirements Engineering research over the past two decades?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5452
50,Which scientific publications have most significantly contributed to empirical Requirements Engineering research?,How has the proportion of papers that do not have an empirical study evolved over time?,0.5449
51,How have systematic reviews shaped the direction of empirical research in Requirements Engineering?,How many publications are analyzed in (systematic literature) reviews?,0.5442
52,What trends are apparent in the use of research methods over the history of empirical Requirements Engineering?,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",0.5426
53,What are the most common empirical methods used for data extraction in Requirements Engineering studies?,How many different empirical methods are used per publication?,0.5422
54,How have systematic reviews shaped the direction of empirical research in Requirements Engineering?,Have the authors done a systematic review of related work?,0.5420
55,What trends are apparent in the use of research methods over the history of empirical Requirements Engineering?,How do the authors justify the selection and combination of empirical methods and design elements?,0.5417
56,How are practical considerations such as best practices and patterns documented in empirical studies?,Do the authors use (a common set of empirically derived) criteria to assess the quality of individual studies?,0.5414
57,Which scientific publications have most significantly contributed to empirical Requirements Engineering research?,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",0.5412
58,How has empirical research in various Requirements Engineering knowledge areas evolved over time?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.5412
59,What types of new processes have been proposed in empirical Requirements Engineering studies?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5410
60,Which research method is most frequently used in primary studies of Requirements Engineering?,How often are which statistical methods used?,0.5409
61,What is the strength of empirical evidence in empirical requirements engineering literature?,How do the authors justify the selection and combination of empirical methods and design elements?,0.5406
62,How are practical considerations such as best practices and patterns documented in empirical studies?,How has the use of conceptual and operational definitions for key constructs and variables evolved over time in empirical research in SE and RE?,0.5406
63,"How have guidelines, techniques, and processes evolved in empirical Requirements Engineering research?",Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,0.5400
64,How has empirical research in various Requirements Engineering knowledge areas evolved over time?,How has the proportion of studies by authors working for large software development companies evolved over time?,0.5397
65,How are practical considerations such as best practices and patterns documented in empirical studies?,How often are standards used to describe the theories incorporated?,0.5387
66,Which scientific publications have most significantly contributed to empirical Requirements Engineering research?,How has the proportion of empirical studies evolved over time?,0.5383
