,genCQ,expertCQ,cos_score
0,How frequently are empirical studies cited in the RE domain?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.8185
1,What types of empirical studies are most common in recent RE research?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7954
2,What are the primary domains in which empirical RE studies have been conducted?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7802
3,What are the main sources of empirical RE studies?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7780
4,How frequently are empirical studies cited in the RE domain?,How has the proportion of empirical studies evolved over time?,0.7555
5,What are the criteria for assessing the quality of empirical studies in RE?,Do the authors use (a common set of empirically derived) criteria to assess the quality of individual studies?,0.7528
6,How comprehensive are the empirical methods used across different RE studies?,How often are which empirical methods used?,0.7469
7,How comprehensive are the empirical methods used across different RE studies?,How many different empirical methods are used per publication?,0.7466
8,How has the focus of empirical RE research changed over different decades?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7449
9,"What types of studies predominate in empirical RE literature (e.g., case studies, experiments, surveys)?",Which sub-fields of SE and RE do the empirical studies cover over time?,0.7405
10,What are the common themes emerging from empirical studies in RE?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7396
11,How has the empirical research community in RE evolved over time?,How has the proportion of empirical studies evolved over time?,0.7312
12,What are the criteria for assessing the quality of empirical studies in RE?,How has the use of (a common set of empirically derived) criteria to assess the quality of individual studies evolved over time?,0.7284
13,What trends are identified in the types of research questions addressed by empirical RE studies?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7178
14,How has the empirical research community in RE evolved over time?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7175
15,How comprehensive are the empirical methods used across different RE studies?,How has the number of empirical methods used per publication evolved over time?,0.7167
16,How has the empirical research community in RE evolved over time?,"""How has building on previous research data and results, including from other disciplines, evolved over time?""",0.7142
17,How comprehensive are the empirical methods used across different RE studies?,Which methods are used to synthesize evidence from data of different empirical methods?,0.7139
18,What types of empirical studies are most common in recent RE research?,How has the proportion of empirical studies evolved over time?,0.7127
19,What empirical methods are most effective in RE according to systematic reviews?,"""What empirical methods are used to conduct integrative and interpretive (systematic literature) reviews, so-called secondary research?""",0.7101
20,How comprehensive are the empirical methods used across different RE studies?,How often are which empirical methods used over time?,0.7089
21,How has empirical research in various RE knowledge areas evolved over the years?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7080
22,What gaps exist in the current empirical RE literature?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7073
23,How are empirical studies in RE categorized and classified in systematic reviews?,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",0.7072
24,How comprehensive are the empirical methods used across different RE studies?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7070
25,What are the emerging trends and future directions in empirical RE research?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7058
26,What empirical methods are most effective in RE according to systematic reviews?,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",0.7044
27,How has empirical research in various RE knowledge areas evolved over the years?,How has the proportion of empirical studies evolved over time?,0.7036
28,How frequently are empirical studies cited in the RE domain?,How has the number of empirical methods used per publication evolved over time?,0.6998
29,In which channels are empirical studies of RE published?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6989
30,How frequently are empirical studies cited in the RE domain?,How often are which empirical methods used over time?,0.6966
31,How are empirical studies in RE categorized and classified in systematic reviews?,How many publications are analyzed in (systematic literature) reviews?,0.6949
32,What are the main sources of empirical RE studies?,How has the proportion of empirical studies evolved over time?,0.6945
33,How are empirical studies in RE categorized and classified in systematic reviews?,"""What empirical methods are used to conduct integrative and interpretive (systematic literature) reviews, so-called secondary research?""",0.6894
34,What is the state of the art in empirical studies of RE?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6891
35,How has the focus of empirical RE research changed over different decades?,How has the proportion of empirical studies evolved over time?,0.6878
36,How frequently are empirical studies in RE replicated?,How often are which empirical methods used over time?,0.6829
