,genCQ,expertCQ,cos_score
0,What are the most active domains of empirical RE research recently?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7745
1,How has the focus of empirical RE research shifted over the years?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7604
2,What are the key findings of systematic reviews on empirical RE?,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",0.7488
3,What is the significance of case study research methods in empirical RE?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.7440
4,What are the key findings of systematic reviews on empirical RE?,"""What empirical methods are used to conduct integrative and interpretive (systematic literature) reviews, so-called secondary research?""",0.7264
5,How is the rigor of empirical research maintained across different RE studies?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7164
6,What are the leading frameworks and guidelines proposed in empirical RE research?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.7162
7,What are the emerging areas of research in empirical RE?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7156
8,In which contexts have these empirical studies of RE been conducted over the period of RE research?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7101
9,How has empirical research in various RE knowledge areas evolved over the years?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7080
10,In which channels are the empirical studies of RE published?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7048
11,How has empirical research in various RE knowledge areas evolved over the years?,How has the proportion of empirical studies evolved over time?,0.7036
12,What are the major focus areas in empirical RE research?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7021
13,What are the recurring themes in empirical RE research?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6997
14,How do research methods vary across different empirical RE studies?,How has the number of empirical methods used per publication evolved over time?,0.6980
15,What are the key findings of systematic reviews on empirical RE?,"""How up-to-date (and relevant) are reported (systematic) reviews, so-called secondary research?""",0.6910
16,Which research method is most frequently used in primary studies?,How often are which statistical methods used?,0.6879
17,How has the focus of empirical RE research shifted over the years?,How has the proportion of empirical studies evolved over time?,0.6859
18,How do research methods vary across different empirical RE studies?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6846
19,What are the trends in the use of experiments in empirical RE research?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6838
20,What are the trends in the use of experiments in empirical RE research?,"""How have the proportions of experiments, secondary research (reviews), surveys, case studies, and action research in the empirical methods used evolved over time?""",0.6822
21,How do research methods vary across different empirical RE studies?,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",0.6781
22,How do research methods vary across different empirical RE studies?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.6747
23,What are the major publication channels for empirical RE research?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6736
24,What are the leading frameworks and guidelines proposed in empirical RE research?,Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,0.6728
25,What are the trends and opportunities in RE empirical research from an overall analysis?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6728
26,What is the quality of empirical research in various RE core areas?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6723
27,What is the distribution of empirical RE studies across different countries?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6694
28,What are the key findings of systematic reviews on empirical RE?,How many publications are analyzed in (systematic literature) reviews?,0.6693
29,How do research methods vary across different empirical RE studies?,How many different empirical methods are used per publication?,0.6689
30,What is the role of formal methods in empirical RE research?,How often are which empirical methods used?,0.6673
31,How is the rigor of empirical research maintained across different RE studies?,How has the proportion of empirical studies evolved over time?,0.6642
32,What are the leading frameworks and guidelines proposed in empirical RE research?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6619
33,How is the rigor of empirical research maintained across different RE studies?,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",0.6569
34,How do research methods vary across different empirical RE studies?,How often are which empirical methods used?,0.6566
35,How do research methods vary across different empirical RE studies?,How often are which empirical methods used over time?,0.6542
36,How do empirical RE studies contribute to solving practical RE issues?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6538
37,What is the role of formal methods in empirical RE research?,Which methods are used to synthesize evidence from data of different empirical methods?,0.6504
38,What are the trends in the use of experiments in empirical RE research?,How has the proportion of empirical studies evolved over time?,0.6478
