,genCQ,expertCQ,cos_score
0,What is the role of case studies in empirical research in Requirements Engineering?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.6665
1,What factors influence the choice of empirical research method in Requirements Engineering studies?,How do the authors justify the selection and combination of empirical methods and design elements?,0.6550
2,What proportion of empirical research papers in Requirements Engineering use case studies?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.6451
3,How does the use of empirical methods in Requirements Engineering compare to other areas of software engineering?,How do the authors justify the selection and combination of empirical methods and design elements?,0.6424
4,What proportion of empirical research papers in Requirements Engineering use case studies?,How has the proportion of papers that do not have an empirical study evolved over time?,0.6408
5,How often do empirical research papers in Requirements Engineering get cited?,How has the proportion of papers that do not have an empirical study evolved over time?,0.6354
6,How often do empirical research papers in Requirements Engineering employ experiments as their research method?,How often are which empirical methods used?,0.6346
7,How often do empirical research papers in Requirements Engineering employ experiments as their research method?,How has the proportion of papers that do not have an empirical study evolved over time?,0.6254
8,How often do empirical research papers in Requirements Engineering employ experiments as their research method?,How often are which empirical methods used over time?,0.6234
9,How are empirical research findings used to inform Requirements Engineering practices?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.6172
10,How often do empirical research studies in Requirements Engineering involve industry professionals?,How many empirical studies are by authors working for large software development companies?,0.6135
11,How does the use of empirical methods in Requirements Engineering compare to other areas of software engineering?,How often are which empirical methods used?,0.6118
12,What factors influence the choice of empirical research method in Requirements Engineering studies?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.6111
13,What proportion of empirical research papers in Requirements Engineering use case studies?,How many empirical studies are by authors working for large software development companies?,0.6104
14,How frequently do empirical research papers in Requirements Engineering utilize surveys?,How has the proportion of papers that do not have an empirical study evolved over time?,0.6094
15,How often do empirical research studies in Requirements Engineering explore new methodologies?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.6074
16,How are theoretical frameworks used in empirical research in Requirements Engineering?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.6057
17,What are the most common empirical research methods used in Requirements Engineering research?,How often are which empirical methods used?,0.6028
18,What are the most common empirical research methods used in Requirements Engineering research?,How do the authors justify the selection and combination of empirical methods and design elements?,0.5911
19,What proportion of empirical research studies in Requirements Engineering are replications?,How many empirical studies are by authors working for large software development companies?,0.5899
20,How is the effectiveness of empirical research methods in Requirements Engineering evaluated?,How do the authors justify the selection and combination of empirical methods and design elements?,0.5896
21,How often do empirical research papers in Requirements Engineering employ experiments as their research method?,How has the number of empirical methods used per publication evolved over time?,0.5890
22,What are the common themes identified in empirical research studies in Requirements Engineering?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5872
23,How are empirical research findings used to inform Requirements Engineering practices?,Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,0.5870
24,What is the role of empirical research in advancing the field of Requirements Engineering?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5863
25,How often do empirical research studies in Requirements Engineering employ meta-analysis?,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",0.5863
26,What are the benefits of using mixed methods in empirical research in Requirements Engineering?,How do the authors justify the selection and combination of empirical methods and design elements?,0.5861
27,How often do empirical research studies in Requirements Engineering explore new methodologies?,How often are which empirical methods used over time?,0.5857
28,Which empirical research methods are underutilized in Requirements Engineering?,How do the authors justify the selection and combination of empirical methods and design elements?,0.5855
29,How often do empirical research papers in Requirements Engineering employ experiments as their research method?,"""How have the proportions of experiments, secondary research (reviews), surveys, case studies, and action research in the empirical methods used evolved over time?""",0.5849
30,What methodologies are used to validate the findings in empirical research in Requirements Engineering?,How do the authors justify the selection and combination of empirical methods and design elements?,0.5848
31,How often do empirical research studies in Requirements Engineering explore new methodologies?,How has the number of empirical methods used per publication evolved over time?,0.5839
32,How do empirical research studies in Requirements Engineering utilize software tools for data analysis?,How many empirical studies are by authors working for large software development companies?,0.5826
33,How are empirical research studies in Requirements Engineering designed?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5817
34,What are the most common empirical research methods used in Requirements Engineering research?,How many different empirical methods are used per publication?,0.5812
35,Which empirical research methods are underutilized in Requirements Engineering?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5794
36,What types of experiments are most frequently conducted in empirical Requirements Engineering research?,How often are which empirical methods used?,0.5789
37,What are the trends in the use of specific empirical research methods in Requirements Engineering over time?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.5785
38,How often do empirical research studies in Requirements Engineering explore new methodologies?,How often are which empirical methods used?,0.5777
39,How often do empirical research studies in Requirements Engineering involve industry professionals?,How has the proportion of studies by authors working for large software development companies evolved over time?,0.5770
40,How often do empirical research studies in Requirements Engineering explore new methodologies?,How many empirical studies are by authors working for large software development companies?,0.5765
41,How often do empirical research papers in Requirements Engineering employ experiments as their research method?,How many empirical studies are by authors working for large software development companies?,0.5764
42,How are theoretical frameworks used in empirical research in Requirements Engineering?,Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,0.5757
43,How does the use of empirical methods in Requirements Engineering compare to other areas of software engineering?,How many different empirical methods are used per publication?,0.5753
44,What are the trends in the use of specific empirical research methods in Requirements Engineering over time?,How often are which empirical methods used over time?,0.5751
45,How often do empirical research studies in Requirements Engineering explore new methodologies?,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",0.5747
46,What are the funding sources for empirical research studies in Requirements Engineering?,How many empirical studies are by authors working for large software development companies?,0.5742
47,What are the common limitations of empirical research studies in Requirements Engineering?,How many empirical studies are by authors working for large software development companies?,0.5722
48,What are the common sources of data used in empirical research in Requirements Engineering?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5718
49,How do empirical research studies in Requirements Engineering contribute to the body of knowledge?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5718
50,What factors influence the choice of empirical research method in Requirements Engineering studies?,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",0.5714
51,How often do empirical research papers in Requirements Engineering get cited?,How has the number of empirical methods used per publication evolved over time?,0.5707
52,What are the trends in the publication of empirical research studies in Requirements Engineering?,How many empirical studies are by authors working for large software development companies?,0.5703
53,What methodologies are used to validate the findings in empirical research in Requirements Engineering?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5698
54,How often do empirical research studies in Requirements Engineering employ meta-analysis?,How many empirical studies are by authors working for large software development companies?,0.5697
