,genCQ,expertCQ,cos_score
0,How often are statistical methods used to analyze data in Requirements Engineering studies?,How often are which statistical methods used?,0.7538
1,How frequently do empirical studies in Requirements Engineering include case study research?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.6811
2,What is the distribution of empirical research methods in Requirements Engineering papers?,How many different empirical methods are used per publication?,0.6723
3,What is the distribution of empirical research methods in Requirements Engineering papers?,How has the number of empirical methods used per publication evolved over time?,0.6690
4,How often are quantitative methods used in Requirements Engineering research?,How often are which statistical methods used?,0.6576
5,What is the distribution of empirical research methods in Requirements Engineering papers?,How do the authors justify the selection and combination of empirical methods and design elements?,0.6486
6,What is the distribution of empirical research methods in Requirements Engineering papers?,How often are which empirical methods used?,0.6461
7,How frequently are case studies used in Measurement/Metrics research in Requirements Engineering?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.6338
8,How has the use of empirical methods evolved over time in Requirements Engineering?,How do the authors justify the selection and combination of empirical methods and design elements?,0.6332
9,How often are mixed methods used in Requirements Engineering empirical research?,How often are which empirical methods used?,0.6325
10,How frequently do empirical studies in Requirements Engineering include case study research?,How many empirical studies are by authors working for large software development companies?,0.6243
11,How has the use of empirical methods evolved over time in Requirements Engineering?,How has the number of empirical methods used per publication evolved over time?,0.6230
12,How often are statistical methods used to analyze data in Requirements Engineering studies?,How often are which empirical methods used over time?,0.6206
13,How many papers on Inspections/Reviews in Requirements Engineering use case studies?,How many publications are analyzed in (systematic literature) reviews?,0.6177
14,How often do studies on tools/methods/frameworks in Requirements Engineering employ case studies?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.6173
15,What are the dominant empirical methods used in Requirements Engineering research?,How do the authors justify the selection and combination of empirical methods and design elements?,0.6172
16,How often are mixed methods used in Requirements Engineering empirical research?,How often are which empirical methods used over time?,0.6109
17,How often do studies on tools/methods/frameworks in Requirements Engineering employ case studies?,How has the proportion of studies by authors working for large software development companies evolved over time?,0.6031
18,How often are quantitative methods used in Requirements Engineering research?,How often are which empirical methods used over time?,0.6023
19,How often do studies on tools/methods/frameworks in Requirements Engineering employ case studies?,How many empirical studies are by authors working for large software development companies?,0.5996
20,What is the distribution of empirical research methods in Requirements Engineering papers?,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",0.5976
21,How many papers on Inspections/Reviews in Requirements Engineering use experiments?,How many publications are analyzed in (systematic literature) reviews?,0.5951
22,How has the use of empirical methods evolved over time in Requirements Engineering?,How often are which empirical methods used?,0.5944
23,How often are statistical methods used to analyze data in Requirements Engineering studies?,How often are which empirical methods used?,0.5943
24,What is the distribution of empirical research methods in Requirements Engineering papers?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.5921
25,How often do Requirements Engineering studies contribute to tool development?,How has the proportion of studies by authors working for large software development companies evolved over time?,0.5912
26,How often are quantitative methods used in Requirements Engineering research?,How often are which empirical methods used?,0.5897
27,How has the use of empirical methods evolved over time in Requirements Engineering?,How has the use of conceptual and operational definitions for key constructs and variables evolved over time in empirical research in SE and RE?,0.5893
28,What is the distribution of empirical research methods in Requirements Engineering papers?,How often are which empirical methods used over time?,0.5882
29,How has the use of empirical methods evolved over time in Requirements Engineering?,How often are which empirical methods used over time?,0.5861
30,How often do Requirements Engineering studies contribute to tool development?,How many empirical studies are by authors working for large software development companies?,0.5845
31,What types of empirical evidence are most common in Requirements Engineering papers?,Which methods are used to synthesize evidence from data of different empirical methods?,0.5784
32,What percentage of empirical studies in Requirements Engineering use professionals as subjects?,How many empirical studies are by authors working for large software development companies?,0.5767
33,What is the distribution of empirical research methods in Requirements Engineering papers?,How many empirical studies are by authors working for large software development companies?,0.5761
34,How frequently do empirical studies in Requirements Engineering include case study research?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.5746
35,What is the distribution of empirical research methods in Requirements Engineering papers?,How has the proportion of papers that do not have an empirical study evolved over time?,0.5745
36,What types of empirical evidence are most common in Requirements Engineering papers?,How has the proportion of papers that do not have an empirical study evolved over time?,0.5734
37,What are the main findings of empirical research in Requirements Engineering?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5720
38,How frequently do Requirements Engineering empirical studies undergo peer review?,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",0.5717
39,How often do studies on tools/methods/frameworks in Requirements Engineering employ experiments?,How often are which empirical methods used over time?,0.5715
40,How do Requirements Engineering studies address researcher bias?,How do the authors justify preventing bias in the study results?,0.5711
41,How often are mixed methods used in Requirements Engineering empirical research?,How many different empirical methods are used per publication?,0.5710
42,How frequently do empirical studies in Requirements Engineering include case study research?,How has the proportion of studies by authors working for large software development companies evolved over time?,0.5689
43,What are the dominant empirical methods used in Requirements Engineering research?,How often are which empirical methods used?,0.5677
44,How frequently are software tools evaluated in Requirements Engineering studies?,How many empirical studies are by authors working for large software development companies?,0.5671
45,How often are mixed methods used in Requirements Engineering empirical research?,How do the authors justify the selection and combination of empirical methods and design elements?,0.5669
46,How often are statistical methods used to analyze data in Requirements Engineering studies?,How has the use of statistical methods evolved over time?,0.5668
47,How do studies on Requirements Engineering address threats to validity?,What types of threats to validity do the authors report?,0.5645
48,What is the distribution of empirical research methods in Requirements Engineering papers?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5627
49,How often do studies on tools/methods/frameworks in Requirements Engineering employ experiments?,How many empirical studies are by authors working for large software development companies?,0.5625
50,How often are mixed methods used in Requirements Engineering empirical research?,How often are which statistical methods used?,0.5620
51,How frequently do empirical studies in Requirements Engineering include case study research?,How has the proportion of empirical studies evolved over time?,0.5613
52,What are the dominant empirical methods used in Requirements Engineering research?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5613
53,What types of empirical evidence are most common in Requirements Engineering papers?,How do the authors justify the selection and combination of empirical methods and design elements?,0.5597
54,How often are mixed methods used in Requirements Engineering empirical research?,How has the number of empirical methods used per publication evolved over time?,0.5587
55,How often are long-term studies conducted in Requirements Engineering research?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.5582
56,What are the factors hindering the generalizability of empirical studies in Requirements Engineering?,How do the authors justify the selection and combination of empirical methods and design elements?,0.5580
57,What are the main findings of empirical research in Requirements Engineering?,How many empirical studies are by authors working for large software development companies?,0.5579
58,What types of empirical evidence are most common in Requirements Engineering papers?,How many different empirical methods are used per publication?,0.5577
59,What are the most common data collection methods in Requirements Engineering empirical studies?,How many different empirical methods are used per publication?,0.5568
60,How has the use of empirical methods evolved over time in Requirements Engineering?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5566
61,How has the use of empirical methods evolved over time in Requirements Engineering?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.5560
62,How often are long-term studies conducted in Requirements Engineering research?,How has the proportion of studies by authors working for large software development companies evolved over time?,0.5556
63,How often do studies on tools/methods/frameworks in Requirements Engineering employ experiments?,How often are which statistical methods used?,0.5555
64,What are the most common research methods used in studies of Inspections/Reviews in Requirements Engineering?,"""What empirical methods are used to conduct integrative and interpretive (systematic literature) reviews, so-called secondary research?""",0.5547
65,What types of empirical evidence are most common in Requirements Engineering papers?,How often are which empirical methods used?,0.5541
66,What are the dominant empirical methods used in Requirements Engineering research?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.5537
67,How frequently do empirical studies in Requirements Engineering include case study research?,How often are which empirical methods used over time?,0.5531
68,What are the most common data collection methods in Requirements Engineering empirical studies?,How often are which empirical methods used?,0.5528
69,What types of empirical evidence are most common in Requirements Engineering papers?,How many empirical studies are by authors working for large software development companies?,0.5510
70,How often do Requirements Engineering studies define the study population clearly?,How has the use of (a common set of empirically derived) criteria to assess the quality of individual studies evolved over time?,0.5510
71,How often are qualitative analyses used in empirical studies on Requirements Engineering?,Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,0.5510
72,How frequently do empirical studies in Requirements Engineering include case study research?,How often are which empirical methods used?,0.5508
73,What types of empirical evidence are most common in Requirements Engineering papers?,How has the number of empirical methods used per publication evolved over time?,0.5506
74,How often are qualitative analyses used in empirical studies on Requirements Engineering?,How has the use of conceptual and operational definitions for key constructs and variables evolved over time in empirical research in SE and RE?,0.5498
75,What is the distribution of empirical research methods in Requirements Engineering papers?,"""How have the proportions of experiments, secondary research (reviews), surveys, case studies, and action research in the empirical methods used evolved over time?""",0.5498
76,What is the distribution of empirical research methods in Requirements Engineering papers?,Which methods are used to synthesize evidence from data of different empirical methods?,0.5497
77,How often are qualitative analyses used in empirical studies on Requirements Engineering?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5497
78,How frequently are case studies used in Measurement/Metrics research in Requirements Engineering?,How many empirical studies are by authors working for large software development companies?,0.5491
79,What types of empirical evidence are most common in Requirements Engineering papers?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.5484
80,What are the most common data collection methods in Requirements Engineering empirical studies?,How many empirical studies are by authors working for large software development companies?,0.5477
81,What are the dominant empirical methods used in Requirements Engineering research?,How many different empirical methods are used per publication?,0.5472
82,How frequently do empirical studies in Requirements Engineering include case study research?,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",0.5470
83,How often are surveys conducted in Requirements Engineering empirical research?,How often are which empirical methods used over time?,0.5468
84,How frequently are case studies used in Measurement/Metrics research in Requirements Engineering?,How has the proportion of studies by authors working for large software development companies evolved over time?,0.5464
85,How often are long-term studies conducted in Requirements Engineering research?,How often are which empirical methods used over time?,0.5462
